                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta             Costf_grad_gammaq                Costf_grad_CO2             Costf_grad_advCO2                Costf_grad_z0m                Costf_grad_z0h
                       73        379.3651980463538      0.21468203615973463       1.0070250160755179       0.3047303555092322    0.0031933562485405766    -1.16664178694158e-06       422.32196093098526  -0.00014790223969637223      0.15719679273112053     0.012879124082971984          0.014377566338284246             35.87859495469335             6.220181010173328            34.399078537734404             8101.407819570757                577028.5354438           -0.9806726198263461            -8022.194850102092            47.074493607595336            -25.32190189244857
                       74         366.456552256225      0.21516535782267918        1.006494495831136      0.29760129214966974    0.0031553688325807365  -1.1117551469602366e-06         422.949058725147  -0.00016407548315575463      0.15448188660655454      0.01277050440915015         -0.030089540736477276             13.83222236429517           -0.6751970024573173            31.953471108445424             -331.942760166924            -551104.5399361771           0.15907739021976885             1707.310005310603             64.62334547119303            15.030737461825993
                       75       366.45655226875107      0.21516535781830282       1.0064944958302302      0.29760129213961134    0.0031553688325817878   -1.111755146846584e-06        422.9490587250273  -0.00016407548318764665      0.15448188660306372     0.012770504409083328         -0.030089540475543353            13.832222106312651           -0.6751970437869657            31.953471056407267           -331.94275517214766            -551104.5202564325           0.15907739180815422             1707.309997466719             64.62334546078624            15.030737976038441
                       76       366.45655225163847      0.21516535782355142       1.0064944958346311      0.29760129209875463     0.003155368832478248  -1.1117551469975249e-06        422.9490587253215  -0.00016407548321777793       0.1544818865876269     0.012770504407597784         -0.030089541004890884            13.832222225408689           -0.6751969755894864             31.95347104770767           -331.94280914361843            -551104.5523574526           0.15907738107773137            1707.3099172762254             64.62334553776054            15.030737961132427
                       77       366.45655222784535      0.21516535785892488        1.006494495842786      0.29760129173971517     0.003155368832256052   -1.111755146845481e-06       422.94905872669256  -0.00016407548304034087       0.1544818864520246     0.012770504393759121          -0.03008953908495992             13.83222558181156           -0.6751973279551449            31.953470918397226            -331.9427246773437            -551104.5090560537           0.15907742967816682            1707.3102912677762             64.62334512161023            15.030734089798198
                       78        366.4565522405536      0.21516535779990395       1.0064944958517286      0.29760129189381657     0.003155368832871392  -1.1117551473139889e-06        422.9490587233434  -0.00016407548294740826       0.1544818865071801     0.012770504398898564          -0.03008954107175482             13.83222166716169           -0.6751964436923854            31.953470917797944            -331.9426927633267            -551104.5439974131           0.15907738338253483            1707.3100148398362              64.6233455492821            15.030739095106352
                       79        366.4565522176414       0.2151653578004234        1.006494495781367       0.2976012920301738    0.0031553688325967307  -1.1117551471593014e-06       422.94905872675344   -0.0001640754831570574      0.15448188655231915     0.012770504402933907         -0.030089540692714533            13.832221585588586            -0.675198112528675            31.953470976759277           -331.94280036576527            -551104.5642644088           0.15907739728437081            1707.3100711189174             64.62334558779047            15.030738853263552
                       80        360.3022774632601      0.21187341846660784       1.0076253723552553      0.20924836393443605    0.0031571166781230895   -1.165172404658889e-06        422.9022957980061    -0.000143784586575494      0.12017667246307631     0.009362815261843089          0.026671483321612996            -7.424875537978801            -55.40321694671614           -100.57034408295208           -1293.7122927124967            -210328.6518530504            0.4228848136152843             4936.532020044164             78.81222206282574              491.651364463846
                       81       363.37941485974255       0.2135193881446435       1.0070599340931956       0.2534248280420529     0.003156242755351913  -1.1384637758095627e-06       422.92567726157654  -0.00015393003486562432      0.13732927953481544      0.01106665983549662         -0.008135404923417163            1.2088415677380115           -15.760567091513346            -16.53268461847666            -772.4263533605995            -545989.8833708152             0.228782317314875             3090.030394497566             71.30728978593551            215.72031308140512
                       82        361.8408461615013       0.2126964033056257       1.0073426532242256      0.23133659598824446    0.0031566797167375013   -1.151818090234226e-06       422.91398652979126  -0.00014885731072055916      0.12875297599894586     0.010214737548669854          0.007475454694986395           -3.3252872185507676           -31.774789818997686            -52.59857209438806            -1016.896599848785            -422179.2324547217            0.3084617534414203            3948.6635286151086             75.01092516877117             343.6782695674447
                       83       361.84084617413396       0.2126964033127584       1.0073426532438812       0.2313365962024168     0.003156679716798256  -1.1518180900343609e-06       422.91398652943553   -0.0001488573108236425      0.12875297606330918     0.010214737553553397          0.007475454087639576           -3.3252866656924223           -31.774789090816874            -52.59857155586262            -1016.896550137767             -422179.221126041            0.3084617388352788            3948.6633975796044             75.01092503551703             343.6782667003315
                       84        361.8408461734749      0.21269640329817338        1.007342653236075       0.2313365959510062    0.0031566797166791495  -1.1518180902212023e-06       422.91398652908583  -0.00014885731064098826      0.12875297595497356      0.01021473754175218            0.0074754551440367           -3.3252867058785207            -31.77478966818639            -52.59857204111592           -1016.8965759074407            -422179.2216837455           0.30846176248147245             3948.663595505681             75.01092501624947            343.67826805479143
                       85       361.84084614272825      0.21269640319506128       1.0073426532953573      0.23133659563260733    0.0031566797158829856  -1.1518180908483578e-06       422.91398652656807  -0.00014885731072822404      0.12875297564177293     0.010214737498707778          0.007475452429351455            -3.325289817441042           -31.774788724969703           -52.598572338296115           -1016.8969508333566           -422179.35701305413           0.30846168423480474             3948.662937689939              75.0109255862072            343.67827197171147
                       86       361.84084615536614      0.21269640325028538       1.0073426531881062      0.23133659601251705    0.0031566797167498287  -1.1518180901024509e-06        422.9139865298888  -0.00014885731068132058       0.1287529759186567     0.010214737536863782          0.007475455009551203              -3.3252884032824           -31.774790589745145             -52.5985719685884           -1016.8965851903594            -422179.2127612815           0.30846176123248714            3948.6635822386156             75.01092511906408              343.678269435374
                       87       361.84084610874805      0.21269640329357992       1.0073426532185146       0.2313365958796711     0.003156679716992664  -1.1518180903936856e-06       422.91398653080944  -0.00014885731076570447      0.12875297591313228     0.010214737540312732           0.00747545411835243           -3.3252864791202663           -31.774789933408563            -52.59857206110649           -1016.8964982575902            -422179.2347032634           0.30846174482798444            3948.6634616720753             75.01092503817134             343.6782675038765
                       88       361.07803435026426      0.20175400975774768       1.0096700603375592       0.2170702267687577    0.0031333615069539427  -1.1561257450784225e-06        422.6919526488002  -0.00013402435619990806      0.09726076779161381     0.005587691467779416           0.05049970266347445            250.30514891753657             -85.6133267443512             33.45089638285411            11817.490752436961            2242222.7106247535            0.6268385633959062           -173.24712078528233            -49.56793693045968             -2039.78103912336
                       89        361.4594402558828       0.2072252065316867       1.0085063567808925      0.22420341137850108    0.0031450206118457218  -1.1539719176563243e-06       422.80296958929574   -0.0001414408334602336      0.11300687189527985     0.007901214508224634          0.016498506945114608            47.860325354738045           -33.987797557905964           -21.960632783453143            2704.5126674592325             319567.4139520392            0.2102388010812757             628.0131476386803             39.67985803007467           -205.70559447925908
                       90        361.4594402360843      0.20722520649832402       1.0085063568191315      0.22420341163540292    0.0031450206116666523  -1.1539719178074113e-06        422.8029695898601  -0.00014144083350647787      0.11300687183528821     0.007901214506376182          0.016498506092976088             47.86032490664159            -33.98779626458815            -21.96063194012098             2704.512638083018            319567.35262049583           0.21023879336259807             628.0130691618465             39.67985793953621           -205.70559837559014
                       91        361.4594402512856      0.20722520648281254         1.00850635678694       0.2242034112937698    0.0031450206116317766   -1.153971917385513e-06       422.80296958872526  -0.00014144083340779552      0.11300687177336793     0.007901214498775799           0.01649850710627605            47.860323897600765             -33.9877976737298           -21.960632939905043             2704.512615337956            319567.43931876327            0.2102387984798704             628.0131144390391             39.67985809285805            -205.7055930487616
                       92        361.4594402492105      0.20722520653689097       1.0085063567787271      0.22420341146220696    0.0031450206118052897   -1.153971917285423e-06        422.8029695909936  -0.00014144083349344923      0.11300687186034528     0.007901214519045876          0.016498507905564522            47.860324887184476           -33.987797356897836            -21.96063277014865             2704.512706785849             319567.4515522688            0.2102388264935432             628.0133155321483             39.67985799176949           -205.70559243980256
                       93       361.45944019748873      0.20722520654475893        1.008506356772593      0.22420341141459513    0.0031450206116616355  -1.1539719173921366e-06        422.8029695916658   -0.0001414408336949738       0.1130068717530241      0.00790121452510316          0.016498506220572293            47.860324478897496            -33.98779745957062           -21.960632919285406             2704.512607873635             319567.4091746925             0.210238781761287             628.0129371256069             39.67985827815421           -205.70559030646064
                       94        361.4594400947913      0.20722520654527504       1.0085063567295196      0.22420341140490363     0.003145020611046149  -1.1539719168770065e-06       422.80296959298664   -0.0001414408334962135       0.1130068711262145     0.007901214535650814          0.016498507629400458             47.86032816596928           -33.987798796682796           -21.960632401906818             2704.512733028071            319567.45794068516           0.21023881453594714             628.0131181481462             39.67985724331486            -205.7056046173893
                       95       335.05346750135334      0.20707051716199557       1.0034411008614452       0.2426419109673973     0.003014832949537543   -9.987027132731421e-07       423.63242777124583  -0.00017853033916082409    0.0011953053228480337     0.013342635097259529            1.0257253816635152             2716.199786933056            -460.2760641024161             386.6157527105571            128994.12060387923             33045863.71324746            18.592753663922323            54192.258028374396           -29906.697558774205            -9773.749460613044
                       96       348.25645387861806       0.2071478618468411       1.0059737288211688       0.2334226611729492     0.003079926780691632  -1.0763373154647332e-06        423.2176986802708  -0.00015998558631052841      0.05710108860906394     0.010621924802742082           0.10118413142915302            287.11978007197587            -85.03851093296431             32.75058461632113            11863.219676057628              5399588.28145872             1.738083807390251            -5469.557666254741             -99.1798765558946           -1032.3367550520932
                       97        354.8579470672504      0.20718653418926392       1.0072400428010306      0.22881303627572513    0.0031124736962686774  -1.1151546165605288e-06        423.0103341347833    -0.000150713209885381       0.0850539802521719      0.00926156965548336           0.03737249119200939            106.98443942775774            -54.18153588498596           -3.6798647677096112             4323.529360504992            2264237.3244240815            0.5694328164684833           -4089.0175152016154             8.377940690636622            -454.1913399551722
                       98       351.55720047293426       0.2071671980180525       1.0066068858110997      0.23111784872433716     0.003096200238480155   -1.095745966012631e-06       423.11401640752706  -0.00015534939809795558      0.07107753443061791     0.009941747229112721           0.06213976447099385            178.03278585259238            -67.93196184247394            11.748775649228088             7129.788433747667            3640325.8420129265            1.0211991332897656            -5321.337349430969           -29.746669641073645             -693.730492916541
                       99        351.5572001155596      0.20716719799348732       1.0066068857598793      0.23111784905454263     0.003096200236138635  -1.0957459640193996e-06       423.11401641274813  -0.00015534939806312407      0.07107753325904632     0.009941747366625618           0.06213976150033095            178.03277708988486            -67.93196151665167            11.748774963274617             7129.787787005211             3640325.799033272            1.0211990581002277            -5321.338004076172           -29.746668067214653            -693.7304638203519
                      100        344.4117863125057       0.2066760370472978       1.0055827773762909      0.23772003737225889    0.0030493834636957763  -1.0558929318075991e-06        423.2184078729075   -0.0001546529719160094     0.047652917768323574     0.012691205270578439          0.027560383528545312             93.56771907295952            -70.94655352206782            12.653931431968678            -2092.020981681746             3509375.164252895          0.030326466073791258           -16172.727646200692            -34.63032923007732            -463.4475043860653
                      101        344.4117863125057       0.2066760370472978       1.0055827773762909      0.23772003737225889    0.0030493834636957763  -1.0558929318075991e-06        423.2184078729075   -0.0001546529719160094     0.047652917768323574     0.012691205270578439          0.027560383528545312             93.56771907295952            -70.94655352206782            12.653931431968678            -2092.020981681746             3509375.164252895          0.030326466073791258           -16172.727646200692            -34.63032923007732            -463.4475043860653                
 restart
                      102        344.4117863125057       0.2066760370472978       1.0055827773762909      0.23772003737225889    0.0030493834636957763  -1.0558929318075991e-06        423.2184078729075   -0.0001546529719160094     0.047652917768323574     0.012691205270578439          0.027560383528545312             93.56771907295952            -70.94655352206782            12.653931431968678            -2092.020981681746             3509375.164252895          0.030326466073791258           -16172.727646200692            -34.63032923007732            -463.4475043860653
                      103        344.4117863124917      0.20667603704671933       1.0055827773775026      0.23772003737217656      0.00304938347263286  -1.0707939476381624e-06        423.2184078728843  -0.00015465290322454845     0.047652917768484966     0.012691205272596526           0.01909567220683564             89.04204041737506            -69.62833131586447            13.393949327511079            -3672.053344211192            1558431.0329409824         -0.027309873781825242           -16576.738685699303            -30.70574324178559             -454.189104341573
                      104       344.41178631249943      0.20667603704676965       1.0055827773774622       0.2377200373721679       0.0030493834847751  -1.0558929637340459e-06       423.21840787296355   -0.0001546529001360228      0.04765291776845207     0.012691205272524054           0.02756068460651373             93.56782315745691            -70.94654817564307            12.653945467549802            -2092.002479897491             3509375.158014266           0.03033685003373757            -16172.62996413697            -34.63040149638231           -463.44771531760364
                      105       344.41178631247215       0.2066760370466462       1.0055827773774655      0.23772003737215014    0.0030493834710545293  -1.0558878717145708e-06       423.21840787155156  -0.00015465297281123122      0.04765291776851419     0.012691205272720246           0.02756324595105931             93.56925813558603            -70.94699969420137            12.653681304343193           -2091.4841058407537              3510037.39696439          0.030346058003494974           -16172.590633458409           -34.631663878383186           -463.45065242175855
                      106        344.4117851995953      0.20667594299144204       1.0055829859477519      0.23772002117214366     0.003053137108401131  -1.0883493455423526e-06        423.2184178446985   -0.0001418710435176682      0.04765294065054484     0.012691551742674008           0.06585722137111345            103.88751443115414            -67.63474298735747             16.47517988322515            -1649.415189473954            3233.0244030224185            1.7758746877528018             495.7750637531328            -40.40010623074029           -484.16187090540006
                      107       344.41178516861146      0.20667594239495402       1.0055829870205253       0.2377200210726187     0.003053143652225322  -1.1010980749247185e-06        423.2184165844728  -0.00014187299909953292      0.04765294082539835      0.01269155370062431          0.058457650397121697             99.90442934534963             -66.5134378580797            17.100033238670395           -3022.7334616092203           -1672063.4067600237            1.7264061593390183            148.25403623212418            -36.98215964247205           -475.98368778159454
                      108       344.41178515724124      0.20667594217594315       1.0055829874144742      0.23772002103605638    0.0030531460699354624  -1.0883560703390795e-06        423.2184161217243  -0.00014187371370728887      0.04765294088957749     0.012691554419630248           0.06584997444883368            103.90272221480289            -67.63112151043599             16.47808751763759           -1646.3206570755424             3231.612796357709            1.7756534032687183             493.2788750219929            -40.40763608688731           -484.19512282407715
                      109        344.4117851228499       0.2066759414225339        1.005582988641668      0.23772002090854039    0.0030531464617902255  -1.0803629096907654e-06       423.21841473352737  -0.00014187013913506542      0.04765294111457579     0.012691556802086529           0.07046961456234205            106.38246521120021            -68.33488079399088            16.085490340639332            -789.4694495403094            1051898.7055632586            1.8070466849288074              714.616169369101            -42.54288613551023           -489.28244772216095
                      110       344.41175994876744      0.20667545680270893        1.005583860386192      0.23771994003885333     0.003058479824574369  -1.0923699120234304e-06        423.2173906328051  -0.00014346295543506601      0.04765308315839613     0.012693147705315641           0.06151782334700798            112.92517635394385             -65.4777784223682             18.20579490546735            186.76454228778528             443.5853018061698            1.6438431586135034            -993.1031537685141            -44.87510742670209            -503.9181493279486
                      111        344.4117599248226       0.2066754566457432       1.0055838610697114      0.23771993994002835     0.003058479825548519  -1.0923699127613003e-06       423.21739061784837  -0.00014346295564937345       0.0476530832668447       0.0126931478868958          0.061517805898497716            112.92513460015232            -65.47775770254675             18.20579014383181              186.763308385982             443.2665648963193            1.6438427237240782            -993.1060783651125           -44.875089309355175           -503.91803897162157
Minimisation aborted as it proceeded too slow                
 restart
                      113        344.4117599248226       0.2066754566457432       1.0055838610697114      0.23771993994002835     0.003058479825548519  -1.0923699127613003e-06       423.21739061784837  -0.00014346295564937345       0.0476530832668447       0.0126931478868958          0.061517805898497716            112.92513460015232            -65.47775770254675             18.20579014383181              186.763308385982             443.2665648963193            1.6438427237240782            -993.1060783651125           -44.875089309355175           -503.91803897162157
                      114        344.4117598475606       0.2066754549148809       1.0055838638421783      0.23771993964643565     0.003058477847508826  -1.0970360430291833e-06       423.21738750378006  -0.00014345249855138566       0.0476530837853238     0.012693153326992059          0.058856849051975524              111.476046529672            -65.06888132797897            18.434534514601886            -312.7629591502847             -610921.885035229            1.6271611255574683           -1106.4357558133725           -43.629497857113364            -500.9360953015489
                      115        344.4117591368374      0.20667543899251567        1.005583889346499      0.23771993694559365    0.0030584596902687258  -1.0923720220424603e-06        423.2173588571101  -0.00014335629290471052     0.047653088554804685     0.012693203371228617           0.06191681655957791            112.96278925798934            -65.48845182843814            18.206153517842182             193.3261896190918             733.9029719892515            1.6575749665552817            -859.7164284627681           -44.917561797214994           -503.97218733708877
                      116        344.4117597634339      0.20667545318114594       1.0055838666126922      0.23771993935360314    0.0030584749305019904  -1.0929258196550054e-06       423.21738402954094  -0.00014346202318975834      0.04765308430911739     0.012693158758950973           0.06119078526219944            112.73937220164125            -65.43016010879356            18.231221235121783            124.86027850893095            -72901.51212363345            1.6415737199626248           -1008.6747687636365            -44.71874201805328           -503.53354299872495
                      117        344.4117486515445      0.20667520416027108       1.0055842654957228       0.2377198971126756     0.003058191404904006  -1.0926910730933473e-06        423.2169361956452  -0.00014194664578082739      0.04765315890000977     0.012693941444197531           0.06701729761096314            113.36362437800503             -65.6047362513116             18.22437094935549            247.73572711911032            -33820.48629213438            1.8378226453828854             894.4882952696446            -45.39719276099976            -504.4876872437226
                      118       344.41174864802434      0.20667520408760034       1.0055842656119003       0.2377198971003842      0.00305819129516879  -1.0778013826263057e-06       423.21693605003713  -0.00014194703969729454      0.04765315892194635     0.012693941671975224           0.07557949029305132            117.95161374842397             -66.9164495538104            17.490624635818623            1832.9402091834595             1913750.809372296            1.8952761023707063            1297.1884344804396            -49.36075478476388            -513.9126865608434
                      119         344.411748648011      0.20667520408743495       1.0055842656121232      0.23771989710037345    0.0030581912827837357  -1.0926908857642033e-06       423.21693604972904  -0.00014194704340100402      0.04765315892201415      0.01269394167240733           0.06701552589910456            113.36297907564831            -65.60476125359315            18.224283347508617            247.62752659265436            -33820.54250676207             1.837762046850542             893.9257739865706            -45.39674675230505            -504.4863474598758
                      120        344.4117486451116      0.20667520402282283       1.0055842657176535      0.23771989708942565    0.0030581913266272873  -1.0926343803817676e-06        423.2169359330881  -0.00014194660520894353      0.04765315894124226      0.01269394187707663           0.06704996984338035            113.38099025098234            -65.60973449030296             18.22155324138846             253.7660631684516           -26402.338137116407            1.8380400952626692             896.0275013135021            -45.41221130239717            -504.5233064363801
                      121        344.4117372549603       0.2066749692368938       1.0055846409340026      0.23771985743367996     0.003057797782753024  -1.0917314518500104e-06        423.2164655842315   -0.0001432277633318062      0.04765322987172841     0.012694677508706138           0.06151424723876148            111.39443487888633            -65.71666324001065            17.924558928585665             -62.9027421283365              12628.0764799324            1.6439384668088308            -908.3833449230274             -44.0550477626061           -500.39693608567745
                      122        344.4117372519239      0.20667496917287662        1.005584641050874       0.2377198574216408    0.0030577977829548066  -1.0917314523323736e-06        423.2164655828577   -0.0001432277626783854      0.04765322989180264      0.01269467771318439           0.06151424525123576            111.39440326520797            -65.71665699533719             17.92455414039979            -62.90376712355247             12627.88008156054            1.6439384437391806            -908.3831090630382            -44.05503496381167           -500.39684724471965
Minimisation aborted as it proceeded too slow
