                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta             Costf_grad_gammaq                Costf_grad_CO2             Costf_grad_advCO2                Costf_grad_z0m                Costf_grad_z0h
                       27        642.5025121121015       0.1569273771826778       0.8813030946471141      0.14438680485657354     0.004255157076241378  -3.1126945624448963e-06        414.4945507304032  -0.00015839204366284183      0.10612054200140567                    1e-07           -0.7774741265505373             -77263.0927185878           -15042.721155134881           -30740.803187052767              316009.693756304             52474535.22516442             58.12342639883446            437839.40643417346              -41110.967484877            -20005777012.03178
                       28        642.8874903463012      0.15000181306367166        0.875298648949518      0.14285585484237676    0.0041910930580689645   -3.131065359076106e-06       414.62430988303004  -0.00013413861982151248      0.10652172146794564     0.006885308821640179            1.5098289622776306            -3887.215309204808            -4336.627477409876           -1713.7995250900303             20804.35094089417            10415635.457913632             4.970545973741644              9710.37462392812             170.8228706330854             9039.499544187149
                       29        642.6950012292014      0.15346459512317473       0.8783008717983161      0.14362132984947515     0.004223125067155171   -3.121879960760501e-06       414.55943030671665  -0.00014626533174217672      0.10632113173467565    0.0034427044108200893             1.450034915374553            -2807.636925098433            -4387.934933189906           -1485.4962326626762              52173.5173430716            17859566.021908753             6.775487782757761            18903.586230583773           -292.44167104196003           -2215.6942881197315
                       30        642.6950012067463       0.1534645954317745       0.8783008722117821      0.14362132993052343     0.004223125066101466  -3.1218799646152266e-06       414.55943030018625   -0.0001462653316967287      0.10632113173198218     0.003442704401255153            1.4500349113892894           -2807.6368951043323            -4387.934917433219           -1485.4962236587935             52173.51729320986            17859565.837971333            6.7754876880038495            18903.585516655556            -292.4416731401339           -2215.6943822959674
                       31        642.6950011906586      0.15346459553235492       0.8783008724716493      0.14362132996997964     0.004223125065693428  -3.1218799634101075e-06       414.55943029949924  -0.00014626533005759283      0.10632113173257862    0.0034427046674342186            1.4500349180674947            -2807.636949395435            -4387.934880223447           -1485.4962305082454             52173.51524176916             17859565.38542785            6.7754875494678695            18903.585105270577           -292.44162131775636            -2215.692142499203
                       32        638.8105270360587       0.2058017012874175       0.9495097265650675      0.15748004040268196     0.004043860200759609  -3.7542389993203323e-06        413.4644286365077   -0.0001244459179235947      0.10587714011291066    0.0041601249973649635            0.7639856689301722             947.5329503935345           -1983.2298866063975             -450.374429886223             23865.06330938735           -16242626.784433162            -9.824649374795174           -100677.28641811428           -348.44202866818165            -5495.701155972145
                       33        638.8105270084213      0.20580170152681823        0.949509727165569      0.15748004049453715     0.004043860199211357   -3.754238997883079e-06       413.46442863750866  -0.00012444591581801945      0.10587714011571434     0.004160125108242091            0.7639856746124889             947.5329370615603           -1983.2298661104817            -450.3744321897688             23865.06304483369           -16242626.933125257            -9.824649185664029           -100677.28441998485           -348.44201957762255            -5495.700720265564
                       34        638.8105269965382      0.20580170149493612       0.9495097273236714       0.1574800405207381    0.0040438601978126845   -3.754238996178982e-06       413.46442863400046  -0.00012444591564951882      0.10587714011729346     0.004160124959019901            0.7639856748981225             947.5329786497139           -1983.2298681522548            -450.3744225111279            23865.064018731413           -16242626.633975597            -9.824649090573116           -100677.28374985431           -348.44203492540566            -5495.701366674776
                       35        638.8105270206696      0.20580170116963312       0.9495097267666893      0.15748004042413055     0.004043860197840411   -3.754238994140329e-06       413.46442863472225  -0.00012444591824713105      0.10587714012013938    0.0041601249866946724            0.7639856662908342             947.5329414924784           -1983.2298818917538           -450.37443045787217             23865.06287888402           -16242626.787775729            -9.824649527656907           -100677.28769786633           -348.44202695076626            -5495.701142797814
                       36        638.8105270284116       0.2058017010841158       0.9495097265396164      0.15748004039358676    0.0040438601997281835   -3.754238993125533e-06        413.4644286420197  -0.00012444591700524338      0.10587714012153221     0.004160124987089318             0.763985675732157             947.5329414640704           -1983.2298878255776           -450.37443124048525            23865.063659637864           -16242626.548708474            -9.824649175988705           -100677.28471866099            -348.4420292005076            -5495.701159520543
                       37        633.2749134090416      0.19190214766263786       1.0325609308576076      0.16851607538780944    0.0033483508980950453  -2.3756544551628248e-06        413.4645900161339    5.764862978673013e-05      0.10782423212956387      0.00353497493739112            1.2171109445185118           -300.37928995213355           -13.390850170353747            -414.5097767551587            -20739.91825134951            4021149.5543190683           -1.3088712403626521           -500.04373990899546            -50.16150624876852            3439.3257942565256
                       38        633.2749133899524       0.1919021477268923       1.0325609309674175      0.16851607543053826    0.0033483508987603543  -2.3756544570720133e-06       413.46459001412643    5.764862998471846e-05      0.10782423213039848     0.003534974908235503            1.2171109444706356            -300.3792727808566           -13.390849715136063            -414.5097730957593            -20739.91769432306              4021149.57488068           -1.3088711938654893            -500.0433449597942            -50.16151006010147            3439.3256893520593
                       39        633.2749133917121      0.19190214761850916       1.0325609309200316      0.16851607541174662      0.00334835089807194   -2.375654456378025e-06        413.4645900153225    5.764862969656094e-05      0.10782423213433671    0.0035349749300483315            1.2171109429453697           -300.37929103498936           -13.390849023331244           -414.50977632429846            -20739.91840145571             4021149.460538269           -1.3088712818668349            -500.0440792562563            -50.16150594483047             3439.325801129632
                       40        633.2749133506356      0.19190214748472684       1.0325609309547379       0.1685160754577774      0.00334835089924973  -2.3756544553005506e-06       413.46459001728937   5.7648630054371076e-05      0.10782423214799294     0.003534974918112505            1.2171109452210611             -300.379292194184           -13.390848371068847            -414.5097756571982           -20739.917887701187             4021149.616110592           -1.3088711861448574           -500.04324361582917            -50.16150683905714             3439.325801110882
                       41        633.2749133453049      0.19190214752686374       1.0325609308054327      0.16851607545720215     0.003348350897516865   -2.375654454141575e-06       413.46459001706796    5.764862983912312e-05      0.10782423215211896     0.003534974914314649            1.2171109439526995           -300.37929047248434           -13.390852614791385            -414.5097757708798           -20739.918342129342            4021149.5554221193           -1.3088712541269305            -500.0438488148487            -50.16150674671094            3439.3257837758674
                       42           633.2749133654      0.19190214764138652       1.0325609309603816       0.1685160754309049    0.0033483508966016713  -2.3756544522457487e-06        413.4645900171396    5.764863004361579e-05      0.10782423214939364    0.0035349749291968737            1.2171109450800526           -300.37928964155446           -13.390848507584606           -414.50977616107207           -20739.918371035004            4021149.6106105377           -1.3088712273419383             -500.043608848105            -50.16150626011432             3439.325795213319
                       43        623.5472691812398      0.17211097453686963         1.04073610593778      0.17977786348387123    0.0033142706025283126  -2.3012691439675986e-06       413.54683395878476     7.87348876849234e-05      0.11116531918333694                    1e-07           -0.7134559109518877            -86014.98110893526           -15105.603700477643           -21780.990537840593             372830.2952082015             123732734.3569042             37.95081449197714             311735.2573458938            -44144.49224673101           -22602802894.915318
                       44        628.4110912951407      0.18200656109975372       1.0366485183976937      0.17414696943584035    0.0033313107503116788  -2.3384617995652117e-06       413.50571198745934     6.81917587358272e-05       0.1094947756564504    0.0017675374686955594            1.1960935490428586            -38.00990240713146           -110.11037525761364             -269.456230492167           -11097.589358547351             5803781.837830419           -0.4088961522352562             7463.922900367688           -177.38055093464004           -2790.3591399162333
                       45        628.4110911461842       0.1820065608488819       1.0366485185035206      0.17414696958279283     0.003331310750388365  -2.3384618005458925e-06       413.50571198854135    6.819175888208608e-05      0.10949477570244308    0.0017675374518475381            1.1960935467072265            -38.00990748915295           -110.11037567157697            -269.4562290628962           -11097.589511145554             5803781.723991683          -0.40889619370105235             7463.922623144041           -177.38055099088456            -2790.359204719873
                       46         628.411091076138      0.18200656098942142       1.0366485185185246      0.17414696961530735    0.0033313107527383166  -2.3384618017086154e-06        413.5057119904164    6.819175898604111e-05      0.10949477571239119    0.0017675374834676145            1.1960935470962868           -38.009916678066546           -110.11036781925866           -269.45623121567064           -11097.589258525757             5803781.727866293           -0.4088961690425692              7463.92293105969           -177.38054701171893            -2790.358853041955
                       47        628.4110910200789      0.18200656117855696       1.0366485185341903       0.1741469696502208      0.00333131075325255   -2.338461800062922e-06        413.5057119921184    6.819175905113141e-05      0.10949477572440584    0.0017675374658442829            1.1960935498353022            -38.00988823020816           -110.11037140100447            -269.4562266229144           -11097.588136957813             5803782.025319136           -0.4088960433355526             7463.923859876985           -177.38055435155542           -2790.3592994166343
                       48        628.4110910781211      0.18200656126103776       1.0366485184659022      0.17414696958041143    0.0033313107490179935  -2.3384618013473123e-06       413.50571198960915    6.819175833560221e-05      0.10949477570627271    0.0017675374730991514            1.1960935438527465           -38.009898009661384           -110.11037232072424            -269.4562290057898           -11097.589918689175             5803781.554744612           -0.4088962927703388             7463.921701039794           -177.38054987767654            -2790.359130689288
                       49        628.4110910799664      0.18200656110974417        1.036648518446369      0.17414696957949466     0.003331310748332198   -2.338461794602806e-06       413.50571199339635    6.819175910710486e-05      0.10949477570893408    0.0017675374690063004            1.1960935498496383            -38.00990249837807           -110.11037387250201            -269.4562297046888           -11097.589467532824             5803781.932828462            -0.408896119806601             7463.923192695887           -177.38055060241823            -2790.359130731778
                       50        514.4979245333532      0.18195227135028214       1.0774415853336727      0.25702637780973214    0.0030343914408318576  -1.4312382181686357e-06        415.7557473224353   0.00017154483352453676      0.13781876777673385    0.0017523081174288281            0.5479828645769242            -224.7707140073465            1011.0838031644413             89.00448981629695           -31491.757028016265             7491742.948979437            -5.616221555855736             5246.074289697234            35.143033738920074            3203.0554700259772
                       51        514.4979242601694      0.18195227146866677       1.0774415853422123       0.2570263779585595     0.003034391442168256  -1.4312382187798079e-06        415.7557473299431    0.0001715448336348487       0.1378187678303362    0.0017523081231578686            0.5479828641316272           -224.77070802833836             1011.083805065082             89.00449056895268           -31491.756397865647             7491742.953322647            -5.616221503326222             5246.074779525439             35.14303258419603            3203.0553909447717
                       52        514.4979240241942      0.18195227181562457       1.0774415851383763       0.2570263779683111    0.0030343914427489477  -1.4312382235811019e-06       415.75574733815756   0.00017154483279162996      0.13781876784286495    0.0017523081722111075            0.5479828575633654           -224.77072419777699            1011.0838108140475             89.00448721945685             -31491.7573399067             7491742.394560857            -5.616221650757018              5246.07356709285               35.143036362723             3203.055529560675
                       53         514.497911119425       0.1819522872028574       1.0774415785278102       0.2570263811933915    0.0030343915057443444  -1.4312383352297352e-06        415.7557477766212   0.00017154481166290012      0.13781876927144238    0.0017523099154150897            0.5479827136078044           -224.77097368068527            1011.0840320776173             89.00440076741323           -31491.757666290025             7491731.788028376            -5.616223271945575             5246.060820950371             35.14309476603361             3203.056504749409
                       54       314.56374074295337       0.3478057295940533        1.015319299646069      0.32748956656316697     0.003826748440118392  -3.2618765718771177e-06       421.81023500504557  -5.1527860335047124e-05      0.16611589018405037      0.02022238452033608           -2.6990938860562945             8840.059425327468            -394.8844416934517             638.4065923977981            112507.90308191912           -161696501.56805834            -17.16191584721706            -64070.18257053534           -369.60451000896165            -6523.500940841856
                       55       414.53083263815324       0.2648790004721677       1.0463804424898708      0.29225797218644955     0.003430569940475125  -2.3465573950228765e-06       418.78299116374046    6.000848659474568e-05       0.1519673289803921     0.010987346318882454           -0.5734437477523386            3468.2069240627015             573.8271495431443            301.06531703609386             62309.42443654321            -68273124.49666056            -8.126003397790337           -16169.224606002057            -255.0832003932701            -5735.252889771181
                       56        464.5143785857532      0.22341563591122493       1.0619110139117718      0.27464217499809085    0.0032324806906534912   -1.888897806595756e-06        417.2693692430879   0.00011577666005964122      0.14489304837856298     0.006369827218155641           0.04295043161079149            1055.2828472763222             969.6277842877789            133.87179240585164            11249.286930703567             -29733414.3359647            -7.240870517963597            -8930.257701835973            -85.59780087965092           -3161.7064926894054
                       57       489.50615155955313       0.2026839536307535       1.0696762996227223       0.2658342764039115     0.003133436065742674  -1.6600680123821959e-06        416.5125582827616   0.00014366074679208942      0.14135590807764842     0.004061067667792234            0.2939456974798555            122.89435821249043             1089.032960300299             76.50589434334414           -15861.120445342756           -11749718.579615433            -6.961790565223465            -5435.126520320858             6.216115792916677           -333.28409115002506
                       58       477.01026507265317       0.2130497947709892        1.065793656767247       0.2702382257010012    0.0031829583781980827   -1.774482909488976e-06       416.89096376292474   0.00012971870342586532       0.1431244782281057     0.005215447442973938            0.1712317520291413             549.6882354590821            1041.0289660098774            100.79344114258704           -2659.0596143666694           -20705091.507399216            -7.136682348889135            -7466.460277825823             -38.1339233456455            -1943.387401853638
                       59       477.01026448045906       0.2130497950173495       1.0657936565612676      0.27023822594425245    0.0031829583794766208   -1.774482910021845e-06       416.89096378253464    0.0001297187031386645      0.14312447832547903     0.005215447490746897           0.17123174879387149              549.688243328996            1041.0289635169136             100.7934415162085           -2659.0591895379957            -20705091.65484727             -7.13668231839541            -7466.459954295231            -38.13392395384616           -1943.3874174419057
                       60        477.0102644560742      0.21304979457803058       1.0657936565314237      0.27023822600383046    0.0031829583773944946  -1.7744829024234774e-06       416.89096378403366      0.00012971870345808       0.1431244783491042     0.005215447467005716           0.17123175026158058             549.6882185920263            1041.0289641020413            100.79344005640101            -2659.059817377527           -20705091.296910014            -7.136682345864281           -7466.4600174139205           -38.133920867190184           -1943.3873364241306
                       61       477.01026544108345      0.21304979482051284       1.0657936563375654      0.27023822535770436    0.0031829583789629735  -1.7744829102137472e-06        416.8909637625479   0.00012971870233792308      0.14312447811490245     0.005215447460807049           0.17123175826936451             549.6882390153827             1041.028956516137            100.79343995104817           -2659.0594535133246           -20705091.292471137            -7.136682276625297            -7466.460209545606            -38.13392462974692           -1943.3874062452255
                       62         477.010264940897      0.21304979480169434       1.0657936567217243      0.27023822577641565     0.003182958376805896  -1.7744829079655975e-06        416.8909637673229    0.0001297187028872918      0.14312447825218996      0.00521544743906297            0.1712317490878458             549.6882361670541            1041.0289645731862            100.79344125157547           -2659.0600256822336           -20705091.564213283            -7.136682437129784            -7466.461073053904           -38.133922902915636           -1943.3874078065512
                       63        379.8947549564412      0.21988362061656397       0.9977869693994964      0.30571887140442233    0.0031268862450117433  -1.0440946297644745e-06       420.85895961763254  -1.5221383013368575e-06      0.15815401139479116      0.01201964796284537          -0.27789910838003756            367.98098598008295           -293.94730656683424            38.407049415232365            -6701.530223091001             9890400.377358742            -9.264046402192093            -16802.14251524791             84.28674724192898            -481.0912498733808
                       64       379.89475541954477       0.2198836204123476       0.9977869695667086       0.3057188711913143     0.003126886245716026  -1.0440946335692021e-06        420.8589596082698  -1.5221379311789601e-06      0.15815401131269172     0.012019647946671645           -0.2778991005542552            367.98097414095054            -293.9473020234902            38.407048596133805            -6701.530326549898             9890400.165335026            -9.264046251260805           -16802.141603479293             84.28674734712847           -481.09123172994634
                       65        379.8947548324638       0.2198836206176248       0.9977869694328035       0.3057188714828063    0.0031268862453986213  -1.0440946296195489e-06        420.8589596243519  -1.5221384487432502e-06      0.15815401142124297     0.012019647967467975           -0.2778991083972092             367.9809864154016           -293.94730530007604            38.407049688527735            -6701.530024826385             9890400.376947515            -9.264046364728685             -16802.1422218921             84.28674706609179           -481.09125171629205
                       66       379.89475490815016      0.21988362061809083       0.9977869693570087       0.3057188714001272    0.0031268862452372963  -1.0440946303824075e-06        420.8589596249943  -1.5221391611985186e-06      0.15815401139308083     0.012019647971161843           -0.2778991086253445             367.9809857039981           -293.94730731694943             38.40704939246552            -6701.530241130827             9890400.306501122            -9.264046407378038            -16802.14281265267             84.28674720579855           -481.09124860344974
                       67       379.89475496951144      0.21988362063264938       0.9977869694524357      0.30571887139874865     0.003126886244777823  -1.0440946290438956e-06       420.85895961966884  -1.5221386555587177e-06       0.1581540113906238     0.012019647962170022           -0.2778991078703568             367.9809867263837           -293.94730548923485             38.40704942544308            -6701.530205016861             9890400.445813295            -9.264046402284507           -16802.142653187366              84.2867470528397            -481.0912511608956
                       68        379.3651980947452       0.2146820361621551       1.0070250160803427      0.30473035553839156     0.003193356248406369  -1.1666417869003756e-06        422.3219609295833   -0.0001479022397605544      0.15719679274225315     0.012879124083881609          0.014377566521567891             35.87859481923174            6.2201809897136595            34.399078490617384            8101.4077688794505             577028.5439110108           -0.9806726279843028            -8022.194956358507             47.07449361035024           -25.321901482207892
                       69        379.3651980883647      0.21468203614870043       1.0070250160623275      0.30473035553069705     0.003193356247939507  -1.1666417870156231e-06         422.321960930537  -0.00014790223960740607      0.15719679274038273      0.01287912408391367          0.014377567089764431             35.87859323618239             6.220180494908713             34.39907834036543             8101.407580409533             577028.4904046679           -0.9806726054237375            -8022.194739412174             47.07449388365341           -25.321898652956307
                       70       379.36519807652553      0.21468203616830006       1.0070250161089602        0.304730355529286    0.0031933562482247386  -1.1666417865770663e-06        422.3219609301063   -0.0001479022397310268      0.15719679273907755     0.012879124083387856          0.014377566429478919             35.87859486176404             6.220181612838253            34.399078495178635            8101.4077494419635             577028.5583323861           -0.9806726273514444            -8022.194934865585            47.074493641903274           -25.321901574802638
                       71        379.3651980460004       0.2146820361736001       1.0070250160619763      0.30473035551244215     0.003193356248241805  -1.1666417864212487e-06       422.32196093341037  -0.00014790224002091037       0.1571967927317336     0.012879124084046685          0.014377566755456627            35.878595559995446              6.22018049060768             34.39907849302046            8101.4077689247115             577028.5733901332             -0.98067262030021            -8022.194966358434            47.074493528289295           -25.321902507082843
                       72       379.36519803319374      0.21468203615641318       1.0070250160774181       0.3047303555105615    0.0031933562483208236  -1.1666417869965338e-06       422.32196093180306  -0.00014790223998367453      0.15719679273141804      0.01287912408396473          0.014377565045644532             35.87859391923449             6.220181074022587             34.39907846568156             8101.407676404684              577028.495357746           -0.9806726585983148            -8022.195213352577             47.07449386436228           -25.321900089600426
