                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                     data                    Costf
                        1                    650.0                     0.45                      0.5                     0.14                    0.005                   -3e-06                    380.0                    0.006                      0.1                     0.01        16029.14435675167        16029.14435675167
                        2        649.9999999995197      0.44999999999409523       0.5000000000041565        0.139999999999803     0.004999999927167705  -3.0148941209072997e-06        379.9999999955633     0.005999999543762047      0.10000000000052851     0.010000000002897483       16027.084851320014       16027.084851320014
                        3        649.9999999995879       0.4499999999940464       0.5000000000040066        0.139999999999745      0.00499999988677977   -2.999998683918775e-06       379.99999999653664     0.005999999605243904      0.10000000000028175       0.0100000000026756       16029.142810387517       16029.142810387517
                        4        650.0000000000432       0.4499999999958285       0.5000000000038262      0.13999999999990081     0.004999999944830773  -2.9999916375163853e-06       380.00000000265453     0.006000000007701615      0.09999999999993059     0.010000000001429383       16029.145508240523       16029.145508240523
                        5        649.9969510740709      0.44995566536292886       0.5000298978178626      0.13999810599216153    0.0041584177895340815  -1.3754010849375708e-05         379.974518155284    0.0030776348140164563      0.10000208219094198      0.01001989743741712       11457.101384795047       11457.101384795047
                        6        649.9984755370355       0.4499778326814644       0.5000149489089313      0.13999905299608076      0.00457920889476704   -8.377005424687854e-06         379.987259077642     0.004538817407008228      0.10000104109547099      0.01000994871870856       10831.300907227043       10831.300907227043
                        7        649.9977133055531      0.44996674902219663        0.500022423363397      0.13999857949412114    0.0043688133421505605  -1.1065508137031782e-05         379.980888616463     0.003808226110512342      0.10000156164320649     0.010014923078062841       10062.832713461954       10062.832713461954
                        8        649.9977133056441      0.44996674901895045       0.5000224233676982      0.13999857949412084     0.004368813378970064  -1.1065507957921076e-05        379.9808886172372     0.003808226080106911       0.1000015616430829     0.010014923078582543       10062.832631897149       10062.832631897149
                        9        649.9977133056599      0.44996674901801226       0.5000224233679796      0.13999857949406513     0.004368813320101573   -1.106550807918011e-05        379.9808886189297     0.003808226102462326      0.10000156164312267     0.010014923079187832       10062.832700891136       10062.832700891136
                       10        649.9977133056212      0.44996674901573147       0.5000224233701044       0.1399985794940255     0.004368813313656009  -1.1065508051831155e-05        379.9808886205368    0.0038082261127452615      0.10000156164318626      0.01001492308001646        10062.83270544097        10062.83270544097
                       11        650.0076985633364       0.4495784813535339       0.5004552300199612      0.13999382064011578     0.002870733515240801   -4.333746230975808e-06       380.19820001768846    0.0028158093343488714      0.09999318928027658      0.01011572434732661         9206.92678280244         9206.92678280244
                       12        650.0076985633747      0.44957848135064976       0.5004552300233194       0.1399938206401048    0.0028707335198032468   -4.333746215162902e-06        380.1982000196347    0.0028158093396323794      0.09999318928024584     0.010115724348044567        9206.926777197546        9206.926777197546
                       13        650.0076985634134      0.44957848134916134        0.500455230024805       0.1399938206400818    0.0028707335127688798   -4.333746227286962e-06       380.19820002081065    0.0028158093351122455      0.09999318928021553     0.010115724348515188        9206.926781795015        9206.926781795015
                       14        650.0076985634845      0.44957848134296713       0.5004552300321652      0.13999382064006308    0.0028707335114023813   -4.333746215002112e-06        380.1982000250854    0.0028158093329546424      0.09999318928006867     0.010115724349858492        9206.926781226475        9206.926781226475
                       15        650.0076985637099      0.44957848132416006        0.500455230054693      0.13999382064003157     0.002870733516351522  -4.3337462335239365e-06         380.198200038551    0.0028158093320598972      0.09999318927961197      0.01011572435385323        9206.926778536514        9206.926778536514
                       16        650.0076985632274       0.4495784813497232       0.5004552300245286      0.13999382064013574     0.002870733515267305    -4.33374623098552e-06         380.198200017631    0.0028158093343598673       0.0999931892803962     0.010115724347221893        9206.926782681923        9206.926782681923
