                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta
                        1                    650.0                     0.45                      0.5                     0.14                    0.005           -0.7937880168532857             3168.025051399968            350.85786387239904             432.0257958090623            190460.77811080308
                        2        650.0000000261809       0.4499999994816258      0.49999999993856264      0.13999999995630436      0.00499998502880422           -0.7937821365963116            3168.0258930013347            350.85782539122454             432.0257541458054             190461.3264110979
                        3        650.0135726229609       0.4497312664551874      0.49996814988518135      0.13997734747330998   -0.0027613085128102037             8.002500292419816            20602.964449781357            1528.7681043244934             2052.152396436543             1101129.004825131
                        4        650.0067863114805       0.4498656332275937       0.4999840749425907        0.139988673736655    0.0011193457435948982           -0.9298576790143713           -7982.5080732624565            -800.7810437315858            -984.1349020370998           -2249917.5624456154
                        5        650.0033931557402      0.44993281661379686      0.49999203747129534      0.13999433686832752     0.003059672871797449           0.06845145731688178             2760.659841574757            292.63468839359103             361.7327352439115              255298.877259808
                        6        650.0050897336104       0.4498992249206953      0.49998805620694303      0.13999150530249124    0.0020895093076961735           0.39098311139569836             1081.807080077223            115.80017357131503            145.56259846595063            125996.70126645356
                        7        650.0059380225454       0.4498824290741445       0.4999860655747668      0.13999008951957312    0.0016044275256455356           0.22831566384003701            -1421.385984238118           -138.48030969233318           -166.77115537297865            -305292.8562166891
                        8        650.0055138780779       0.4498908269974199      0.49998706089085493      0.13999079741103218     0.001846968416670855           0.36755651379780135              91.1841389819424            14.726955745501687             21.55801132061424           -18701.614021896894
                        9        650.0055138693431      0.44989082693746846      0.49998706088300915      0.13999079740513573    0.0018469684217419444           0.36755651517053783             91.18416217406016            14.726958109496676            21.558014222663477            -18701.61017379194
                       10        650.0055138639465       0.4498908269612952      0.49998706088586126      0.13999079740709328    0.0018469684168996542            0.3675565137951118             91.18413887346091             14.72695573791086            21.558011310917387           -18701.614023206366
                       11        601.0302556655281       0.3244774726459651       0.4826531973404383       0.1263198378511819    0.0026682141403227156            0.3418276746226111            -73.33151710463441            1.8134382348762346             3.853747139257672           -13968.521562527558
                       12        356.1539646027796       -0.302589299111309      0.39598387958835535      0.05796504005193044     0.006774442758582019          -0.07561669734857314           -341.68775838116994            -83.74546822448097         0.0019934309912422277           -42290.686921588785
                       13       478.59211013415387      0.01094408676732811      0.43931853846439683      0.09214243895155616     0.004721328449452367           0.18188122250820424           -213.21691955513816           -38.290877881621206           -26.324801934880064           -25838.746077223386
                       14        478.5921098773124     0.010944086073744919       0.4393185383740137      0.09214243887723106     0.004721328462608829           0.18188122169172405           -213.21691022272307            -38.29087608936224            -26.32480019525336           -25838.744669793028
                       15       478.59210985811313     0.010944086107318951      0.43931853837325896      0.09214243887742357     0.004721328453876319           0.18188122203088747           -213.21691967257348           -38.290877976396274           -26.324802010111814             -25838.7460938071
                       16        439.8396798800958     -0.08326284145222113       0.4264150638667058      0.08163087493609719     0.005518746327375431           0.10451351957939228            -86.81669406557525           -22.736974081191285           -2.3506025110240705            -7572.037977748764
                       17       439.83967975050285      -0.0832628409181661       0.4264150640163852      0.08163087494503508     0.005518768703847202           0.10451248558369391            -86.79742247970958           -22.733049625367315           -2.3495002371376357            -7569.383118145077
                       18        439.8396797541451     -0.08326284125628752      0.42641506394270373      0.08163087493307977     0.005518746325793009           0.10451351930950298            -86.81669404534284           -22.736974094362843           -2.3506025150797907            -7572.037977752103
                       19        372.0068535860783     0.022261457211726565       0.4673452254233622      0.08000583546910492     0.004730343816289946         -0.036641245855573795           -62.946763116884135           -27.866883762059285           -2.5284045146920273              -6032.7560258415
                       20        372.0068535502167     0.022261457611162383       0.4673452256985752      0.08000583547521217     0.004730343815640547         -0.036641245819637035            -62.94676030415593           -27.866883183197267             -2.52840441760559            -6032.755612799359
                       21       372.00685345434357     0.022261457740062496      0.46734522578470405      0.08000583546609852     0.004730343812197854         -0.036641246104992795            -62.94676315902778           -27.866883769159294            -2.528404516985846            -6032.756041008276
                       22        345.0857724848969       0.1371884662356173       0.5460018378554584       0.0795799560029695     0.003906736131631738          -0.08651941549854414            -41.54897498504094            -24.01984111863507           -2.2990610903747934            -5182.109116060689
                       23        345.0857728068315       0.1371884670420762       0.5460018387758417      0.07957995602020053     0.003906736127817592          -0.08651941447732533            -41.54897103938226           -24.019840310880994            -2.299060991150115            -5182.108496028092
                       24        345.0857727781998      0.13718846807051338       0.5460018396966304      0.07957995601578416     0.003906736117071397           -0.0865194149467073           -41.548976315215796           -24.019841210774917            -2.299061131187946            -5182.109373150015
