                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                     data                    Costf
                        1                    650.0                     0.45                      0.5                     0.14                    0.005        739.5539741172663        739.5539741172663
                        2        650.0000000261809       0.4499999994816258      0.49999999993856264      0.13999999995630436      0.00499998502880422        739.5511209841326        739.5511209841326
                        3        650.0135726229609       0.4497312664551874      0.49996814988518135      0.13997734747330998   -0.0027613085128102037       2000.9458001119144       2000.9458001119144
                        4        650.0067863114805       0.4498656332275937       0.4999840749425907        0.139988673736655    0.0011193457435948982        599.8093970563102        599.8093970563102
                        5        650.0033931557402      0.44993281661379686      0.49999203747129534      0.13999433686832752     0.003059672871797449        298.9395223719725        298.9395223719725
                        6        650.0050897336104       0.4498992249206953      0.49998805620694303      0.13999150530249124    0.0020895093076961735        83.94270979388624        83.94270979388624
                        7        650.0059380225454       0.4498824290741445       0.4999860655747668      0.13999008951957312    0.0016044275256455356       104.26043516187146       104.26043516187146
                        8        650.0055138780779       0.4498908269974199      0.49998706089085493      0.13999079741103218     0.001846968416670855        68.97679331048583        68.97679331048583
                        9        650.0055138693431      0.44989082693746846      0.49998706088300915      0.13999079740513573    0.0018469684217419444         68.9767932067302         68.9767932067302
                       10        650.0055138639465       0.4498908269612952      0.49998706088586126      0.13999079740709328    0.0018469684168996542        68.97679329756095        68.97679329756095
                       11        601.0302556655281       0.3244774726459651       0.4826531973404383       0.1263198378511819    0.0026682141403227156        39.24687215203569        39.24687215203569
                       12        356.1539646027796       -0.302589299111309      0.39598387958835535      0.05796504005193044     0.006774442758582019       29.435466549761994       29.435466549761994
                       13       478.59211013415387      0.01094408676732811      0.43931853846439683      0.09214243895155616     0.004721328449452367       16.856458354849355       16.856458354849355
                       14        478.5921098773124     0.010944086073744919       0.4393185383740137      0.09214243887723106     0.004721328462608829        16.85645812148937        16.85645812148937
                       15       478.59210985811313     0.010944086107318951      0.43931853837325896      0.09214243887742357     0.004721328453876319        16.85645833649913        16.85645833649913
                       16        439.8396798800958     -0.08326284145222113       0.4264150638667058      0.08163087493609719     0.005518746327375431       12.844439892710849       12.844439892710849
                       17       439.83967975050285      -0.0832628409181661       0.4264150640163852      0.08163087494503508     0.005518768703847202        12.84427042359225        12.84427042359225
                       18        439.8396797541451     -0.08326284125628752      0.42641506394270373      0.08163087493307977     0.005518746325793009       12.844439872798464       12.844439872798464
                       19        372.0068535860783     0.022261457211726565       0.4673452254233622      0.08000583546910492     0.004730343816289946       7.0053414218035295       7.0053414218035295
                       20        372.0068535502167     0.022261457611162383       0.4673452256985752      0.08000583547521217     0.004730343815640547        7.005341394207642        7.005341394207642
                       21       372.00685345434357     0.022261457740062496      0.46734522578470405      0.08000583546609852     0.004730343812197854        7.005341407998297        7.005341407998297
                       22        345.0857724848969       0.1371884662356173       0.5460018378554584       0.0795799560029695     0.003906736131631738        5.187433249869457        5.187433249869457
                       23        345.0857728068315       0.1371884670420762       0.5460018387758417      0.07957995602020053     0.003906736127817592        5.187433186126276        5.187433186126276
                       24        345.0857727781998      0.13718846807051338       0.5460018396966304      0.07957995601578416     0.003906736117071397        5.187433179453872        5.187433179453872
                       25       371.89487998148866      0.26420137922920117       0.6771963598902121      0.08085796825391559    0.0029860032499299752        2.643223299919191        2.643223299919191
                       26        358.4903262331928      0.20069492273240924       0.6115990988728353      0.08021896212844254    0.0034463696907808565       2.9573458832316124       2.9573458832316124
                       27        365.1926031073407      0.23244815098080523       0.6443977293815236      0.08053846519117905    0.0032161864703554154        2.493648964215131        2.493648964215131
                       28       365.19260394530147      0.23244815025573531       0.6443977296293871      0.08053846523660316    0.0032161864773321584       2.4936488922754023       2.4936488922754023
                       29       365.19260343855217      0.23244815114938072       0.6443977299274988      0.08053846521409139    0.0032161864683061614       2.4936489505301824       2.4936489505301824
                       30       388.90899538307514       0.2311033646824905        0.670287700179592      0.08203296809755503     0.003211128241488746       1.7664618481170646       1.7664618481170646
                       31        388.9089949575612      0.23110336163092216       0.6702877029834198      0.08203296895760812    0.0032111496906882687       1.7664595668714345       1.7664595668714345
                       32        388.9089949440253      0.23110336129708584       0.6702877030014283       0.0820329689698132    0.0032111282591415703        1.766461798069897        1.766461798069897
                       33       383.25188054569514      0.18748275296049105       0.7066467906165097      0.09327193124729283     0.003438881667926483       1.3943262824290394       1.3943262824290394
                       34        383.2518802420022      0.18748275277993326       0.7066467911001919      0.09327193212705376      0.00343888166875429        1.394326275797653        1.394326275797653
                       35        383.2518803504949       0.1874827528283825       0.7066467909460361      0.09327193152049237    0.0034388816679328947       1.3943262784565091       1.3943262784565091
                       36       369.38850372863965       0.1785116441640469       0.7295725856394533      0.12016485866224806     0.003452808063891365        1.137779861162459        1.137779861162459
                       37       300.07161964336245      0.13365610018182622       0.8442015607541712       0.2546294957370242     0.003522440043715774       3.3960047771655617       3.3960047771655617
                       38         334.730061686001      0.15608387217293657       0.7868870731968123      0.18739717719963614      0.00348762405380357       1.5568494360860594       1.5568494360860594
                       39        352.0592827073204      0.16729775816849174       0.7582298294181327       0.1537810179309421    0.0034702160588474676       1.1628546012349619       1.1628546012349619
                       40       360.72389321798005      0.17290470116626933        0.743901207528793      0.13697293829659507    0.0034615120613694164       1.1011954056581423       1.1011954056581423
                       41       360.72389324255397      0.17290470092548804       0.7439012075288652      0.13697293829742868     0.003461489444056532        1.101036602907684        1.101036602907684
                       42       360.72389324710326      0.17290470120014012         0.74390120757173      0.13697293833582294    0.0034615120610695807       1.1011954042308656       1.1011954042308656
                       43        378.3037350144496      0.19335007340579324       0.7698194766949387      0.16065225245516096    0.0032587498551834167       0.6330024759783277       0.6330024759783277
                       44       378.30373499564655       0.1933500734229846        0.769819476727892       0.1606522524839358    0.0032587498552848083       0.6330024748501457       0.6330024748501457
                       45        378.3037349769897      0.19335007341118965        0.769819476734658      0.16065225248989126     0.003258749855090313       0.6330024752326414       0.6330024752326414
                       46        363.4741446908605      0.19619792843942668       0.7861830114462338      0.17495844549288342    0.0032291692677296775       0.4638643504061787       0.4638643504061787
                       47       363.47414660451284       0.1961979285912619       0.7861830159773662       0.1749584490574574    0.0032291912811094696       0.4638635321868009       0.4638635321868009
                       48        363.4741467079118        0.196197928330056       0.7861830161950635       0.1749584492289026     0.003229169259926944      0.46386429885928815      0.46386429885928815
                       49        371.1378340566054      0.19578238105396029        0.804225961092687      0.18915327070391674    0.0031996324190609804       0.3642303377260245       0.3642303377260245
                       50       371.13783399996555      0.19578238105558543       0.8042259614640561      0.18915327097654194     0.003199632418822323       0.3642303356223208       0.3642303356223208
                       51       371.13783384799723      0.19578238099253303       0.8042259623498843       0.1891532716431673     0.003199632417454532       0.3642303308344773       0.3642303308344773
                       52        354.6485444926865      0.19200572565810897       0.9053698637358933       0.2644334174867906     0.003084293449892959      0.09458378744953794      0.09458378744953794
                       53        354.6485444982185       0.1920057259269456       0.9053698637748337      0.26443341750998095     0.003084316928583732      0.09442525363555877      0.09442525363555877
                       54       354.64854449297144      0.19200572567215796       0.9053698637416084      0.26443341749027155    0.0030842934498136665      0.09458378741543166      0.09458378741543166
                       55       354.81273603535027      0.20010143040698605       0.9086631870801836       0.2664392741254745     0.003054409776318988     0.031938482180453386     0.031938482180453386
                       56        354.8127360636633      0.20010142975480116       0.9086631875746861       0.2664392744163092    0.0030543863129872837      0.03193694106951551      0.03193694106951551
                       57        354.8127360689544      0.20010143001099565       0.9086631876079202       0.2664392744358729    0.0030544097778472208       0.0319384813438026       0.0319384813438026
                       58        355.1964552976905      0.19557968345824406       0.9146893191018973       0.2699836584028964    0.0030716957415157673     0.027138673418922545     0.027138673418922545
                       59       355.19644759470646      0.19557970358397614       0.9146893309655643      0.26998366544277674     0.003071685001158308     0.027138645011769956     0.027138645011769956
                       60       355.19641758421676      0.19557978259117453       0.9146893772768947       0.2699836929231583     0.003071695183002424     0.027138469243395892     0.027138469243395892
                       61        353.7654921426097      0.19934108626692282       0.9168966542779372       0.2712934614403894    0.0030504924504904654      0.02327640926759951      0.02327640926759951
                       62       353.76549214862695      0.19934108629998754       0.9168966543847962      0.27129346153797684    0.0030504924503026373     0.023276409142287194     0.023276409142287194
                       63         353.765492142223      0.19934108628141733       0.9168966543630392      0.27129346151800593    0.0030504924503009876     0.023276409169812492     0.023276409169812492
                       64       353.78670510754387       0.2032464988450568       0.9382404198837702        0.290762172510042     0.003003881212188405     0.010861773796454513     0.010861773796454513
