                   sim_nr                 advtheta                     advq                   advCO2               deltatheta               gammatheta                   deltaq                   gammaq                 deltaCO2                 gammaCO2                  sca_sto                    alpha                    FracH                       wg                      R10          backgr_grad_advtheta              backgr_grad_advq            backgr_grad_advCO2        backgr_grad_deltatheta        backgr_grad_gammatheta            backgr_grad_deltaq            backgr_grad_gammaq          backgr_grad_deltaCO2          backgr_grad_gammaCO2           backgr_grad_sca_sto             backgr_grad_alpha             backgr_grad_FracH                backgr_grad_wg               backgr_grad_R10           Costf_grad_advtheta               Costf_grad_advq             Costf_grad_advCO2         Costf_grad_deltatheta         Costf_grad_gammatheta             Costf_grad_deltaq             Costf_grad_gammaq           Costf_grad_deltaCO2           Costf_grad_gammaCO2            Costf_grad_sca_sto              Costf_grad_alpha              Costf_grad_FracH                 Costf_grad_wg                Costf_grad_R10
                        1    3.880431931444277e-05  -2.7036183030917857e-08   -0.0027489425422857626         4.73605384687911     0.003996119800296888   -0.0025368370836082593  -2.2403058388824463e-06      -41.985809386516685     -0.03606624445918472       0.7507837271282825      0.05696500249463601       0.6311857733959039       0.3609217484540628      0.09901345333588776                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0            1942024.7130862104           -1054210125.9828787           -13199590.184036251           -2256.8790093023813           -1966678.3813610056            -395125.6606466458            -413469927.5491736            -610.5812622245672            -208759.2552854063           -1017.3229572356814           -103224.67846997904             403.1774522950286             -8558.63842285167           -12159.985265592366
                        2   3.8800000001980764e-05  -2.7036182958556352e-08   -0.0027489130253657273        4.736053847111198     0.003996119801560918    -0.002536837083323547  -2.2403058385845156e-06      -41.985809169251766    -0.036066243960820386       0.7507837271826046      0.05696500262376747       0.6311857733950073        0.360921748455598      0.09901345942062445          -0.02798914475379572        0.00046890255379002614         0.0034003491880707504         2.063005568844447e-10        2.8089548434165027e-07        1.4235617892821573e-07        0.00014896535509300885         6.952477406230174e-10        1.1074763020227053e-06         1.738307275900297e-09        2.5826291105701668e-08       -1.9924802548606142e-11        1.3646367986237035e-10        1.3521637081619846e-07              1941876.73777649           -1054308211.6869597           -13199519.844935112           -2256.8703329307627            -1966675.916050121            -395127.7300422355            -413470530.5626356            -610.5785073381492            -208758.8671338576           -1017.2988061000066           -103224.43768280394            403.17151303457933            -8558.575183332603           -12159.916249118905
                        3    3.883864213276147e-05   -2.703618181027423e-08   -0.0027488703799146406        4.736053847497031     0.003996119804142495    -0.002536837082471096  -2.2403058378575686e-06      -41.985808829325286     -0.03606624298725905       0.7507837271144422      0.05696500286706557        0.631185773394948       0.3609217484573523      0.09901346790230026            0.2224118627051799          0.007909770696375893          0.008313105153257005          5.49262956105344e-10          8.54579331682142e-07         5.685816401035382e-07         0.0005124388394628539        1.7830124761530898e-09        3.2709459369457187e-06       -4.4288839262662805e-10         7.448591188286001e-08        -2.124226720449466e-11        2.9240313873894286e-10        3.2369805539704066e-07             1943698.633362703           -1053831336.6590058           -13199345.498582372            -2256.794356083908           -1966584.2125616237            -395108.0615715333            -413450795.2118525            -610.5665729732386           -208750.16090308895           -1017.4071618269987           -103224.90068517953             403.2183630665537            -8558.756292510083           -12159.988554154603
                        4  -0.00018944343054543114  -2.7011166591901723e-08     0.002430726416300747        4.736095170169034     0.003996350528510235    -0.002536781915912614   -2.240250058250768e-06       -41.94737627566191    -0.035975798560031615        0.750791528917395      0.05698833221956323       0.6311856306399422       0.3609220123815673      0.10007755908289795            -1479.045419091983             162.1065248245527             596.6978640291659        3.6731813265886456e-05          0.051272936299280744           0.02758384782261883            27.890315839054637        0.00012298595473528168           0.20099088700690584         0.0002496572516008655          0.004665944985443592       -3.1723547048538117e-06         2.346022262382045e-05          0.023646794378004123           -1148844.0287173633            -9987120444.330166            103054.44495282369           -254.50984996779513           -207330.34881735346            -504729.8798790376            -230891293.8895672            0.5062057957517335            3384.2004674244704             702.8572206830993            -72551.23592360142             9.510438018440786            -1416.740319346697            -3155.018727956213
                        5  -0.00018944342968118426  -2.7011165921786218e-08    0.0024307264138194898        4.736095170197507     0.003996350528655814   -0.0025367819155499138  -2.2402500580829604e-06       -41.94737627354018     -0.03597579856221624       0.7507915288809239      0.05698833231066203       0.6311856306399112       0.3609220123818358      0.10007756066574913            -1479.045413491663            162.11086717302447             596.6978637433251        3.6731838575418704e-05           0.05127296865013885          0.027584029172779412            27.890399742962018         0.0001229859615248188            0.2009908821521781         0.0002496560845273166          0.004665963205202627        -3.172355393192087e-06         2.346024649114832e-05          0.023646829552474866           -1148843.9828593465            -9987120364.362347            103054.44200797226           -254.50984715102194           -207330.34720601185           -504729.87591769506           -230891292.14514765            0.5062056618381956             3384.200407502661             702.8572187600806            -72551.23588902318             9.510438454936105           -1416.7403153972618             -3155.01871937904
                        6    -0.000189443433408815  -2.7011165464156763e-08    0.0024307264176972863        4.736095170192976     0.003996350528702491   -0.0025367819153040735  -2.2402500579688845e-06      -41.947376274346475     -0.03597579857299855       0.7507915288204112      0.05698833248093649       0.6311856306397419      0.36092201238216975      0.10007756282904534           -1479.0454376467103            162.11383261189306             596.6978641900472         3.673183454743088e-05            0.0512729790228215          0.027584152092899675            27.890456780890137        0.00012298595894467325             0.200990858191499        0.00024965414812072595         0.0046659972600948665       -3.1723591556145593e-06        2.3460276176044835e-05          0.023646877625723952           -1148844.1562998393            -9987120362.205109            103054.45036189853           -254.50985247058932            -207330.3476553647           -504729.87568084284            -230891291.8945833            0.5062060602917915            3384.2005757627862             702.8572202578663             -72551.2357455975             9.510433022346719           -1416.7402971588892           -3155.0186962836474
                        7   -0.0001894434303206312   -2.701116686698033e-08     0.002430726416236513        4.736095170169319     0.003996350528476173   -0.0025367819160519926  -2.2402500583087052e-06        -41.9473762733781     -0.03597579856336121       0.7507915288730944      0.05698833235758671       0.6311856306403938      0.36092201238161564      0.10007755995208534           -1479.0454176352791            162.10474231517094             596.6978640217661         3.673181351931336e-05           0.05127292872991123          0.027583778133355788             27.89028687052784        0.00012298596204348086            0.2009908796078091         0.0002496558339828425          0.004665972590139899        -3.172344668437669e-06        2.3460226921617136e-05           0.02364681369327943           -1148844.0220900462            -9987120469.434828             103054.4475451521           -254.50984968849983           -207330.34869595608            -504729.8810187919           -230891294.28589147            0.5062059271064716            3384.2005143816546             702.8572151003042            -72551.23586525753             9.510438754072107           -1416.7403198365705           -3155.0187201923463
                        8  -0.00018944343079422518  -2.7011166996928314e-08     0.002430726405536139         4.73609517016638     0.003996350528410208   -0.0025367819161285204   -2.240250058360101e-06       -41.94737627325786     -0.03597579857656481       0.7507915289493243      0.05698833252529767       0.6311856306405388       0.3609220123816837      0.10007755932881413           -1479.0454207041682            162.10390025224032              596.697862789083        3.6731810906884573e-05           0.05127291407111236          0.027583739869475876            27.890261172607012         0.0001229859624282426            0.2009908502664649        0.00024965827334000323         0.0046660061323311455       -3.1723414463237355e-06         2.346023297109904e-05           0.02364679984280804            -1148844.063140437             -9987120473.25885            103054.41797895855           -254.50985586585256           -207330.35406698057             -504729.881798402           -230891295.20916536              0.50620451324417            3384.1999438623134             702.8572170034959            -72551.23584947184             9.510438767702828           -1416.7403320009732            -3155.018741396483
                        9  -0.00013982423380506416   1.1447523537229086e-08     0.001449091142490862        4.742282325727336     0.004011875425659546   -0.0025117680726992036  -2.2263695652422807e-06      -40.383442039644734    -0.039547214551933225         0.72139325161909      0.16592505188016193       0.6313984795542413       0.3610316700411284       0.9860141661167354           -1157.5130242144048            249374.41856159226             483.6134804862672          0.005536425642867628             3.501250080590578            12.534505454527869             6968.136820082824          0.005127575509990243            -7.735489094996674           -0.9404952162941598             21.79200987710518          0.004726803518610248          0.009770807739167213            19.711126950685504            -27818.65238829689            -3902394558.124605            -222470.4290251607            -66.77329710682471           -105822.41013598391           -179852.78175754432            -83104558.60568352            -9.700674201974426            -3751.919450218318           -2412.5416597589124            -26517.76280810493            126.47520478457015            -509.9859859981879            2846.9407744144855
                       10  -0.00013982081821142984   1.1447538324313963e-08    0.0014491186058161582       4.7422823261064035     0.004011875429414217    -0.002511768065545045  -2.2263695619365592e-06       -40.38344184909063     -0.03954721405748029       0.7213932587306253       0.1659250537114464       0.6313984795387138       0.3610316700461784       0.9860140874742278           -1157.4908911676544            249374.51438190226            483.61664426134126          0.005536425979816468             3.501250914961923            12.534509031607255              6968.13847294353         0.0051275761197633754           -7.7354879962123695           -0.9404949887250282             21.79201024336207          0.004726803173552932          0.009770808188057522             19.71112520307422           -27584.326016500283            -3902400047.819944           -222390.32313483013            -66.74504023915947           -105804.24527128952           -179850.09640574298             -83101656.5542755            -9.697056405353434            -3750.700634345731             -2412.53729966393           -26517.562666783382            126.47903205790762            -509.9442031371452            2846.9958212094216
