                   sim_nr                 advtheta                     advq                   advCO2               deltatheta               gammatheta                   deltaq                   gammaq                 deltaCO2                 gammaCO2                  sca_sto                    alpha                    FracH                       wg                      R10          backgr_grad_advtheta              backgr_grad_advq            backgr_grad_advCO2        backgr_grad_deltatheta        backgr_grad_gammatheta            backgr_grad_deltaq            backgr_grad_gammaq          backgr_grad_deltaCO2          backgr_grad_gammaCO2           backgr_grad_sca_sto             backgr_grad_alpha             backgr_grad_FracH                backgr_grad_wg               backgr_grad_R10           Costf_grad_advtheta               Costf_grad_advq             Costf_grad_advCO2         Costf_grad_deltatheta         Costf_grad_gammatheta             Costf_grad_deltaq             Costf_grad_gammaq           Costf_grad_deltaCO2           Costf_grad_gammaCO2            Costf_grad_sca_sto              Costf_grad_alpha              Costf_grad_FracH                 Costf_grad_wg                Costf_grad_R10
                        1     0.000146757114042663  -1.9395658231219648e-07  -0.00048522837029299037        5.787670020104023    0.0072702179431731115   0.00040543991104850135  -3.0221399489484617e-06      -35.914999461616986    0.0038516862628474014       0.8793714279960296       0.3674262087655299      0.38026047312536493       0.4865275525171174       0.5436657815211879                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0             5741985.846856869            153864979.09100163           -2092411.8073766155           -113.89683163728189           -13310.928739997707            -37264.70004193687            -5097111.538883771            -46.08338795346606             -3422.51162405824             886.6542434411307            49836.413549866505             384.1597201318076             -546.126807165238             -3428.38540317435
                        2   0.00014673225856288871  -1.9395658233274717e-07  -0.00048521930668539984        5.787670020126813     0.007270217943189759      0.00040543991110075   -3.022139948941315e-06      -35.914999429709184    0.0038516862777724795       0.8793714279039044      0.36742620864421843       0.3802604731237025        0.486527552517308       0.5436657848593303          -0.16106350893736698       -0.00013316845108934746         0.0010441275944288175        2.0258362888449077e-11        3.6993941860469843e-09        2.6124339237015848e-08        3.5734202462290796e-06        1.0210496839135886e-10         3.316684022332724e-08       -2.9480062835318677e-09       -2.4262292175336594e-08        -3.694328793497132e-11        1.6944470518056833e-11         7.418094040269175e-08             5741085.141137014            153403703.53946355             -2092410.39749436           -113.90819744734345           -13312.173281179203            -37273.79096422818            -5097892.582440337            -46.08400234120371           -3422.6437425350528             886.7087063843063             49837.11010213661            384.13745029486256            -546.0871427582571           -3428.3503846170743
                        3   0.00014675712979510242  -1.9395658189070545e-07   -0.0004852181567833888        5.787670020146233     0.007270217943203187   0.00040543991119964667  -3.0221399489324684e-06       -35.91499942243495    0.0038516862838977504       0.8793714278509182       0.3674262086159977       0.3802604731241792       0.4865275525172332       0.5436657850529389        0.00010207580743550396         0.0027312618910005156         0.0011765963061037554          3.75206039077764e-11         6.683504058832865e-09         7.557265902478905e-08         7.996626296791036e-06        1.2538250757643256e-10         4.677855325319058e-08        -4.643567308448837e-09        -2.990644398792596e-08        -2.634929311777038e-11        1.0293001019413673e-11         7.848335561691202e-08             5741995.575587922            153856715.57666427           -2092385.1444316814           -113.89438300562836           -13310.717030968133             -37264.4916984217            -5097085.751175255           -46.082799484055236           -3422.4690683713848             886.6384194323442             49836.45732949858             384.1596487866058            -546.1237213687015           -3428.3453800196007
                        4   0.00014675711366400566  -1.9395658180155862e-07  -0.00048522836991975784        5.787670020104969     0.007270217943180321   0.00040543991117001217  -3.0221399489362267e-06      -35.914999458455306     0.003851686267441691       0.8793714279914484         0.36742620862358      0.38026047312442174        0.486527552517124        0.543665781570037        -2.453699548231325e-06          0.003308933346592901         4.299638770022263e-08         8.408089039827852e-13        1.6021135035910246e-09          6.07554100345159e-08         6.117483703307371e-06        1.0117378224094865e-11         1.020953287189652e-08       -1.4659917724202387e-10       -2.8389979256360217e-08       -2.0959777123784482e-11         5.871846219128605e-13          1.08553413171977e-09             5741985.846655704             153865018.4198224           -2092411.8073842314            -113.8968311715937           -13310.928719810143           -37264.699107826076            -5097111.477252304            -46.08338798623604           -3422.5116306131094             886.6542461687097             49836.41349567928            384.15971923116604            -546.1268053097697           -3428.3854017829094
                        5   0.00014675743237734385  -1.9395658159144172e-07  -0.00048522836113681965        5.787670020074637     0.007270217943201271   0.00040543991119801196   -3.022139948916687e-06      -35.914999436862196     0.003851686297222953       0.8793714278680502      0.36742620807657583       0.3802604731218985      0.48652755251691326       0.5436657812749397         0.0020628087319340092          0.004670490850298715        1.0547908671498796e-06       -2.6120340458469903e-11         6.257725819007002e-09         7.475530611200654e-08        1.5887373475175284e-05         7.921532869659131e-11          7.63901143344434e-08        -4.095340955245774e-09       -1.3779081209364105e-07        -7.703220777304724e-11       -1.8143511384652002e-11       -5.4721832003994875e-09             5741997.527773132            153870851.08454496           -2092411.5014608211           -113.89665511686734           -13310.910184381864            -37264.57957666357            -5097101.134010456            -46.08337301391392            -3422.509430291064             886.6533561646272             49836.40487005233             384.1600032742196            -546.1272765191079           -3428.3853649280954
                        6  -0.00016705355332214476   -6.082816219217589e-09    0.0005156181095864803         5.78802091401584     0.007272872807460999    0.0004501502696358322  -3.0176379207657983e-06      -34.748431515443755     0.005543795596634726       0.8776727861878417       0.3151909487198096      0.37991338596986646      0.48652998074452897       0.5619312311012958           -2033.4931245239543            1217422.0042825034            115.29751448211502         0.0003119056993933592            0.5899698417527312            22.355179293665415             2251.014091331681         0.0037330174277543393             3.760242963971832            -0.054356537862013           -10.447052009144052         -0.007713047899966025        0.00021584243658562879           0.40589887955795323            -950464.0852464341            11220333656.439486             37214.33008977932            170.70385267558618              39088.2870211914             380369.6480818998             55170304.01022529             1.366695966404953            -49.24051822169386              701.964595702702            38063.514883287404           -213.30715562167748            358.50065899777223           -125.85344166235026
                        7  -0.00016705355293548726   -6.082818017983744e-09    0.0005156181099847947        5.788020913985296     0.007272872807414814    0.0004501502691125593   -3.017637920840354e-06       -34.74843151499935     0.005543795596725811       0.8776727861150846       0.3151909479948445       0.3799133859708423      0.48652998074442344        0.561931231366124           -2033.4931220184137            1217421.9926264987            115.29751452800085         0.0003119056722427318            0.5899698314895289            22.355179032028975             2251.014054053761         0.0037330174291764252            3.7602429641742434         -0.054356540190241276           -10.447052154137081         -0.007713047878280902         0.0002158424272054778           0.40589888544302344            -950464.0804382017            11220333501.563942            37214.331048693166            170.70385134975163             39088.28666107156             380369.6431202308             55170303.25454136            1.3666959969307526             -49.2405132013814             701.9645911859755            38063.514585274665           -213.30715313489898             358.5006566843219           -125.85344035645987
                        8  -0.00016705355416675132   -6.082815294013877e-09    0.0005156181100391655        5.788020913996821     0.007272872807451808   0.00045015026981644844   -3.017637920743252e-06       -34.74843151718837     0.005543795600362938       0.8776727861439153       0.3151909482234382       0.3799133859686946       0.4865299807444357       0.5619312308845137           -2033.4931299970049            1217422.0102778235            115.29751453426437         0.0003119056824871791            0.5899698397103834             22.35517938397355            2251.0141026048423         0.0037330174221715654             3.760242972256748          -0.05435653926765838            -10.44705210841834         -0.007713047926006923        0.00021584242829596355            0.4058988747405722            -950464.0952883561              11220333732.7406            37214.327216094134            170.70385307139586             39088.28733219293            380369.65103375015             55170304.61433124            1.3666958807329466           -49.240529492445354             701.9646000170652            38063.514682462264           -213.30715831064495             358.5006599042971           -125.85344673728694
                        9  -0.00016563739005844537  -1.4074820982922117e-07    0.0005734736966237673        5.784253527913293     0.007268010417740764   0.00040720059849940724  -3.0238933059278396e-06       -34.77979845315821     0.005711567603661443       0.8687573955996384      0.22385448199064872      0.37995787902068595      0.48651579103565495       0.5783226738207272           -2024.3163865751822             344790.2536896801            121.96247810881047         -0.003036881947315193            -0.490561207188341            0.8803437254529449            -876.6784896889756         0.0036326432270680927             4.133069646253425          -0.33964903668451996            -28.71434535497623         -0.006724313437310602        -0.0010454650188821781            0.7701531622119839           -1042689.0744434949            -774333432.6755393            15518.119189390152             21.24450640297772             2610.119848956648           -12139.843846081758            -5765432.730100904            0.8118401537888669           -17.170361523729884            189.42532315864634             74.02922866975518            -99.82146616896611             41.70254422978605           -195.02072271168444
                       10  -0.00016563738928438855  -1.4074820971914098e-07    0.0005734736959501817       5.7842535279113925     0.007268010417737926   0.00040720059849648217  -3.0238933059205738e-06        -34.7797984540286      0.00571156760231065       0.8687573955839805      0.22385448202004904      0.37995787902140493        0.486515791035651       0.5783226740159213            -2024.316381559294             344790.2544029997            121.96247803121342        -0.0030368819490047055          -0.49056120781900936            0.8803437239904104            -876.6784860560513         0.0036326432242828333             4.133069643251663           -0.3396490371855734           -28.714345349096167         -0.006724313421333258        -0.0010454650192325153            0.7701531665496302           -1042689.0414235734            -774333410.0634533            15518.118507160165            21.244507333633894            2610.1199834618524           -12139.843128026478            -5765432.620801255            0.8118401312316204           -17.170365265018788            189.42532192200315              74.0292240046528            -99.82146536134258             41.70254363613717           -195.02072227336544
