                   sim_nr                 advtheta                     advq                   advCO2               deltatheta               gammatheta                   deltaq                   gammaq                 deltaCO2                 gammaCO2                  sca_sto                    alpha                    FracH                       wg                      R10                     data               background                    Costf
                        1    0.0002501240061548786    8.381221408128998e-08     0.006596442276536305        2.318137406721821    0.0013559484622456442    -3.66907235896947e-05  -2.7853038539580795e-06       -65.00041678714025     0.035453732119034055        0.935892365192254      0.18179096955850055      0.17787622230885103      0.43423431846665933      0.29046347139785217       37452.902478168784                      0.0       37452.902478168784
                        2   0.00025012596430911733    8.381221303499293e-08     0.006596412951268404        2.318137406967635     0.001355948468967116  -3.6690724060811704e-05  -2.7853038530267994e-06        -65.0004170334923      0.03545373081698598       0.9358923656070992      0.18179096962665886      0.17787622230903571        0.434234318467511      0.29046347024929986        37452.50654568855     6.19597089768579e-11       37452.506545688615
                        3    0.0002500787972575543    8.381221005038912e-08     0.006596348324640001       2.3181374073982344    0.0013559484812935407   -3.669072543893274e-05   -2.785303851524451e-06         -65.000417561593       0.0354537282373497       0.9358923665268977       0.1817909698045415      0.17787622230873396      0.43423431846951904       0.2904634683624634       37451.680910188035   7.1305066088753016e-09       37451.680910195166
                        4    2.546694365014994e-05    8.362194558128252e-08    0.0014731008971581808        2.318179128882781    0.0013570953821566527  -3.6776772897180496e-05  -2.7851472072323048e-06       -65.04329330906339      0.03522944503736941       0.9359649029961459      0.18180318200470466      0.17787624676883906      0.43423446870117743      0.29026990396380903       3181.4499722812334       1.6755059101894894        3183.125478191423
                        5    2.549602251806352e-05    8.362193916841259e-08    0.0014731012782130447       2.3181791298792485    0.0013570954077329212    -3.67767763416188e-05  -2.7851472050592168e-06       -65.04329304127981      0.03522944485061411       0.9359649024674948       0.1818031827548231      0.17787624678585817       0.4342344687046311        0.290269935013562        3181.433692098358       1.6754633555960332        3183.109155453954
                        6    2.546701436377077e-05    8.362193891359205e-08    0.0014731025618519526       2.3181791298074854    0.0013570954070801482   -3.677677648942879e-05   -2.785147205209784e-06        -65.0432930272402     0.035229444915103936       0.9359649024347683       0.1818031827648909      0.17787624678533293       0.4342344687046482      0.29026993562908476       3181.4497394201603        1.675504824630773       3183.1252442447912
                        7   2.5466941238745015e-05    8.362191537728998e-08     0.001473100940305526        2.318179133094901    0.0013570954960080844  -3.6776789154370806e-05  -2.7851471978755714e-06       -65.04329210673664      0.03522944411443768       0.9359649005654243      0.18180318543603388      0.17787624684294312        0.434234468716956      0.29027004592232064       3181.4491496215874       1.6755058879892326       3183.1246555095768
                        8    2.546715405151611e-05    8.362194817758144e-08    0.0014731008911182588        2.318179129940445    0.0013570953920773298  -3.6776770742951824e-05   -2.785147202650676e-06       -65.04329306653072      0.03522944483838454       0.9359649041336859      0.18180318269048706      0.17787624678309238       0.4342344687042958      0.29026990427454535        3181.449822359738       1.6755056075253307       3183.1253279672633
                        9    3.266110253361042e-05  -1.6508546872611278e-08    0.0016701204420239597       2.3321611495869097    0.0017347777351447565    -9.06619600171756e-05  -2.7540599212128338e-06       -61.05239422389357      0.03216884836635415        0.927917929842992      0.19319131497806571      0.17812218402295932      0.43428683441969823       0.7610553551239425       1774.8326485738992        4.112281320292308       1778.9449298941915
                       10    3.266110273490621e-05  -1.6508545512380338e-08    0.0016701204394646233       2.3321611508647626    0.0017347777458515757    -9.06619576663602e-05  -2.7540599156257803e-06       -61.05239418155017      0.03216884824524362       0.9279179314727908      0.19319131607880624      0.17812218403646268       0.4342868344236921       0.7610553568774696       1774.8326027104965        4.112281343368636       1778.9448840538653
                       11   3.2661102229977675e-05  -1.6508548808383953e-08    0.0016701204422352785       2.3321611502804203    0.0017347777379667032   -9.066196151791862e-05   -2.754059921213882e-06      -61.052394146793056     0.032168848341190236       0.9279179310654759      0.19319131560195135       0.1781221840386683      0.43428683442171356       0.7610553511794187        1774.832633645121       4.1122812831634965       1778.9449149282843
                       12   3.0363264020126312e-05   -2.927065873687139e-08    0.0016123368039176944       2.3800613084247515     0.002064865798377797   -6.873763865617307e-05  -2.6169446494038475e-06       -58.17488846909264     0.028596130692749022       0.9970681502122347       0.2350841411022836      0.17882815457157203      0.43443291588670185       0.7100567951364294        927.8647688505872        4.120560578367908        931.9853294289551
                       13    3.036326394262811e-05   -2.927065876015336e-08    0.0016123368045160309        2.380061309507383    0.0020648658037159913   -6.873763745977331e-05   -2.616944646829236e-06       -58.17488838048563       0.0285961306489594       0.9970681512365316      0.23508414132530253      0.17882815458507545       0.4344329158895627        0.710056795870945         927.864763565344        4.120560593083983        931.9853241584279
                       14    3.036326384532793e-05  -2.9270659064480865e-08    0.0016123368004815402         2.38006130973878    0.0020648658040546284   -6.873763829832408e-05    -2.61694464711845e-06       -58.17488841604273     0.028596130601702248        0.997068151380126       0.2350841410663313      0.17882815458984574       0.4344329158900414       0.7100567954129033        927.8647643911615        4.120560589010751        931.9853249801723
                       15    3.036326379731729e-05   -2.927065900963548e-08    0.0016123368034646557        2.380061309215833    0.0020648658003169585   -6.873763864141834e-05  -2.6169446487162448e-06       -58.17488841155212     0.028596130653913303       0.9970681507171288      0.23508414090144036       0.1788281545838853      0.43443291588846816       0.7100567955310053        927.8647668605064        4.120560583927591         931.985327444434
                       16   3.0363263899093164e-05  -2.9270658571178617e-08    0.0016123368030684362       2.3800613088721865     0.002064865797632355   -6.873763840534319e-05  -2.6169446495777247e-06       -58.17488844429521     0.028596130675008626       0.9970681502771559       0.2350841410705079       0.1788281545799128       0.4344329158874285       0.7100567949004333        927.8647683367275        4.120560577195067        931.9853289139226
                       17   -1.540856304147473e-05  -4.2263695498222363e-08    0.0012987176105017373        2.621986923600022     0.002652578060018236   4.6003587096505905e-05    -2.34763002866259e-06       -43.56577254195953     0.016332028413605267       1.1533283531037948      0.22586217690694094      0.18251430664438478      0.43497687782627215       0.7522702521252791        506.8533340284481        6.635915852784243        513.4892498812324
                       18   -0.0002442676983494801  -1.0722887930497723e-07  -0.00026937835657805075       3.8316149994763733     0.005591139368220432    0.0006197097158599007  -1.0010569249563045e-06       29.479807093706047    -0.044988482982113505        1.934629367561594      0.17975235593022754      0.20094506700844855       0.4376966875241238       0.9633375370695276        2951.232197744302        50.00954504409272       3001.2417427883947
