                   sim_nr                 advtheta                     advq                   advCO2               deltatheta               gammatheta                   deltaq                   gammaq                 deltaCO2                 gammaCO2                  sca_sto                    alpha                    FracH                       wg                      R10                     data               background                    Costf
                        1   -0.0010498537278265854  -2.2977343418625449e-07   -0.0031917750345324134       2.8138100000167547    0.0060157679644743415    0.0014977235219777456   1.1388567946391588e-06       -64.05023208913445     0.021674329229908956       1.0132467590581735      0.13184798405961917      0.39715465218714296       0.4550660113464388        0.370230557435304       64849.202779231695                      0.0       64849.202779231695
                        2   -0.0010498278583679094  -2.2977343406426088e-07    -0.003191767026211761       2.8138100000806174     0.006015767964610058      0.00149772352205127   1.1388567946605048e-06       -64.05023202554383     0.021674329398596422        1.013246759003484      0.13184798407065035      0.39715465218792917       0.4550660113464419       0.3702305585252006       64847.875799502544   2.1719957343794322e-09        64847.87579950472
                        3   -0.0010498538598335133  -2.2977343414281324e-07   -0.0031917667985411247       2.8138100000347634    0.0060157679644881204    0.0014977235220149333    1.138856794656292e-06        -64.0502320297613      0.02167432932922561       1.0132467589858163      0.13184798407472675       0.3971546521870482      0.45506601134648006       0.3702305590899586        64849.09000086547    3.963604244742473e-12        64849.09000086548
                        4     -0.00104985372758213   -2.297734341281583e-07    -0.003191775033255196       2.8138100000234583      0.00601576796446636    0.0014977235220117063   1.1388567946531907e-06       -64.05023209328536      0.02167432916084482       1.0132467590250465      0.13184798407196102       0.3971546521870741      0.45506601134645985       0.3702305580622376        64849.20276605844    1.002625186498487e-17        64849.20276605844
                        5    -0.001049857891656994  -2.2977320976939139e-07    -0.003191770007720292       2.8138100271309483     0.006015767938569637    0.0014977236540123793   1.1388568501179097e-06       -64.05024841787206      0.02167405771879645       1.0132466294423788      0.13184803264723943      0.39715465191459287      0.45506601143010306       0.3702330164017784        64849.39096569754   2.0782183956164976e-10        64849.39096569775
                        6    0.0007450193713027591    1.107904741330022e-07     0.006757808818965083       2.8531330378169972     0.005969079234614082    0.0016968238732104574   1.2211381701232285e-06       -88.36966453429665     -0.38322313276416575       0.8190093983703759       0.2042148666061932        0.396750785749968       0.4551894282637049        4.046375224303138        105038.1813020497        350.9156400030589       105389.09694205277
                        7   -0.0001524171782619131   -5.949148002662588e-08    0.0017830168922163348        2.833471518916876     0.005992423599544211    0.0015972736975941014   1.1799974823811935e-06       -76.20994831171555     -0.18077440176712842       0.9161280787142747      0.16803142533290616       0.3969527189685555      0.45512771980507183        2.208302890869221       17506.570083419825        87.72891000076473        17594.29899342059
                        8  -0.00015241717597180664   -5.949148072547613e-08    0.0017830169284818323       2.8334715190271695     0.005992423600067399    0.0015972736973088044    1.179997482363939e-06       -76.20994828634919     -0.18077440153417734       0.9161280789522968      0.16803142532490178      0.39695271896875645       0.4551277198052154        2.208302887736746       17506.569745573874        87.72890979954437        17594.29865537342
                        9   -0.0001524171897247244   -5.949148364185821e-08    0.0017830168743197825       2.8334715186554247     0.005992423600279768    0.0015972736955768368   1.1799974816153034e-06        -76.2099480588943      -0.1807743978833557       0.9161280806563563      0.16803142469651822      0.39695271897257345      0.45512771980408734        2.208302855068964       17506.569724050867          87.728906689701       17594.298630740566
                       10  -0.00015241717782773947   -5.949147992544292e-08    0.0017830168901877231        2.833471518858487     0.005992423599334753    0.0015972736975900755   1.1799974823369958e-06       -76.20994830604563     -0.18077440168234057       0.9161280787189969      0.16803142531897475       0.3969527189688419       0.4551277198049494       2.2083028898360366       17506.570078222354        87.72890992155516        17594.29898814391
