                   sim_nr                 advtheta                     advq                   advCO2               deltatheta               gammatheta                   deltaq                   gammaq                 deltaCO2                 gammaCO2                  sca_sto                    alpha                    FracH                       wg                      R10                     data               background                    Costf
                        1   0.00012277959037897165  -1.8914722721021142e-07    -0.002407285591585508        3.593952667418665     0.001790131719188654   -0.0012877045572110347    8.706874750336805e-07      -29.481164722853215     0.007572412093502104       0.6343635117558357      0.09516586774855251       0.6795818185364394      0.47986556876136605      0.26359688188736974       20335.392343770698                      0.0       20335.392343770698
                        2    0.0001227581911051349   -1.891472261637982e-07   -0.0024072657305263248        3.593952667404015    0.0017901317191927162    -0.001287704556615935    8.706874753501813e-07       -29.48116455892488      0.00757241260392802       0.6343635116215733      0.09516586782594832       0.6795818185353806      0.47986556876154957      0.26359688510792445         20335.0229123006   1.5064111477683177e-09       20335.022912302105
                        3   0.00012278131910912205  -1.8914722520061437e-07   -0.0024072541687515116       3.5939526674558957    0.0017901317192895736    -0.001287704556074851    8.706874756704796e-07         -29.481164455229    0.0075724130325784305       0.6343635114934738      0.09516586787125181       0.6795818185357201       0.4798655687615299       0.2635968865594034       20335.138345722782    6.655804178806435e-11       20335.138345722848
                        4   0.00012277958994071035   -1.891472260181638e-07    -0.002407285594359088       3.5939526674268967    0.0017901317192763975    -0.001287704556549697    8.706874754225787e-07      -29.481164714994502     0.007572412175800876       0.6343635117532065      0.09516586782047776       0.6795818185361218       0.4798655687614627       0.2635968825077297       20335.392315643156   1.8235400422156757e-17       20335.392315643156
                        5  -0.00016612340589907545   5.5148402365266376e-08   0.00022281526911350526       3.5956414096711606    0.0018081082284863385   -0.0011521692746135706    9.503852646085539e-07       -27.84479135817417      0.02451886572210838       0.6337989569781455      0.10990644014925943       0.6795167010197523      0.47988538214397236       0.3911074986327199        4479.083944259233       1.3942167949083308        4480.478161054141
                        6  -0.00016612340263158035    5.514840024944245e-08   0.00022281526531794287       3.5956414096951015     0.001808108228726216   -0.0011521692754950894    9.503852641018571e-07      -27.844791350523835      0.02451886567371863       0.6337989569790292      0.10990644016497725       0.6795167010205428       0.4798853821439647      0.39110749877995943        4479.083899097316        1.394216782894208        4480.478115880211
                        7  -0.00016612340637429932    5.514840186643512e-08   0.00022281527070919672       3.5956414096766958    0.0018081082286211525    -0.001152169274709947    9.503852645907732e-07       -27.84479135336284       0.0245188657299358       0.6337989569890055       0.1099064402456113       0.6795167010198885       0.4798853821440586      0.39110749919373866        4479.083936361369       1.3942167976786182        4480.478153159047
                        8   -0.0001661234057156119    5.514840250995146e-08   0.00022281526912718572        3.595641409702028    0.0018081082289015888    -0.001152169274412981    9.503852648451049e-07      -27.844791354734156      0.02451886571327498       0.6337989570370517      0.10990644037226704       0.6795167010198404       0.4798853821441978      0.39110749966487823        4479.083932587782       1.3942167980892202        4480.478149385872
                        9  -0.00016612340671662607   5.5148402210845705e-08    0.0002228152649031423       3.5956414096825164    0.0018081082286447994   -0.0011521692745953224    9.503852647638896e-07      -27.844791358836478      0.02451886568848949       0.6337989571071296       0.1099064402901761       0.6795167010193778       0.4798853821441131       0.3911074980622109        4479.083937072346       1.3942167924538131          4480.4781538648
                       10   -8.601113454523784e-05   -4.170279819237531e-08    6.900793451680969e-05        3.608830126496391     0.001990528795890614   -0.0011238964089245302   1.0223804851909735e-06       -25.76308407323129     0.018819105073430365       0.6630863634117441      0.20978409078469654       0.6795742865193382       0.4799839904726562       0.8056916831910046        747.4541216762589        5.336688332937583        752.7908100091964
