                   sim_nr                 advtheta                     advq                   advCO2               deltatheta               gammatheta                   deltaq                   gammaq                 deltaCO2                 gammaCO2                  sca_sto                    alpha                    FracH                       wg                      R10                     data               background                    Costf
                        1   -0.0005764684308347636   3.2981008730946133e-07     0.004594502592368716        3.431733403236635     0.002803740420907634    -0.004034012027015624  -1.7430289771591436e-06      -20.361143749208534     -0.01880978360056305       0.9335131795141218       0.3187293575189152      0.46153231445600246       0.5831771134752681       0.5324367867695959       28750.641305144018                      0.0       28750.641305144018
                        2   -0.0005764425662756887    3.298100869244051e-07      0.00459449124851155       3.4317334032403863     0.002803740420440474    -0.004034012027240764  -1.7430289774205756e-06       -20.36114384016913    -0.018809783911944145        0.933513179537979        0.318729357484134      0.46153231445703047       0.5831771134752113       0.5324367856922425        28749.93653112803   2.1748926291159702e-09       28749.936531130206
                        3   -0.0005764685291478812   3.2981008678471436e-07     0.004594489396946417       3.4317334031561444    0.0028037404202489883    -0.004034012027345294  -1.7430289774115888e-06      -20.361143850390917    -0.018809783873754322        0.933513179543658      0.31872935747836567       0.4615323144563752       0.5831771134751934        0.532436785418767        28750.51206889335   1.0060701038094533e-11        28750.51206889336
                        4    -0.000576468430576588   3.2981008671970543e-07      0.00459450258958897       3.4317334032081863     0.002803740420825829    -0.004034012027340474  -1.7430289773054291e-06       -20.36114374428861     -0.01880978351638132       0.9335131794902254       0.3187293574923561        0.461532314456222       0.5831771134752376        0.532436786773232        28750.64128805456    9.813292984585122e-18        28750.64128805456
                        5   -0.0005764671665397171    3.298100404107718e-07     0.004594502378805457       3.4317334010299687     0.002803740416011143    -0.004034012052815568  -1.7430289882969985e-06      -20.361143339858664    -0.018809776600543848       0.9335131776186685      0.31872935536699604       0.4615323144724485       0.5831771134728282       0.5324367868297735        28750.61165548492    5.244141101178866e-12       28750.611655484925
                        6   5.4576740070495094e-05   -9.030741173789434e-08    -0.000907718141625549       3.4114548818913746    0.0027453359490761803    -0.004265431157013816  -1.8472627008954494e-06      -16.884361660811308      0.04106835007715498       0.9165040047884829       0.2998045617902966        0.461688770092305       0.5831553627558993       0.5346637424752867        3766.276589292049        7.666163818817994       3773.9427531108668
                        7   5.4576736667757584e-05    -9.03074079780559e-08    -0.000907718109543678       3.4114548820605672    0.0027453359494780446   -0.0042654311551383155  -1.8472627001189212e-06      -16.884361693860885      0.04106834958381124       0.9165040049227497      0.29980456190668003       0.4616887700908464       0.5831553627560842       0.5346637426380179       3766.2764881359253        7.666163707548142       3773.9426518434734
                        8   5.4576740395137426e-05   -9.030741075811799e-08   -0.0009077181439432879        3.411454881934716    0.0027453359492448336    -0.004265431156642739  -1.8472627007374075e-06       -16.88436166562767      0.04106835003761987       0.9165040048113948      0.29980456178075304       0.4616887700917045       0.5831553627559345       0.5346637425227501       3766.2765764765527        7.666163813604944       3773.9427402901574
                        9   5.4576739725343344e-05   -9.030741162566353e-08   -0.0009077181425387205       3.4114548818910397     0.002745335949113678    -0.004265431156955185  -1.8472627008528263e-06      -16.884361660333564      0.04106835007861148       0.9165040047630242       0.2998045617674246       0.4616887700919169       0.5831553627558792       0.5346637426007099       3766.2765878827554         7.66616381797616       3773.9427517007316
                       10   -0.0001247420058573217    1.672695981484005e-07  -0.00041164852714941236       3.4213214122179947     0.002787424915482596    -0.004148590153483452  -1.7928143791318711e-06       -18.29934287050569      0.02163767352299904       0.9154211063240598      0.29550806685890596       0.4614602255236814       0.5831588140921664       0.5831834880314313       1574.4230768702253        4.106617032068733        1578.529693902294
                       11  -0.00012474200375514442   1.6726959699459043e-07   -0.0004116485241580361       3.4213214121805535    0.0027874249152657765     -0.00414859015401392   -1.792814379398487e-06      -18.299342859456377     0.021637673614803617       0.9154211063192945      0.29550806684255343       0.4614602255247257        0.583158814092152       0.5831834879966218       1574.4230630668742        4.106617046114515       1578.5296801129887
                       12   -0.0001247420057067299   1.6726959855551185e-07  -0.00041164852547832115        3.421321412235282     0.002787424915552137    -0.004148590153285625  -1.7928143790423736e-06      -18.299342869789342     0.021637673500412746       0.9154211062987274      0.29550806679247793       0.4614602255229837       0.5831588140921595       0.5831834883204952       1574.4230740789537        4.106617029726796       1578.5296911086805
                       13   -0.0001247420059550674   1.6726959808601864e-07  -0.00041164852772554526       3.4213214122218565     0.002787424915510207    -0.004148590153421038   -1.792814379106979e-06      -18.299342867163396     0.021637673525597183       0.9154211062786783       0.2955080667315053      0.46146022552274185       0.5831588140921448       0.5831834884474922       1574.4230732527153         4.10661703351898       1578.5296902862342
                       14  -0.00012474200554800423    1.672695982328012e-07   -0.0004116485294670003       3.4213214122195463    0.0027874249155038474    -0.004148590153494968  -1.7928143791416912e-06      -18.299342868244466     0.021637673541152872       0.9154211063160416      0.29550806681624775      0.46146022552327665       0.5831588140921533       0.5831834879348312       1574.4230760151502         4.10661703596312       1578.5296930511133
                       15  -4.7629607786689346e-05    1.400609926308425e-07  -0.00046244456152933107       3.4232065333068724     0.002797926734664758    -0.004125181592399507  -1.7849108061180398e-06      -16.295611794045413      0.02503329888316368       0.8936898619215423      0.23389806436504934       0.4610282962923967       0.5831480014818867       0.7768912983256389       393.92221910443067        6.069559641599397       399.99177874603004
                       16   -4.765767431677472e-05   1.4006099258081165e-07   -0.0004624389159501533        3.423206533522149     0.002797926735477305    -0.004125181591204237  -1.7849108060986396e-06       -16.29561167737294     0.025033298798371528       0.8936898630812311       0.2338980642016729       0.4610282962735598       0.5831480014817586       0.7768912757814039        393.9162274664257        6.069460046844033       399.98568751326974
                       17  -4.7629477270087046e-05    1.400609928351028e-07  -0.00046243948583581107       3.4232065335962787     0.002797926735678154     -0.00412518159102371  -1.7849108060479906e-06       -16.29561167889252     0.025033298780093114       0.8936898631230803      0.23389806419329495       0.4610282962736907       0.5831480014817481       0.7768912749313435        393.9220186340993        6.069556997402401        399.9915756315017
                       18   -4.762960796028562e-05   1.4006099280167528e-07  -0.00046244454606709454        3.423206533627605    0.0027979267358650816     -0.00412518159093938  -1.7849108060282728e-06       -16.29561171182175      0.02503329866644403       0.8936898632671237      0.23389806418247144       0.4610282962722966       0.5831480014817512        0.776891272518518        393.9221978092148        6.069559472859814        399.9917572820746
                       19   -4.762929256115422e-05   1.4006099238710496e-07   -0.0004624445659876372       3.4232065336070474      0.00279792673576298    -0.004125181591178918   -1.784910806135052e-06      -16.295611709829572      0.02503329866307241        0.893689861823616      0.23389806422015302       0.4610282962727031       0.5831480014818332       0.7768912973823108       393.92228237483585        6.069560701787585        399.9918430766234
