                   sim_nr                 advtheta                     advq                   advCO2               deltatheta               gammatheta                   deltaq                   gammaq                 deltaCO2                 gammaCO2                  sca_sto                    alpha                    FracH                       wg                      R10                     data               background                    Costf
                        1    0.0013313769800250507  -2.1168267042955592e-08    -0.004389677270097201        2.878044267758237    0.0056641998094068766   -0.0013682417951226848  -4.2486670779379784e-06      -26.578725526264098   -0.0009448399784584651        1.051826716791801       0.1622707719628773       0.8857441360147307       0.3455675671347206       0.3474383047634588        79327.04309435167                      0.0        79327.04309435167
                        2     0.001331348370325759  -2.1168267447395904e-08    -0.004389670575941777       2.8780442677427316     0.005664199809402701   -0.0013682417952297545   -4.248667077947686e-06      -26.578725493251138   -0.0009448399544741743       1.0518267167374273      0.16227077198207918       0.8857441360138048      0.34556756713501885      0.34743830717012436        79325.32679376827   2.6545694773879068e-09        79325.32679377092
                        3    0.0013313769412089747    -2.11682670468012e-08    -0.004389670030894142        2.878044267742187     0.005664199809398512    -0.001368241795187201  -4.2486670779542025e-06       -26.57872547161153   -0.0009448399116521054       1.0518267167260014      0.16227077197238537       0.8857441360140657       0.3455675671347448      0.34743830622044225        79326.94504770084   3.0235041822149284e-12        79326.94504770084
                        4    0.0013313769796617712  -2.1168266984609925e-08   -0.0043896772693195595       2.8780442677156426     0.005664199809373707   -0.0013682417951990425   -4.248667077957798e-06      -26.578725506080016   -0.0009448399353232849       1.0518267167919229      0.16227077196748207       0.8857441360141441       0.3455675671345997       0.3474383038005904        79327.04307469915   1.3498563205513126e-17        79327.04307469915
                        5     0.001331380377991576  -2.1168153340719526e-08    -0.004389675685252575        2.878044184733911     0.005664199744608903   -0.0013682419433261215   -4.248667116407005e-06       -26.57868644655121    -0.000944756459693214        1.051826716387181      0.16227078079249196       0.8857441348802879       0.3455675668977112      0.34743644516618666        79327.23724983272    8.623072268389945e-11         79327.2372498328
                        6    0.0011093847161551256   -1.082087578782067e-10   -0.0037282817541997772       2.8626676195838865    0.0056522253158406855   -0.0013958070294929192   -4.255822048181861e-06       -19.29073690126213     0.014627617375306391        1.051865065663645      0.16393304292431138       0.8855323941937162       0.3455239173601464                      0.0        62567.43120469866       1.8825929339720875        62569.31379763263
                        7    0.0011093846974626494  -1.0820904810366993e-10    -0.003728281626017356       2.8626676195323606     0.005652225315788233   -0.0013958070296117566   -4.255822048199836e-06      -19.290736858544992     0.014627617409294252       1.0518650655804682      0.16393304293653255       0.8855323941929035       0.3455239173602289                      0.0        62567.42862604948       1.8825929727672737       62569.311219022245
                        8    0.0011093847072507457   -1.082088162370827e-10   -0.0037282817740475734        2.862667619548512     0.005652225315764562   -0.0013958070295502177    -4.25582204820409e-06      -19.290736894485825     0.014627617403358096        1.051865065658906      0.16393304293312178       0.8855323941930314      0.34552391736017396                      0.0        62567.43096065163        1.882592946394161       62569.313553598025
                        9  -0.00023737928158326757  -1.6096083028898247e-08    0.0005220590999974201        2.858288036501938     0.005645295469891551   -0.0014044115361595449   -4.257959154426406e-06       -17.04926899262749     0.017807187677815303       1.0480215378740647      0.16499770215641174       0.8854555036119931       0.3455291365987533                      0.0       3761.5887634788064       11.242124140316509        3772.830887619123
                       10  -0.00023737927707220916  -1.6096082929574105e-08    0.0005220590964904277       2.8582880365158116     0.005645295469927236   -0.0014044115361045758   -4.257959154406272e-06      -17.049268995892213     0.017807187668705423       1.0480215378541804      0.16499770216147702        0.885455503611907      0.34552913659875417                      0.0        3761.588728599153       11.242124092002584       3772.8308526911555
                       11   -0.0002373792816060343  -1.6096082962692034e-08    0.0005220590999046332        2.858288036503467     0.005645295469899836   -0.0014044115361262818   -4.257959154414447e-06      -17.049268992232978     0.017807187677678048       1.0480215378479951      0.16499770216402787       0.8854555036116784       0.3455291365987656                      0.0        3761.588762887619       11.242124140510539       3772.8308870281294
                       12  -0.00023737928147572556  -1.6096082992865677e-08    0.0005220591016996297       2.8582880365018055     0.005645295469891079   -0.0014044115361431485   -4.257959154422492e-06       -17.04926899074665     0.017807187679281578       1.0480215378107696       0.1649977021723238       0.8854555036113563      0.34552913659876094                      0.0       3761.5887627400048       11.242124140322169        3772.830886880327
                       13  -0.00010751424343381517    7.664739299083649e-08   0.00041780708006885266         2.86074159484689     0.005657286768264089   -0.0013577808051184212   -4.241337754018393e-06       -16.49412139974878     0.017438424739574295       1.0082644501680176        0.176383703266951       0.8849906179598432       0.3455459019267327                      0.0       2762.9157732452713       10.000305569267292       2772.9160788145387
                       14  -0.00010752995226319026    7.664737994635715e-08    0.0004177835312012563       2.8607415944397867     0.005657286766505875   -0.0013577808117330584   -4.241337756535851e-06      -16.494121504123843     0.017438424286271504       1.0082644434839647       0.1763837046908255       0.8849906179058084      0.34554590192512585   1.1172161418215865e-07       2762.9078620501523       10.000438118138026         2772.90830016829
                       15  -0.00010750981361821337    7.664735564486903e-08    0.0004177422742127346       2.8607415937595984      0.00565728676329226   -0.0013577808240697107    -4.24133776127712e-06      -16.494121676739105     0.017438423476006354       1.0082644307657844      0.17638370738452064       0.8849906178047517      0.34554590192196344    3.239645680608305e-07       2762.9010864963907       10.000225828043277        2772.901312324434
