#CABOPER.A10
#[O]CESAR_surface_radiation.ctr
      day   btime   etime         SWD         SWU         LWD         LWU 
   y4mmdd    hhmm    hhmm        W/m2        W/m2        W/m2        W/m2 
 20030901    0000    0010  0.00000E+0  0.00000E+0  3.11492E+2  3.63797E+2
 20030901    0010    0020  0.00000E+0  0.00000E+0  3.15235E+2  3.62111E+2
 20030901    0020    0030  0.00000E+0  0.00000E+0  3.19914E+2  3.63584E+2
 20030901    0030    0040  0.00000E+0  0.00000E+0  3.13364E+2  3.62797E+2
 20030901    0040    0050  0.00000E+0  0.00000E+0  3.15562E+2  3.65158E+2
 20030901    0050    0100  0.00000E+0  0.00000E+0  3.28336E+2  3.65945E+2
 20030901    0100    0110  0.00000E+0  0.00000E+0  3.24593E+2  3.65259E+2
 20030901    0110    0120  0.00000E+0  0.00000E+0  3.31207E+2  3.69306E+2
 20030901    0120    0130  0.00000E+0  0.00000E+0  3.19043E+2  3.63797E+2
 20030901    0130    0140  0.00000E+0  0.00000E+0  3.32015E+2  3.65057E+2
 20030901    0140    0150  0.00000E+0  0.00000E+0  3.38565E+2  3.64945E+2
 20030901    0150    0200  0.00000E+0  0.00000E+0  3.34886E+2  3.62797E+2
 20030901    0200    0210  0.00000E+0  0.00000E+0  3.56344E+2  3.67992E+2
 20030901    0210    0220  0.00000E+0  0.00000E+0  3.31015E+2  3.63945E+2
 20030901    0220    0230  0.00000E+0  0.00000E+0  3.17369E+2  3.59324E+2
 20030901    0230    0240  0.00000E+0  0.00000E+0  3.11819E+2  3.58862E+2
 20030901    0240    0250  0.00000E+0  0.00000E+0  3.39827E+2  3.59223E+2
 20030901    0250    0300  0.00000E+0  0.00000E+0  3.51511E+2  3.66721E+2
 20030901    0300    0310  0.00000E+0  0.00000E+0  3.62215E+2  3.72981E+2
 20030901    0310    0320  0.00000E+0  0.00000E+0  3.58928E+2  3.72407E+2
 20030901    0320    0330  0.00000E+0  0.00000E+0  3.54313E+2  3.71833E+2
 20030901    0330    0340  0.00000E+0  0.00000E+0  3.53442E+2  3.73519E+2
 20030901    0340    0350  0.00000E+0  0.00000E+0  3.51179E+2  3.74205E+2
 20030901    0350    0400  0.00000E+0  0.00000E+0  3.55794E+2  3.70945E+2
 20030901    0400    0410  0.00000E+0  0.00000E+0  3.56729E+2  3.73992E+2
 20030901    0410    0420  0.00000E+0  0.00000E+0  3.48243E+2  3.69945E+2
 20030901    0420    0430  0.00000E+0  0.00000E+0  3.38277E+2  3.69057E+2
 20030901    0430    0440  0.00000E+0  0.00000E+0  3.57537E+2  3.68158E+2
 20030901    0440    0450  0.00000E+0  0.00000E+0  3.58408E+2  3.68732E+2
 20030901    0450    0500  0.00000E+0  0.00000E+0  3.55928E+2  3.71880E+2
 20030901    0500    0510  7.00000E+0  0.00000E+0  3.54665E+2  3.72667E+2
 20030901    0510    0520  1.20000E+1  0.00000E+0  3.51313E+2  3.73667E+2
 20030901    0520    0530  2.30000E+1  1.00000E+0  3.50442E+2  3.74454E+2
 20030901    0530    0540  4.90000E+1  7.00000E+0  3.51506E+2  3.78028E+2
 20030901    0540    0550  4.50000E+1  6.00000E+0  3.63888E+2  3.78241E+2
 20030901    0550    0600  3.00000E+1  3.00000E+0  3.57120E+2  3.78241E+2
 20030901    0600    0610  2.80000E+1  2.00000E+0  3.64735E+2  3.79241E+2
 20030901    0610    0620  4.10000E+1  5.00000E+0  3.66670E+2  3.81028E+2
 20030901    0620    0630  7.70000E+1  1.10000E+1  3.59313E+2  3.81342E+2
 20030901    0630    0640  6.50000E+1  9.00000E+0  3.59768E+2  3.83342E+2
 20030901    0640    0650  8.90000E+1  1.30000E+1  3.51084E+2  3.85241E+2
 20030901    0650    0700  1.48000E+2  2.50000E+1  3.48796E+2  3.87129E+2
 20030901    0700    0710  2.11000E+2  3.90000E+1  3.50251E+2  3.92491E+2
 20030901    0710    0720  2.91000E+2  6.00000E+1  3.44957E+2  3.99065E+2
 20030901    0720    0730  2.87000E+2  5.90000E+1  3.24172E+2  3.95454E+2
 20030901    0730    0740  3.89000E+2  8.30000E+1  3.18596E+2  4.04176E+2
 20030901    0740    0750  3.90000E+2  8.00000E+1  3.26883E+2  4.08862E+2
 20030901    0750    0800  3.09000E+2  6.00000E+1  3.26973E+2  4.00565E+2
 20030901    0800    0810  3.05000E+2  5.90000E+1  3.24493E+2  4.03714E+2
 20030901    0810    0820  4.43000E+2  8.90000E+1  3.42119E+2  4.10899E+2
 20030901    0820    0830  3.32000E+2  6.30000E+1  3.65314E+2  4.11436E+2
 20030901    0830    0840  2.24000E+2  4.00000E+1  3.67211E+2  4.02352E+2
 20030901    0840    0850  2.83000E+2  5.20000E+1  3.70346E+2  4.06176E+2
 20030901    0850    0900  3.53000E+2  6.50000E+1  3.65186E+2  4.08750E+2
 20030901    0900    0910  4.59000E+2  8.70000E+1  3.68186E+2  4.13899E+2
 20030901    0910    0920  2.75000E+2  5.00000E+1  3.72563E+2  4.03464E+2
 20030901    0920    0930  4.05000E+2  7.60000E+1  3.63955E+2  4.05010E+2
 20030901    0930    0940  4.81000E+2  9.20000E+1  3.61642E+2  4.11935E+2
 20030901    0940    0950  3.37000E+2  6.20000E+1  3.65731E+2  4.10798E+2
 20030901    0950    1000  3.19000E+2  5.80000E+1  3.60597E+2  4.05963E+2
 20030901    1000    1010  3.76000E+2  6.80000E+1  3.59116E+2  4.10686E+2
 20030901    1010    1020  4.10000E+2  7.50000E+1  3.36177E+2  4.14260E+2
 20030901    1020    1030  6.27000E+2  1.17000E+2  3.32473E+2  4.22759E+2
 20030901    1030    1040  6.69000E+2  1.26000E+2  3.33665E+2  4.27445E+2
 20030901    1040    1050  7.34000E+2  1.40000E+2  3.59707E+2  4.37381E+2
 20030901    1050    1100  2.85000E+2  5.30000E+1  3.79755E+2  4.12362E+2
 20030901    1100    1110  2.31000E+2  4.10000E+1  3.74915E+2  4.02576E+2
 20030901    1110    1120  2.37000E+2  4.20000E+1  3.69178E+2  3.98714E+2
 20030901    1120    1130  3.65000E+2  6.50000E+1  3.46413E+2  4.04314E+2
 20030901    1130    1140  7.03000E+2  1.34000E+2  3.27993E+2  4.23009E+2
 20030901    1140    1150  7.95000E+2  1.53000E+2  3.43542E+2  4.37205E+2
 20030901    1150    1200  3.36000E+2  6.30000E+1  3.72051E+2  4.24844E+2
 20030901    1200    1210  1.80000E+2  3.40000E+1  3.74083E+2  4.07251E+2
 20030901    1210    1220  2.99000E+2  5.60000E+1  3.72410E+2  4.11436E+2
 20030901    1220    1230  4.66000E+2  8.90000E+1  3.73384E+2  4.23871E+2
 20030901    1230    1240  2.50000E+2  4.50000E+1  3.76979E+2  4.09399E+2
 20030901    1240    1250  2.05000E+2  3.60000E+1  3.67211E+2  4.03927E+2
 20030901    1250    1300  4.06000E+2  7.60000E+1  3.57764E+2  4.10527E+2
 20030901    1300    1310  5.74000E+2  1.09000E+2  3.53317E+2  4.25972E+2
 20030901    1310    1320  7.03000E+2  1.39000E+2  3.39927E+2  4.31547E+2
 20030901    1320    1330  6.46000E+2  1.27000E+2  3.60444E+2  4.32510E+2
 20030901    1330    1340  2.50000E+2  4.70000E+1  3.72461E+2  4.13788E+2
 20030901    1340    1350  4.75000E+2  9.30000E+1  3.43593E+2  4.14537E+2
 20030901    1350    1400  6.07000E+2  1.22000E+2  3.44151E+2  4.24250E+2
 20030901    1400    1410  5.27000E+2  1.05000E+2  3.48304E+2  4.23324E+2
 20030901    1410    1420  6.07000E+2  1.23000E+2  3.35075E+2  4.21324E+2
 20030901    1420    1430  4.23000E+2  8.50000E+1  3.28460E+2  4.13241E+2
 20030901    1430    1440  4.53000E+2  9.20000E+1  3.28332E+2  4.12129E+2
 20030901    1440    1450  5.42000E+2  1.14000E+2  3.31723E+2  4.18166E+2
 20030901    1450    1500  3.59000E+2  7.30000E+1  3.45977E+2  4.15139E+2
 20030901    1500    1510  3.04000E+2  5.90000E+1  3.59174E+2  4.06778E+2
 20030901    1510    1520  4.27000E+2  8.80000E+1  3.51534E+2  4.15639E+2
 20030901    1520    1530  5.34000E+2  1.16000E+2  3.40408E+2  4.18740E+2
 20030901    1530    1540  4.80000E+2  1.04000E+2  3.51919E+2  4.18176E+2
 20030901    1540    1550  2.94000E+2  6.20000E+1  3.42106E+2  4.10890E+2
 20030901    1550    1600  1.59000E+2  2.90000E+1  3.58719E+2  4.01741E+2
 20030901    1600    1610  1.24000E+2  2.00000E+1  3.58398E+2  3.95370E+2
 20030901    1610    1620  1.08000E+2  1.70000E+1  3.53982E+2  3.94944E+2
 20030901    1620    1630  8.70000E+1  1.20000E+1  3.43624E+2  3.92370E+2
 20030901    1630    1640  7.10000E+1  9.00000E+0  3.36946E+2  3.88796E+2
 20030901    1640    1650  6.00000E+1  7.00000E+0  3.34228E+2  3.89269E+2
 20030901    1650    1700  6.60000E+1  9.00000E+0  3.30748E+2  3.85796E+2
 20030901    1700    1710  8.00000E+1  1.40000E+1  3.29267E+2  3.88157E+2
 20030901    1710    1720  8.80000E+1  1.80000E+1  3.26069E+2  3.86583E+2
 20030901    1720    1730  5.20000E+1  8.00000E+0  3.22326E+2  3.82648E+2
 20030901    1730    1740  8.30000E+1  2.10000E+1  3.21717E+2  3.82536E+2
 20030901    1740    1750  6.60000E+1  1.70000E+1  3.27069E+2  3.84435E+2
 20030901    1750    1800  5.70000E+1  1.50000E+1  3.32683E+2  3.83648E+2
 20030901    1800    1810  2.70000E+1  5.00000E+0  3.22326E+2  3.80973E+2
 20030901    1810    1820  7.00000E+0  0.00000E+0  3.15192E+2  3.73250E+2
 20030901    1820    1830  1.00000E+0  0.00000E+0  3.13064E+2  3.69149E+2
 20030901    1830    1840  0.00000E+0  0.00000E+0  3.16614E+2  3.67825E+2
 20030901    1840    1850  0.00000E+0  0.00000E+0  3.16006E+2  3.68399E+2
 20030901    1850    1900  0.00000E+0  0.00000E+0  3.18749E+2  3.67399E+2
 20030901    1900    1910  0.00000E+0  0.00000E+0  3.42143E+2  3.71435E+2
 20030901    1910    1920  0.00000E+0  0.00000E+0  3.56243E+2  3.74695E+2
 20030901    1920    1930  0.00000E+0  0.00000E+0  3.54307E+2  3.73695E+2
 20030901    1930    1940  0.00000E+0  0.00000E+0  3.43950E+2  3.71121E+2
 20030901    1940    1950  0.00000E+0  0.00000E+0  3.16685E+2  3.62038E+2
 20030901    1950    2000  0.00000E+0  0.00000E+0  3.12358E+2  3.55103E+2
 20030901    2000    2010  0.00000E+0  0.00000E+0  3.07878E+2  3.50630E+2
 20030901    2010    2020  0.00000E+0  0.00000E+0  3.13428E+2  3.51991E+2
 20030901    2020    2030  0.00000E+0  0.00000E+0  3.07749E+2  3.54251E+2
 20030901    2030    2040  0.00000E+0  0.00000E+0  3.08685E+2  3.56399E+2
 20030901    2040    2050  0.00000E+0  0.00000E+0  3.05749E+2  3.52139E+2
 20030901    2050    2100  0.00000E+0  0.00000E+0  3.06621E+2  3.55862E+2
 20030901    2100    2110  0.00000E+0  0.00000E+0  3.07557E+2  3.56649E+2
 20030901    2110    2120  0.00000E+0  0.00000E+0  3.08883E+2  3.57537E+2
 20030901    2120    2130  0.00000E+0  0.00000E+0  3.19305E+2  3.58649E+2
 20030901    2130    2140  0.00000E+0  0.00000E+0  3.20850E+2  3.61223E+2
 20030901    2140    2150  0.00000E+0  0.00000E+0  3.09685E+2  3.59074E+2
 20030901    2150    2200  0.00000E+0  0.00000E+0  3.04942E+2  3.55825E+2
 20030901    2200    2210  0.00000E+0  0.00000E+0  3.10101E+2  3.54612E+2
 20030901    2210    2220  0.00000E+0  0.00000E+0  3.10037E+2  3.57548E+2
 20030901    2220    2230  0.00000E+0  0.00000E+0  3.05685E+2  3.52713E+2
 20030901    2230    2240  0.00000E+0  0.00000E+0  3.05166E+2  3.49038E+2
 20030901    2240    2250  0.00000E+0  0.00000E+0  3.03038E+2  3.47400E+2
 20030901    2250    2300  0.00000E+0  0.00000E+0  2.99557E+2  3.45501E+2
 20030901    2300    2310  0.00000E+0  0.00000E+0  2.97621E+2  3.45400E+2
 20030901    2310    2320  0.00000E+0  0.00000E+0  3.00364E+2  3.43602E+2
 20030901    2320    2330  0.00000E+0  0.00000E+0  3.02845E+2  3.45187E+2
 20030901    2330    2340  0.00000E+0  0.00000E+0  3.00236E+2  3.44862E+2
 20030901    2340    2350  0.00000E+0  0.00000E+0  3.00236E+2  3.45548E+2
 20030901    2350    2400  0.00000E+0  0.00000E+0  2.98691E+2  3.43075E+2
 20030902    0000    0010  0.00000E+0  0.00000E+0  3.02979E+2  3.43649E+2
 20030902    0010    0020  0.00000E+0  0.00000E+0  3.02979E+2  3.44436E+2
 20030902    0020    0030  0.00000E+0  0.00000E+0  3.04915E+2  3.46223E+2
 20030902    0030    0040  0.00000E+0  0.00000E+0  3.06786E+2  3.48685E+2
 20030902    0040    0050  0.00000E+0  0.00000E+0  3.10658E+2  3.49797E+2
 20030902    0050    0100  0.00000E+0  0.00000E+0  3.31635E+2  3.52158E+2
 20030902    0100    0110  0.00000E+0  0.00000E+0  3.49933E+2  3.58981E+2
 20030902    0110    0120  0.00000E+0  0.00000E+0  3.48319E+2  3.62981E+2
 20030902    0120    0130  0.00000E+0  0.00000E+0  3.42442E+2  3.62519E+2
 20030902    0130    0140  0.00000E+0  0.00000E+0  3.51799E+2  3.64093E+2
 20030902    0140    0150  0.00000E+0  0.00000E+0  3.56606E+2  3.67667E+2
 20030902    0150    0200  0.00000E+0  0.00000E+0  3.59151E+2  3.67093E+2
 20030902    0200    0210  0.00000E+0  0.00000E+0  3.50185E+2  3.66519E+2
 20030902    0210    0220  0.00000E+0  0.00000E+0  3.48377E+2  3.66732E+2
 20030902    0220    0230  0.00000E+0  0.00000E+0  3.39956E+2  3.63584E+2
 20030902    0230    0240  0.00000E+0  0.00000E+0  3.48377E+2  3.67418E+2
 20030902    0240    0250  0.00000E+0  0.00000E+0  3.49313E+2  3.65945E+2
 20030902    0250    0300  0.00000E+0  0.00000E+0  3.47506E+2  3.69306E+2
 20030902    0300    0310  0.00000E+0  0.00000E+0  3.44372E+2  3.67945E+2
 20030902    0310    0320  0.00000E+0  0.00000E+0  3.33143E+2  3.64696E+2
 20030902    0320    0330  0.00000E+0  0.00000E+0  3.27400E+2  3.60335E+2
 20030902    0330    0340  0.00000E+0  0.00000E+0  3.33822E+2  3.62382E+2
 20030902    0340    0350  0.00000E+0  0.00000E+0  3.40244E+2  3.61158E+2
 20030902    0350    0400  0.00000E+0  0.00000E+0  3.25336E+2  3.60483E+2
 20030902    0400    0410  0.00000E+0  0.00000E+0  3.24272E+2  3.56909E+2
 20030902    0410    0420  0.00000E+0  0.00000E+0  3.22663E+2  3.54223E+2
 20030902    0420    0430  0.00000E+0  0.00000E+0  3.27822E+2  3.55584E+2
 20030902    0430    0440  0.00000E+0  0.00000E+0  3.31501E+2  3.56158E+2
 20030902    0440    0450  0.00000E+0  0.00000E+0  3.28693E+2  3.56945E+2
 20030902    0450    0500  4.00000E+0  0.00000E+0  3.10370E+2  3.54797E+2
 20030902    0500    0510  1.40000E+1  0.00000E+0  3.11850E+2  3.53010E+2
 20030902    0510    0520  3.30000E+1  7.00000E+0  3.20272E+2  3.56158E+2
 20030902    0520    0530  5.10000E+1  1.30000E+1  3.30149E+2  3.60407E+2
 20030902    0530    0540  6.60000E+1  1.80000E+1  3.42481E+2  3.68971E+2
 20030902    0540    0550  4.60000E+1  7.00000E+0  3.39277E+2  3.72407E+2
 20030902    0550    0600  5.80000E+1  9.00000E+0  3.45020E+2  3.75880E+2
 20030902    0600    0610  6.60000E+1  1.10000E+1  3.51698E+2  3.80241E+2
 20030902    0610    0620  7.40000E+1  1.20000E+1  3.55570E+2  3.81241E+2
 20030902    0620    0630  9.10000E+1  1.50000E+1  3.52827E+2  3.84815E+2
 20030902    0630    0640  1.25000E+2  2.30000E+1  3.56154E+2  3.88389E+2
 20030902    0640    0650  1.62000E+2  3.10000E+1  3.59153E+2  3.91176E+2
 20030902    0650    0700  2.79000E+2  6.20000E+1  3.62544E+2  4.00787E+2
 20030902    0700    0710  2.30000E+2  4.70000E+1  3.55860E+2  3.97491E+2
 20030902    0710    0720  1.74000E+2  3.30000E+1  3.48309E+2  3.95028E+2
 20030902    0720    0730  1.55000E+2  3.00000E+1  3.60955E+2  3.94815E+2
 20030902    0730    0740  1.89000E+2  3.80000E+1  3.63217E+2  3.96491E+2
 20030902    0740    0750  2.47000E+2  5.00000E+1  3.62865E+2  4.01852E+2
 20030902    0750    0800  2.93000E+2  6.00000E+1  3.60251E+2  4.05639E+2
 20030902    0800    0810  4.02000E+2  8.30000E+1  3.57091E+2  4.09426E+2
 20030902    0810    0820  3.60000E+2  7.30000E+1  3.58764E+2  4.10750E+2
 20030902    0820    0830  2.74000E+2  5.30000E+1  3.62923E+2  4.07862E+2
 20030902    0830    0840  2.76000E+2  5.40000E+1  3.64667E+2  4.05176E+2
 20030902    0840    0850  3.15000E+2  6.10000E+1  3.62250E+2  4.06852E+2
 20030902    0850    0900  3.19000E+2  6.20000E+1  3.61988E+2  4.09426E+2
 20030902    0900    0910  4.46000E+2  8.90000E+1  3.61027E+2  4.21871E+2
 20030902    0910    0920  5.89000E+2  1.21000E+2  3.65001E+2  4.30908E+2
 20030902    0920    0930  4.32000E+2  8.60000E+1  3.69635E+2  4.24260E+2
 20030902    0930    0940  4.29000E+2  8.50000E+1  3.70442E+2  4.24733E+2
 20030902    0940    0950  3.98000E+2  7.90000E+1  3.74186E+2  4.22361E+2
 20030902    0950    1000  3.99000E+2  7.80000E+1  3.68571E+2  4.18325E+2
 20030902    1000    1010  4.70000E+2  9.10000E+1  3.60604E+2  4.25723E+2
 20030902    1010    1020  4.42000E+2  8.50000E+1  3.50919E+2  4.23473E+2
 20030902    1020    1030  5.95000E+2  1.17000E+2  3.49830E+2  4.34019E+2
 20030902    1030    1040  5.96000E+2  1.16000E+2  3.55310E+2  4.37020E+2
 20030902    1040    1050  5.89000E+2  1.16000E+2  3.58117E+2  4.39492E+2
 20030902    1050    1100  5.84000E+2  1.14000E+2  3.63053E+2  4.43280E+2
 20030902    1100    1110  4.79000E+2  9.20000E+1  3.58918E+2  4.36196E+2
 20030902    1110    1120  6.24000E+2  1.22000E+2  3.58310E+2  4.44742E+2
 20030902    1120    1130  5.78000E+2  1.12000E+2  3.57566E+2  4.42131E+2
 20030902    1130    1140  7.07000E+2  1.37000E+2  3.58957E+2  4.51104E+2
 20030902    1140    1150  4.30000E+2  8.10000E+1  3.66270E+2  4.42456E+2
 20030902    1150    1200  4.12000E+2  7.70000E+1  3.54784E+2  4.34733E+2
 20030902    1200    1210  7.44000E+2  1.47000E+2  3.48055E+2  4.55816E+2
 20030902    1210    1220  6.75000E+2  1.32000E+2  3.41849E+2  4.49854E+2
 20030902    1220    1230  7.03000E+2  1.37000E+2  3.44984E+2  4.51215E+2
 20030902    1230    1240  8.35000E+2  1.65000E+2  3.59669E+2  4.70273E+2
 20030902    1240    1250  5.18000E+2  9.90000E+1  3.64654E+2  4.52651E+2
 20030902    1250    1300  3.63000E+2  7.10000E+1  3.73692E+2  4.39206E+2
 20030902    1300    1310  2.28000E+2  4.40000E+1  3.75916E+2  4.22825E+2
 20030902    1310    1320  2.15000E+2  4.00000E+1  3.69981E+2  4.14575E+2
 20030902    1320    1330  3.04000E+2  5.60000E+1  3.66180E+2  4.13399E+2
 20030902    1330    1340  4.38000E+2  8.40000E+1  3.71250E+2  4.18787E+2
 20030902    1340    1350  3.46000E+2  6.60000E+1  3.69987E+2  4.12703E+2
 20030902    1350    1400  3.16000E+2  6.00000E+1  3.68116E+2  4.12703E+2
 20030902    1400    1410  3.28000E+2  6.20000E+1  3.62565E+2  4.15277E+2
 20030902    1410    1420  3.32000E+2  6.30000E+1  3.60758E+2  4.16176E+2
 20030902    1420    1430  3.38000E+2  6.50000E+1  3.61149E+2  4.16389E+2
 20030902    1430    1440  2.86000E+2  5.40000E+1  3.67308E+2  4.15389E+2
 20030902    1440    1450  2.44000E+2  4.60000E+1  3.68180E+2  4.13714E+2
 20030902    1450    1500  2.16000E+2  4.00000E+1  3.73339E+2  4.11139E+2
 20030902    1500    1510  2.35000E+2  4.50000E+1  3.73275E+2  4.11714E+2
 20030902    1510    1520  2.67000E+2  5.40000E+1  3.70859E+2  4.12602E+2
 20030902    1520    1530  1.90000E+2  3.60000E+1  3.66725E+2  4.05305E+2
 20030902    1530    1540  1.79000E+2  3.30000E+1  3.61373E+2  4.05879E+2
 20030902    1540    1550  1.69000E+2  3.10000E+1  3.59110E+2  4.06565E+2
 20030902    1550    1600  1.68000E+2  3.10000E+1  3.53822E+2  4.04879E+2
 20030902    1600    1610  1.60000E+2  2.90000E+1  3.57238E+2  4.03305E+2
 20030902    1610    1620  1.58000E+2  3.00000E+1  3.51560E+2  4.03305E+2
 20030902    1620    1630  1.46000E+2  2.70000E+1  3.42202E+2  4.01731E+2
 20030902    1630    1640  2.71000E+2  6.20000E+1  3.49118E+2  4.10230E+2
 20030902    1640    1650  1.03000E+2  1.80000E+1  3.62110E+2  4.01694E+2
 20030902    1650    1700  7.80000E+1  1.30000E+1  3.67077E+2  3.97694E+2
 20030902    1700    1710  6.20000E+1  9.00000E+0  3.52719E+2  3.96742E+2
 20030902    1710    1720  5.40000E+1  7.00000E+0  3.53463E+2  3.92843E+2
 20030902    1720    1730  4.50000E+1  6.00000E+0  3.59885E+2  3.90944E+2
 20030902    1730    1740  3.70000E+1  4.00000E+0  3.57949E+2  3.89157E+2
 20030902    1740    1750  4.20000E+1  9.00000E+0  3.59821E+2  3.89157E+2
 20030902    1750    1800  4.50000E+1  1.30000E+1  3.63083E+2  3.89259E+2
 20030902    1800    1810  2.40000E+1  6.00000E+0  3.63628E+2  3.89370E+2
 20030902    1810    1820  1.00000E+1  1.00000E+0  3.51726E+2  3.86695E+2
 20030902    1820    1830  1.00000E+0  0.00000E+0  3.51270E+2  3.79287E+2
 20030902    1830    1840  0.00000E+0  0.00000E+0  3.45656E+2  3.78398E+2
 20030902    1840    1850  0.00000E+0  0.00000E+0  3.35843E+2  3.74149E+2
 20030902    1850    1900  0.00000E+0  0.00000E+0  3.26229E+2  3.68001E+2
 20030902    1900    1910  0.00000E+0  0.00000E+0  3.21293E+2  3.61528E+2
 20030902    1910    1920  0.00000E+0  0.00000E+0  3.18165E+2  3.61363E+2
 20030902    1920    1930  0.00000E+0  0.00000E+0  3.14492E+2  3.59612E+2
 20030902    1930    1940  0.00000E+0  0.00000E+0  3.16235E+2  3.57713E+2
 20030902    1940    1950  0.00000E+0  0.00000E+0  3.18171E+2  3.56926E+2
 20030902    1950    2000  0.00000E+0  0.00000E+0  3.16235E+2  3.58399E+2
 20030902    2000    2010  0.00000E+0  0.00000E+0  3.14235E+2  3.53825E+2
 20030902    2010    2020  0.00000E+0  0.00000E+0  3.13626E+2  3.52240E+2
 20030902    2020    2030  0.00000E+0  0.00000E+0  3.15171E+2  3.53139E+2
 20030902    2030    2040  0.00000E+0  0.00000E+0  3.14171E+2  3.56761E+2
 20030902    2040    2050  0.00000E+0  0.00000E+0  3.15978E+2  3.55862E+2
 20030902    2050    2100  0.00000E+0  0.00000E+0  3.19395E+2  3.53501E+2
 20030902    2100    2110  0.00000E+0  0.00000E+0  3.13171E+2  3.54186E+2
 20030902    2110    2120  0.00000E+0  0.00000E+0  3.12107E+2  3.52288E+2
 20030902    2120    2130  0.00000E+0  0.00000E+0  3.11043E+2  3.55808E+2
 20030902    2130    2140  0.00000E+0  0.00000E+0  3.11914E+2  3.50862E+2
 20030902    2140    2150  0.00000E+0  0.00000E+0  3.11914E+2  3.49288E+2
 20030902    2150    2200  0.00000E+0  0.00000E+0  3.09979E+2  3.51335E+2
 20030902    2200    2210  0.00000E+0  0.00000E+0  3.09914E+2  3.51909E+2
 20030902    2210    2220  0.00000E+0  0.00000E+0  3.09850E+2  3.53382E+2
 20030902    2220    2230  0.00000E+0  0.00000E+0  3.09850E+2  3.50909E+2
 20030902    2230    2240  0.00000E+0  0.00000E+0  3.06434E+2  3.47649E+2
 20030902    2240    2250  0.00000E+0  0.00000E+0  3.06434E+2  3.46862E+2
 20030902    2250    2300  0.00000E+0  0.00000E+0  3.12202E+2  3.48122E+2
 20030902    2300    2310  0.00000E+0  0.00000E+0  3.06850E+2  3.47122E+2
 20030902    2310    2320  0.00000E+0  0.00000E+0  3.08722E+2  3.48696E+2
 20030902    2320    2330  0.00000E+0  0.00000E+0  3.08722E+2  3.47909E+2
 20030902    2330    2340  0.00000E+0  0.00000E+0  3.08722E+2  3.46436E+2
 20030902    2340    2350  0.00000E+0  0.00000E+0  3.13010E+2  3.49483E+2
 20030902    2350    2400  0.00000E+0  0.00000E+0  3.13010E+2  3.50956E+2
 20030903    0000    0010  0.00000E+0  0.00000E+0  3.08722E+2  3.47909E+2
 20030903    0010    0020  0.00000E+0  0.00000E+0  3.08722E+2  3.45649E+2
 20030903    0020    0030  0.00000E+0  0.00000E+0  3.08722E+2  3.47909E+2
 20030903    0030    0040  0.00000E+0  0.00000E+0  3.09722E+2  3.46649E+2
 20030903    0040    0050  0.00000E+0  0.00000E+0  3.11138E+2  3.48696E+2
 20030903    0050    0100  0.00000E+0  0.00000E+0  3.07722E+2  3.46909E+2
 20030903    0100    0110  0.00000E+0  0.00000E+0  3.07722E+2  3.46909E+2
 20030903    0110    0120  0.00000E+0  0.00000E+0  3.09138E+2  3.47382E+2
 20030903    0120    0130  0.00000E+0  0.00000E+0  3.06658E+2  3.45696E+2
 20030903    0130    0140  0.00000E+0  0.00000E+0  3.08593E+2  3.47483E+2
 20030903    0140    0150  0.00000E+0  0.00000E+0  3.07658E+2  3.48169E+2
 20030903    0150    0200  0.00000E+0  0.00000E+0  3.07658E+2  3.45909E+2
 20030903    0200    0210  0.00000E+0  0.00000E+0  3.04786E+2  3.43335E+2
 20030903    0210    0220  0.00000E+0  0.00000E+0  3.05658E+2  3.43122E+2
 20030903    0220    0230  0.00000E+0  0.00000E+0  3.05593E+2  3.41436E+2
 20030903    0230    0240  0.00000E+0  0.00000E+0  3.09945E+2  3.44696E+2
 20030903    0240    0250  0.00000E+0  0.00000E+0  3.09945E+2  3.43696E+2
 20030903    0250    0300  0.00000E+0  0.00000E+0  3.05593E+2  3.42223E+2
 20030903    0300    0310  0.00000E+0  0.00000E+0  3.05593E+2  3.43696E+2
 20030903    0310    0320  0.00000E+0  0.00000E+0  3.09945E+2  3.45270E+2
 20030903    0320    0330  0.00000E+0  0.00000E+0  3.08010E+2  3.44382E+2
 20030903    0330    0340  0.00000E+0  0.00000E+0  3.07881E+2  3.44743E+2
 20030903    0340    0350  0.00000E+0  0.00000E+0  3.06401E+2  3.43270E+2
 20030903    0350    0400  0.00000E+0  0.00000E+0  3.02593E+2  3.41382E+2
 20030903    0400    0410  0.00000E+0  0.00000E+0  3.03465E+2  3.42057E+2
 20030903    0410    0420  0.00000E+0  0.00000E+0  3.02465E+2  3.41270E+2
 20030903    0420    0430  0.00000E+0  0.00000E+0  3.06272E+2  3.41371E+2
 20030903    0430    0440  0.00000E+0  0.00000E+0  3.03465E+2  3.42057E+2
 20030903    0440    0450  0.00000E+0  0.00000E+0  3.07753E+2  3.41057E+2
 20030903    0450    0500  1.00000E+0  0.00000E+0  3.03401E+2  3.38797E+2
 20030903    0500    0510  7.00000E+0  0.00000E+0  3.07753E+2  3.43631E+2
 20030903    0510    0520  2.10000E+1  3.00000E+0  3.04401E+2  3.44418E+2
 20030903    0520    0530  4.20000E+1  1.20000E+1  3.01568E+2  3.43573E+2
 20030903    0530    0540  6.00000E+1  1.70000E+1  3.06113E+2  3.51306E+2
 20030903    0540    0550  8.90000E+1  2.60000E+1  3.05761E+2  3.54509E+2
