                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta
                       30       363.51499012390343       0.1978542375416638         1.00066677681564       0.3424156878109915     0.002953405124925155         -0.016797206187667595             54.07539996745802            55.319692145322634             82.38824475076062            -7772.338986514084
                       31       347.59077926121955      0.20022416703644072       1.0003993844784582      0.25864645776030964     0.002996283732365377          0.001372704911598001            -52.96071827768408           -1.9138401113875252           -24.422573237880542            -4510.391898060467
                       32       347.59077935876945      0.20022416703323956       1.0003993844637868       0.2586464581724238     0.002996283732438624         0.0013727049052653668           -52.960716067934605           -1.9138400818604244            -24.42257229292159            -4510.391748225653
                       33        347.5907792571425      0.20022416703505394       1.0003993844790808      0.25864645775778955    0.0029962837324014275         0.0013727048949885021            -52.96071831415364           -1.9138400761077345            -24.42257323531117            -4510.391884875795
                       34       349.86312055678206      0.20006372706670153       1.0000581590148172       0.2690766824141955     0.003000198726723625          0.000440728571895403          0.032460425468153975            0.4798864372835195           -1.5436871140735031           -14.076103925125395
                       35       349.86312024385154      0.20006372695235977        1.000058157205829       0.2690766857753134    0.0030002225460433836         0.0004427852564410106           0.08313587893849225           0.48883637956294523           -1.5371609676567226           -2.9792437582520996
                       36        349.8631202361638      0.20006372671962522       1.0000581571287066      0.26907668581926447    0.0030001987278866805        0.00044072361857779154          0.032463360995201127           0.47984466473469406           -1.5436819262185222           -14.076107861250566
                       37       349.84219967118577      0.20004108004174181       0.9999350871606154      0.26929886896307886     0.003000305389456873         0.0001202725671282903           0.28875275349380314           -2.2345549757899366            -1.197247613821412         -0.018734888646807724
                       38        349.8421996625418       0.2000410800419943       0.9999350871687357       0.2692988690187083    0.0030003053894523683          0.000120272431449602            0.2887530248139285           -2.2345547141725017           -1.1972474619150302          -0.01871890613200103
                       39        349.8421997315373      0.20004108003516083       0.9999350871611579      0.26929886902821387    0.0030003053894529677        0.00012027283052027438           0.28875257805729315           -2.2345549198814623           -1.1972475796339574         -0.018727464810602418
                       40        350.0102553765882      0.20001771799373205       0.9999964310877902       0.2699543398694956    0.0030002575585510315         0.0001396717266594254            1.5913962982890473           -0.1143878862563759           0.03714836487707538             144.7153596213809
                       41       350.01025537677657      0.20001771799116966       0.9999964310879124       0.2699543398728999    0.0030002575585437894         0.0001396717235408537            1.5913961159394205          -0.11438787270590671           0.03714835745739468            144.71535179486511
                       42        350.0102553760994      0.20001771799390683       0.9999964310878637      0.26995433986970935    0.0030002575585470785        0.00013967172288967015            1.5913963034641911          -0.11438788598884252           0.03714836601251846             144.7153582084971
                       43        349.9915125447327      0.19999952280670957       1.0000007533473463      0.26999733282697036    0.0030000184810559686       -4.4535575484332375e-05         -0.007308306287293672           0.03157535770151941           0.00897309138542445            6.4192373892705366
                       44        349.9915125449441      0.19999952280673722       1.0000007533472899       0.2699973328239045    0.0030000184810559253        -4.453557000131854e-05         -0.007308320186309209           0.03157535309621421          0.008973083992907138             6.419236599094998
                       45       349.99151254493125        0.199999522806717        1.000000753347294       0.2699973328271852      0.00300001848105551        -4.453557472006813e-05        -0.0073083054578505875           0.03157535636637139          0.008973091505407734             6.419237261179902
                       46        349.9992148209315      0.19999984411348437       0.9999987253502002      0.27000022915911337     0.003000001406889458        -3.730202397375634e-06         -0.001559484130216804         -0.029899240569296204        -2.554490298454636e-05          -0.16236348182435126
                       47        349.9992150443294       0.1999998445768264       0.9999987348568484      0.27000022916380473    0.0030000245811148385       -1.7362453357473764e-06           0.04771405991045269          -0.02091772899068391          0.006307186074413387            10.638310697630207
                       48        349.9992150591695      0.19999984437492102       0.9999987355243556       0.2700002291453538    0.0030000013972003308       -3.7375342467712474e-06        -0.0016017102716917057         -0.029649749732732468       -1.7279323333794372e-05           -0.1624649740078794
                       49         349.999243483771      0.19999987557092225       0.9999999494202283      0.27000022750396324     0.003000000615990316        -4.579968371636206e-06         -0.005842531024642873        0.00025884485908210265         0.0010711588982742488          5.25333167056565e-05
                       50        349.9992434866902      0.19999987557093796       0.9999999494203181      0.27000022750382635     0.003000000615990258        -4.579951233086625e-06         -0.005842532579211513        0.00025884465097501146         0.0010711546319474713         5.279328051988378e-05
                       51        349.9992434837746       0.1999998755709368       0.9999999494202303       0.2700002275039719    0.0030000006159903113        -4.579968427934316e-06         -0.005842529937595609         0.0002588449054137003         0.0010711590088879608        5.2572532766151803e-05
                       52       350.00004780672435      0.19999996068778958        0.999999984000085      0.27000023897035647    0.0030000005729200314        2.5390240558340797e-08        -0.0003250891458221233         0.0001679586102874786         0.0004305454695136555            0.2465877301826062
                       53       350.00004780672435      0.19999996068778958        0.999999984000085      0.27000023897035647    0.0030000005729200314        2.5390240558340797e-08        -0.0003250891458221233         0.0001679586102874786         0.0004305454695136555            0.2465877301826062
