                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                     data               background                    Costf
                        1        300.0469053890605       0.5014020604991254        2.229553703845466      0.10213459452179154     0.007943962360853695  -1.4573434758168536e-06          391.05898346107     0.004670727985543899      0.08105041691768247     0.012550014442733817       0.5083946028994751       1.1305490464368677        76731.91643874026                      0.0        76731.91643874026
                        2       300.04690380839634        0.501402060471513       2.2295537003279566      0.10213459452133375      0.00794396052656209    -1.45734347588771e-06       391.05898295654447     0.004670701749688617      0.08105041695818918     0.012550014433521658       0.5083946028903636       1.1305490505238156        76731.58053704104    4.464056300484322e-10        76731.58053704149
                        3       300.04690523757495       0.5014020604835878       2.2295537003190153       0.1021345945215747     0.007943961493191324  -1.4573434758179205e-06       391.05898337762227    0.0046707280451440585      0.08105041692801244     0.012550014386685054       0.5083946028898836        1.130549047064185        76731.91599514439    8.599517456182078e-14        76731.91599514439
                        4        299.4702133494916       0.5013919863713516       2.2282703700703674      0.10213442750338236      0.00727473650350023  -1.4573693271781779e-06       390.87491157534083     -0.00490120305832453       0.0810651954473605     0.012546653464039645       0.5083912786504658        1.132040135021766        15446.69484796229       59.420777838684565       15506.115625800974
                        5       299.47020769036976       0.5013919858922676       2.2282702631527123      0.10213442749670099     0.007274713852457454  -1.4573693269963027e-06        390.8749089040152    -0.004901199200730423      0.08106519580999577     0.012546651872572576       0.5083912783398709       1.1320401552346036        15446.68451293393        59.42073335448623       15506.105246288416
                        6       282.56169691983723      0.49996056318760196       1.9088181626240637      0.10211446466922319     -0.06040281942543767   -1.456825914447088e-06        382.8934338805086     0.006624647805954542      0.08214868940769351    0.0077916140288455775       0.5074632723779443       1.1924327388088858        86387.39329883271         521.854577794328        86909.24787662704
                        7        291.0159551346644       0.5006762747794767       2.0685442663472156      0.10212444608630278     -0.02656404146096871  -1.4570976208126329e-06        386.8841727279247    0.0008617223738150064      0.08160694242752702     0.010169133746442611       0.5079272755142051        1.162236436915326        39402.90528058992        141.8013278539244        39544.70660844384
                        8        295.2430842420779       0.5010341305754141       2.1484073182087915      0.10212943679484257    -0.009644652478734242  -1.4572334739954054e-06        388.8795421516328   -0.0020197403422547618      0.08133606893744376     0.011357893605241129       0.5081592770823354        1.147138285968546       15170.575391802924       63.401965355659044       15233.977357158583
                        9       293.12951968837115       0.5008552026774454       2.1084757922780035      0.10212694144057269    -0.018104346969851484  -1.4571655474040191e-06       387.88185743977874   -0.0005790089842198773      0.08147150568248539      0.01076351367584187       0.5080432762982703        1.154687361441936       31344.499578885425         93.2993747321304       31437.798953617556
                       10       294.18630196522463       0.5009446666264298       2.1284415552433975      0.10212818911770763    -0.013874499724292865  -1.4571995106997122e-06       388.38069979570577    -0.001299374663237319      0.08140378730996457       0.0110607036405415       0.5081012766903029       1.1509128237052408       26643.261044250725        76.02510207572941       26719.286146326453
                       11       294.71469310365137        0.500989398600922        2.138424436726095       0.1021288129562751    -0.011759576101513554  -1.4572164923475587e-06        388.6301209736693   -0.0016595575027460409      0.08136992812370417     0.011209298622891314       0.5081302768863192       1.1490255548368935       25265.985660836934        69.13214172365291       25335.117802560588
                       12        294.9788886728645       0.5010117645881681       2.1434158774674437      0.10212912487555884    -0.010702114290123898  -1.4572249831714821e-06         388.754831562651   -0.0018396489225004017      0.08135299853057396     0.011283596114066222       0.5081447769843274       1.1480819204027197       22784.000945478776        66.12170554164565        22850.12265102042
                       13        295.1109864574714       0.5010229475817911       2.1459115978381167       0.1021292808352007    -0.010173383384429071  -1.4572292285834436e-06        388.8171868571419   -0.0019296946323775818      0.08134453373400886     0.011320744859653675       0.5081520270333314       1.1476101031856327       24053.166275326108        64.72549844914978       24117.891773775256
                       14       295.17703534977454       0.5010285390786027        2.147159458023455      0.10212935881502164     -0.00990901793158166  -1.4572313512894245e-06       388.84836450438735   -0.0019747174873161718      0.08134030133572631     0.011339319232447402       0.5081556520578334       1.1473741945770894       24300.574781451312         64.0546476525288       24364.629429103843
                       15        295.2100597959263       0.5010313348270083        2.147783388116123       0.1021293978049321    -0.009776835205157952  -1.4572324126424148e-06        388.8639533280101    -0.001997228914785467      0.08133818513658503     0.011348606418844265       0.5081574645700845       1.1472562402728177       24386.534836996867       63.726035441625015        24450.26087243849
                       16        295.2265720190021       0.5010327327012113        2.148095353162457      0.10212941729988737    -0.009710743841946099    -1.45723294331891e-06       388.87174773982144    -0.002008484628520114       0.0813371270370144     0.011353250012042697         0.50815837082621       1.1471972631206817        9782.575145911102         63.5634326330248        9846.138578544127
                       17        295.2348281305401       0.5010334316383127        2.148251335685625      0.10212942704736497    -0.009677698160340172  -1.4572332086571578e-06        388.8756449457271    -0.002014112485387438      0.08133659798722907     0.011355571808641912       0.5081588239542727       1.1471677745446138       12325.996716785445       63.482557052937615       12389.479273838382
                       18         295.230700074771       0.5010330821697621        2.148173344424041      0.10212942217362617    -0.009694221001143135   -1.457233075988034e-06        388.8736963427743   -0.0020112985569537755      0.08133686251212173     0.011354410910342304       0.5081585973902414       1.1471825188326479       10520.985441944364        63.52295935763014       10584.508401301993
                       19        295.2286360468868       0.5010329074354867        2.148134348793249      0.10212941973675677    -0.009702482421544615   -1.457233009653472e-06       388.87272204129783   -0.0020098915927369452      0.08133699477456807     0.011353830461192501       0.5081584841082256        1.147189890976665        9785.684586836462         63.5431871239897         9849.22777396045
                       20        295.2276040329443       0.5010328200683489        2.148114850977854      0.10212941851832205    -0.009706613131745359  -1.4572329764861912e-06       388.87223489055964    -0.002009188110628529      0.08133706090579124       0.0113535402366176       0.5081584274672178       1.1471935770486734        9626.892761814044        63.55330766067282        9690.446069474718
                       21        295.2270880259732       0.5010327763847802        2.148105102070155      0.10212941790910468     -0.00970867848684573  -1.4572329599025507e-06       388.87199131519054   -0.0020088363695743216      0.08133709397140282     0.011353395124330147       0.5081583991467139       1.1471954200846775        9652.235276543934        63.55836959239021        9715.793646136324
                       22        295.2273460294589       0.5010327982265645       2.1481099765240046      0.10212941821371338     -0.00970764580929554   -1.457232968194371e-06       388.87211310287506    -0.002009012240101425      0.08133707743859703     0.011353467680473874       0.5081584133069659       1.1471944985666753        9628.413518017023        63.55583848791684         9691.96935650494
                       23        295.2274750312015       0.5010328091474567        2.148112413750929      0.10212941836601772    -0.009707129470520449  -1.4572329723402808e-06        388.8721739967174   -0.0020091001753649784      0.08133706917219413     0.011353503958545737       0.5081584203870918       1.1471940378076744        9625.079395911705        63.55457303964119        9688.633968951346
                       24         295.227539532073       0.5010328146079028       2.1481136323643906      0.10212941844216988    -0.009706871301132904   -1.457232974413236e-06        388.8722044436385   -0.0020091441429967534      0.08133706503899268     0.011353522097581668       0.5081584239271548       1.1471938074281738        9625.367583257239        63.55394034149358        9688.921523598732
                       25        295.2275072816374       0.5010328118776798       2.1481130230576593      0.10212941840409379    -0.009707000385826678  -1.4572329733767584e-06        388.8721892201779    -0.002009122159180865      0.08133706710559341     0.011353513028063702       0.5081584221571234       1.1471939226179242        9625.065823795794        63.55425668840151        9688.620080484196
                       26        295.2274911564193       0.5010328105125683       2.1481127184042945      0.10212941838505576    -0.009707064928173565  -1.4572329728585197e-06       388.87218160844765   -0.0020091111672729213      0.08133706813889377     0.011353508493304718       0.5081584212721076       1.1471939802127993         9625.03280667836       63.554414863479884         9688.58722154184
                       27       295.22748996378823       0.5010328093921258       2.1481124385270975      0.10212941837036274    -0.009707097270103155    -1.45723296973176e-06        388.8721761087272   -0.0020090703823082926      0.08133706840650017     0.011353504102258282       0.5081584204306092       1.1471940206786613        9625.024029468821        63.55418879621371        9688.578218265035
                       28        295.2275034372308       0.5010328102381583        2.148112534432335      0.10212941838301026    -0.009707065878160106  -1.4572329698631122e-06        388.8721768382888   -0.0020091036429490845      0.08133706661787213     0.011353503700762532       0.5081584207156922       1.1471940162009742        9625.027394389721        63.55435359781241        9688.581747987533
                       29       295.22750086008546       0.5010328089991827        2.148112314137145      0.10212941836466527    -0.009707087571642693  -1.4572329649284997e-06       388.87217451615635    -0.002009078386975907      0.08133706774096708     0.011353501847356649       0.5081584200075159        1.147194031504144         9625.02075002853        63.55422011813161        9688.574970146663
                       30        298.4726601545385       0.5009602963369719       2.0994981684391636      0.10212887783348062     -0.00995814462225972  -1.4564414373940285e-06       387.61167251817085   -2.076915601408654e-05      0.08093514330236906      0.01008708611055622       0.5080113885846412       1.1567038120158162        8955.056129350896       49.952674742964824         9005.00880409386
                       31       298.47264540968763       0.5009602959423025        2.099498162808975      0.10212887782664432    -0.009958170678725788  -1.4564414391225526e-06        387.6116725206397   -2.076932294254371e-05      0.08093514477043827     0.010087087557877537       0.5080113885828657       1.1567038120508664        8953.392165786416        49.95277934754065        9003.344945133957
                       32       298.47266017082575       0.5009602963340787        2.099498167926628      0.10212887783343233     -0.00995814462277017   -1.456441437372205e-06       387.61167251563677  -2.0769199310271755e-05      0.08093514330387723      0.01008708610700772       0.5080113885828417       1.1567038120274362        8955.056122694485        49.95267500849075        9005.008797702976
                       33        298.4726602540529       0.5009602963280895       2.0994981667201627      0.10212887783332905    -0.009958144554242812  -1.4564414373195694e-06       387.61167250975177   -2.076923848362642e-05       0.0809351433040035      0.01008708610098021       0.5080113885786587       1.1567038120543065         8955.06061458385       49.952674974515126        9005.013289558365
                       34        298.6614398519223       0.5009265638318616        2.093526603114026       0.1021283148362189    -0.009965808460926663  -1.4561872979949096e-06       387.58214940830044   -0.0005251886408864552      0.08095281081696329     0.010045840895481009       0.5079904222909373         1.15683919013257        8861.218298636384         53.2179108412959         8914.43620947768
                       35       298.66142552197084       0.5009265633697146       2.0935265856450647      0.10212831482832013     -0.00996583452392351   -1.456187299292595e-06        387.5821493576854   -0.0005251881213820869      0.08095281232255137     0.010045842269377362       0.5079904222484534       1.1568391903959743        8861.160928440973        53.21801100705783        8914.378939448032
                       36       298.66144027044743       0.5009265637614179        2.093526590763931      0.10212831483511395    -0.009965808482226642  -1.4561872975427413e-06        387.5821493524944   -0.0005251880026780056      0.08095281085637719      0.01004584081314075       0.5079904222483782         1.15683919037379        8861.218217118005       53.217906634319554        8914.436123752324
                       37       298.66144063916704       0.5009265635871315       2.0935265627969146      0.10212831483229229    -0.009965809495097589  -1.4561872965457594e-06       387.58214921943954    -0.000525187918937989      0.08095281099809264     0.010045840694174859       0.5079904221519789        1.156839190981524        8861.215522313878        53.21791011164317        8914.433432425521
                       38        298.8877584861864        0.500888462468357       2.0868469263805327      0.10212771720113975    -0.009977407086308324  -1.4559427436464418e-06        387.5519661749294    -0.000180015680291086      0.08097413258316354      0.01000131086711485       0.5079674038327482       1.1569696565637626        8840.544176016896        51.02015605955937        8891.564332076456
