                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                     data               background                    Costf
                        1         820.199481660381      0.47666323867506755      0.19559305540738287       0.3050773354868016    -0.004105408455432964   -4.243684354012647e-06        312.8456081174688     0.005039516995176826       0.1805277693649978     0.005050858153201718      0.49922309158317857       0.8211348983542739       145456.01657962438                      0.0       145456.01657962438
                        2        820.1994801561805      0.47666323850771697      0.19559306200121895       0.3050773354851786   -0.0041054223354421516   -4.243684354960233e-06        312.8456078805027     0.005039497628366882      0.18052776953308736     0.005050859070616656       0.4992230915836552       0.8211349005919434       145455.49967013657     2.64462163597277e-10       145455.49967013684
                        3        819.3529199268543      0.47656905402428085       0.1993040559857615       0.3050764220861943    -0.011917055799257437   -4.244217654329216e-06          312.71224394939    -0.005860093186213223      0.18062236991445543     0.005567177837894663      0.49922335980926075       0.8223942552343108        34745.23544345123           83.76629312229        34829.00173657352
                        4        819.3529195873028      0.47656905396871146      0.19930406379184973      0.30507642208576796    -0.011917056669745258   -4.244217654390108e-06       312.71224391511083    -0.005860092695734827      0.18062236999071407     0.005567178096445527       0.4992233598095924       0.8223942555854838         34745.2338896249        83.76628770766808       34829.000177332564
                        5        805.0778427704251       0.4742328618729532       0.5274796924384209       0.3050584999349652     -0.04851322374905007   -4.246777605798292e-06        311.2711162224889     0.014760103186295698      0.18382835913771717      0.01643691158092504       0.4992373059189551       0.8371579155847043         370251.208426337       281.70279638599175       370532.91122272296
                        6        812.2153813486397      0.47540095794861703       0.3633918742120912      0.30506746101057974    -0.030215139774153753   -4.245497630063754e-06       311.99168008593944     0.004450005000041237       0.1822253645260863     0.011002044709409851       0.4992303328641079       0.8297760854095075        136739.1293859918        76.34140252731022       136815.47078851913
                        7         815.784150637747        0.475985005986449      0.28134796509892723        0.305071941548387    -0.021066097786705595   -4.244857642196485e-06        312.3519620176647   -0.0007050440930859931      0.18142386722027087     0.008284611273652258      0.49922684633668435       0.8260851703219092        712522.5767628354        53.45556226809245        712576.0323251034
                        8        817.5685352823007       0.4762770300053649      0.24032601054234526       0.3050741818172906    -0.016491576792981518    -4.24453764826285e-06        312.5321029835273    -0.003282568639649608      0.18102311856736314      0.00692589455577346       0.4992251030729725         0.82423971277811        47576.44827915358        61.96135630601431        47638.40963545959
                        9        818.4607276045774       0.4764230420148229      0.21981503326405338       0.3050753019517425    -0.014204316296119478   -4.244377651296033e-06       312.62217346645866   -0.0045713309129314155      0.18082274424090927     0.006246536196834062       0.4992242314411166       0.8233169840062103        38813.02781374779        71.20143186685792       38884.229245614646
                       10        818.9068237657159      0.47649604801955187      0.20955954462490745      0.30507586201896836     -0.01306068604768846  -4.2442976528126245e-06        312.6672087079243     -0.00521571204957232      0.18072255707768237     0.005906857017364362       0.4992237956251887       0.8228556196202605        36220.04242596263        77.06826428275043        36297.11069024538
