                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                     data               background                    Costf
                        1        826.7786225234692      0.47937975330564675         1.03630477382793      0.22395444341058768     0.007818408049568234   -5.935443126356086e-06       405.15484200545956     0.006504872433049027      0.13234610099156435     0.005065891180911197      0.44159664184456365       0.7472896197584549        533707.8503833183                      0.0        533707.8503833183
                        2        826.7786220154801       0.4793797532697024       1.0363047771269187      0.22395444341010837     0.007818406585900092   -5.935443126451872e-06        405.1548414803937     0.006504848231414989      0.13234610102146144     0.005065891367424746       0.4415966418434177       0.7472896224834434        533707.0167140797   3.7978455853064863e-10          533707.01671408
                        3        826.7786224741251       0.4793797532918558        1.036304774530123      0.22395444341044413     0.007818407629835801   -5.935443126382174e-06       405.15484189663374      0.00650487248061856      0.13234610099996216    0.0050658912671167015      0.44159664184299074       0.7472896203560597        533707.8498506804   2.1124683474970127e-14        533707.8498506804
                        4        826.2428220173439      0.47934184109779254       1.0397843757132392      0.22395393784797946      0.00627460685002841   -5.935544156543552e-06       404.60102977598535    -0.019021755224451542       0.1323776348803058     0.005262615993395347       0.4415954331517503        0.750163796302928         94092.8421597183       422.50787804954416        94515.35003776784
                        5         826.242819963526      0.47934184047973116       1.0397844513997168       0.2239539378409932     0.006274604363714814   -5.935544156749252e-06       404.60102406548015     -0.01902175017584036      0.13237763526813057    0.0052626197214278286        0.441595433063761       0.7501638278800843        94092.82651646808        422.5077119013149         94515.3342283694
                        6         826.242726145778       0.4793418131231645        1.039787775253803       0.2239539375313358     0.006274482491724499   -5.935544166458332e-06        404.6007708161931    -0.019021690764193258      0.13237765246581176     0.005262782008826617       0.4415954291998027       0.7501652269815613        94092.14953347194        422.5057890829903        94514.65532255493
                        7        826.2428141953139      0.47934183983333817        1.039784396703853      0.22395393783352813     0.006274602386144175   -5.935544155640865e-06        404.6010241014253     -0.01902175345749342      0.13237763558837187     0.005262597699307349      0.44159543297245596        0.750163827432801        94092.82930191867        422.5078210583616        94515.33712297703
                        8        790.9071639548646      0.47075812051686683       1.8559888283258328      0.22385655008845262      -0.0296427420762076   -5.936257105265405e-06       335.49253473609394     0.002352531951420573       0.1376240432333199     0.012027951780885372      0.44038101257172657       1.1316182041788325       13011.887642623995        171.5031431831709       13183.390785807165
                        9         614.228873642468      0.42783951761223843          5.9370110913888      0.22336961129081837     -0.20922948670738759   -5.939821848874671e-06       -10.04994046336327      0.10922396783078117       0.1638560849983905       0.0458546307183355      0.43430890967160785        3.038890243558356       2479712.4785168758       12227.573491231968        2491940.052008108
                       10        702.5680187986662      0.44929881906455266        3.896499959857316      0.22361308068963548     -0.11943611439179758  -5.9380394770700374e-06       162.72129713636537      0.05578824989110088       0.1507400641158552     0.028941291249610437       0.4373449611216672       2.0852542238685943        642301.1258983643        3426.393729211596         645727.519627576
                       11        746.7375913767654       0.4600284697907097       2.8762443940915743      0.22373481538904405      -0.0745394282340026   -5.937148291167721e-06       249.10691593622965     0.029070390921260722      0.14418205367458756      0.02048462151524791       0.4388629868466969       1.6084362140237136       183698.49943143324       1105.6622891983911       184804.16172063164
                       12        768.8223776658149       0.4653932951537883        2.366116611208704      0.22379568273874834    -0.052091085155105105   -5.936702698216563e-06       292.29972533616177      0.01571146143634065       0.1409030484539537      0.01625628664806664      0.43962199970921173        1.370027209101273        64106.63285475934       465.26117944103305        64571.89403420037
                       13        779.8647708103399      0.46807570783532754        2.111052719767267      0.22382611641360048     -0.04086691361565635   -5.936479901740985e-06        313.8961300361279     0.009031996693880611      0.13926354584363682     0.014142119214476006       0.4400015061404692        1.250822706640053       31393.276591648042       275.05177712466485       31668.328368772705
                       14        785.3859673826022       0.4694169141760972         1.98352077404655      0.22384133325102656     -0.03525482784593198  -5.9363685035031946e-06        324.6943323861109     0.005692264322650593      0.13844379453847835     0.013085035497680688       0.4401912593560979       1.1912204554094428       22011.681745091097       212.44486410705866       22224.126609198156
                       15        788.1465656687335        0.470087517346482       1.9197548011861905      0.22384894166973957     -0.03244878496106979     -5.9363128043843e-06        330.0934335611024     0.004022398137035581      0.13803391888589914     0.012556493639283031      0.44028613596391225       1.1614193297941378       18445.997491209022       189.26585463339998        18635.26334584242
                       16         789.526864811799       0.4704228189316744       1.8878718147560107       0.2238527458790961    -0.031045763518638695   -5.936284954824852e-06        332.7929841485982    0.0031874650442280774       0.1378289810596095     0.012292222710084202      0.44033357426781944       1.1465187669864851        17911.87038913343       179.70746165535672       18091.577850788788
                       17        790.2170143833317      0.47059046972427065       1.8719303215409209      0.22385464798377436    -0.030344252797423147   -5.936271030045129e-06       334.14275944234606    0.0027699984978243252       0.1377265121464647     0.012160087245484787      0.44035729341977303        1.139068485582659        17615.81199253799       175.43604310603163        17791.24803564402
                       18        790.5620891690983      0.47067429512056874       1.8639595749333768       0.2238555990361135    -0.029993497436815366   -5.936264067655268e-06       334.81764708922003     0.002561265224622449       0.1376752776898923      0.01209401951318508       0.4403691529957498       1.1353433448807457       17482.892619646234       173.42727831629318       17656.319897962527
                       19        790.7346265619814       0.4707162078187178       1.8599742016296048      0.22385607456228304    -0.029818119756511486   -5.936260586460336e-06         335.155090912657    0.0024568985880215116       0.1376496604616061     0.012060985647035227       0.4403750827837382       1.1334807745297892                      nan       172.45463204265502                      nan 
nan reached, no restart               
 finished
