                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                     data               background                    Costf
                        1                    650.0                     0.45                      0.5                     0.14                    0.005                   -3e-06                    380.0                    0.006                      0.1                     0.01                      0.6                      1.0       170829.65862981218                      0.0       170829.65862981218
                        2        649.9999992115365      0.44999999994832574       0.5000000106050315      0.13999999999878499     0.004999996565333756   -3.000000000227487e-06       379.99999953480904     0.005999974679120272      0.10000000003616223     0.010000000132239109        0.599999999998868       1.0000000035942225       170829.15277512788    4.167744647290075e-10       170829.15277512828
                        3        649.9999998764199       0.4499999999759979       0.5000000062666103      0.13999999999954207     0.004999998188856542  -3.0000000001142297e-06        379.9999999199977     0.006000000147483255      0.10000000001037522     0.010000000065033383       0.5999999999983188       1.0000000006654424       170829.65589936826   3.7863367680983435e-13       170829.65589936826
                        4        649.5492064145751       0.4499704558970836       0.5060632876307309      0.13999930533056096    0.0030362747971598505   -3.000130062644788e-06       379.73403318099776    -0.008476879598124666      0.10002067527263446     0.010075605968879795       0.5999993527938791       1.0020549494389934        27160.37215589869       136.23649019872585        27296.60864609742
                        5        649.5492029213664       0.4499704551751912       0.5060635449847037      0.13999930531695948    0.0030362651798220837   -3.000130062881442e-06         379.734030496923    -0.008476864950378618      0.10002067565615085     0.010075607763192157       0.5999993527292967       1.0020549718869727        27160.35818546174       136.23621957996224       27296.594405041702
                        6        649.5491887712169      0.44997045256724294        0.506064442962229      0.13999930526705456    0.0030362227961533653  -3.0001300638285047e-06       379.73402029125276    -0.008476867185507274      0.10002067704606565     0.010075614237001006       0.5999993524985219       1.0020550566474673       27160.322345302404       136.23628003230996       27296.558625334714
                        7        649.5491916534825      0.44997045396485796       0.5060638612789337       0.1399993052912679    0.0030362802336758947   -3.000130055799683e-06         379.734025898039    -0.008476878133092577      0.10002067624219765     0.010075610488497738       0.5999993525635221       1.0020550102119117        27160.35400255159        136.2364603539334       27296.590462905522
                        8         649.549199429907      0.44997045459094515       0.5060632047516229      0.13999930529666438    0.0030362748923415707  -3.0001300587921387e-06       379.73402993299817    -0.008476878355837334      0.10002067583208393      0.01007560844532844       0.5999993525307612       1.0020549774286103       27160.368032090886       136.23646685478198       27296.604498945668
                        9        649.5491811189797      0.44997045100910144       0.5060630218987541      0.13999930520535522     0.003036269426189684   -3.000130048359423e-06        379.7340224834606    -0.008476899526677179      0.10002067717856926     0.010075612581087343       0.5999993518262525       1.0020550422863927        27160.36439195987        136.2368664586809        27296.60125841855
                       10        600.0215991491815       0.4416127994923644        0.982675310872704       0.1397983995315247    0.0005516554141962058   -2.976104351932758e-06       355.44646193325434    0.0011712040235380998      0.10381427240661861     0.027164088549103363       0.5985563940147296       1.2085093978657329       179885.35479165832       21.149200122638863       179906.50399178095
                       11        624.7854027818784        0.445791627694724       0.7443692992517175      0.13989885243104283    0.0017939651056780282   -2.988117207288773e-06         367.590247557126   -0.0036528377872932834      0.10191747383962654      0.01861984725899158       0.5992778734043044        1.105282173652363        9865.123645076728        62.49234574555739        9927.615990822285
                       12        612.4035009655299       0.4437022135935442       0.8635223050622116      0.13984862598128378    0.0011728102599371168   -2.982110779610766e-06       361.51835474519015   -0.0012408168818775923      0.10286587312312258     0.022891967904047475       0.5989171337095169        1.156895785759048        7273.870064200072        37.77064808031689        7311.640712280389
                       13        612.4034959111435      0.44370221253294584       0.8635223634183511       0.1398486259574826    0.0011728107426329597  -2.9821107498025753e-06       361.51835201777266   -0.0012408158249120399      0.10286587357241743     0.022891969868337803        0.598917133437608       1.1568958086431342        7273.864818692583        37.77063840704925        7311.635457099632
                       14        612.4035008840663      0.44370221321801867        0.863522310863118      0.13984862597174041    0.0011728102564426126   -2.982110774012256e-06        361.5183545846831   -0.0012408168117331734      0.10286587312664368     0.022891968031990353       0.5989171335683979        1.156895787222079        7273.869976558234        37.77064746777945        7311.640624026014
                       15        612.4035012565124      0.44370221322661546        0.863522306396213      0.13984862597149514    0.0011728102598907134   -2.982110775197998e-06       361.51835475217587   -0.0012408168916028329      0.10286587312782078     0.022891968158238823       0.5989171335657233       1.1568957856745035        7273.870051634845        37.77064823687906        7311.640699871725
                       16        612.4035018619168       0.4437022128942594       0.8635223062261304       0.1398486259619464    0.0011728102593906121  -2.9821107711203778e-06       361.51835478772574   -0.0012408168820732153      0.10286587310237107     0.022891968440909724       0.5989171334104586       1.1568957856093063         7273.87004816091       37.770648219011484        7311.640696379922
                       17        694.6987963028959       0.3478956772968492       1.2934568422459414      0.13726704853035362     0.001332005691946767  -1.7814336700932145e-06        358.3863757148537   0.00047404150756564546      0.10246142201518303      0.08934056638600114       0.5600727152751629       1.1968871069651221        2779.852654869935        85.84809750449229       2865.7007523744273
                       18        694.6987962494735       0.3478956770109532        1.293456840934649      0.13726704852455987     0.001332005700810076  -1.7814336637876261e-06       358.38637572951285   0.00047404147920741303       0.1024614220165243      0.08934056660601057       0.5600727151200142       1.1968871066744398        2779.852619148927        85.84809805151724        2865.700717200444
                       19        694.6987964336787      0.34789567673973604        1.293456842224904      0.13726704851815089     0.001332005693241063   -1.781433662580273e-06        358.3863756932382   0.00047404152013469456      0.10246142200370956      0.08934056664437356        0.560072715029553       1.1968871071691753       2779.8526453921745        85.84809783253296       2865.7007432247074
