                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                     data               background                    Costf
                        1         623.677559604882       0.3809329405632291       1.4944430961880155       0.1057221582552526     0.004874715330639137   -8.593079830958908e-06        404.6549606674708      0.00861105973308534      0.14114635629361535      0.02016748810234179       0.5139061889302032       0.6399503561842605        711031.3514314828                      0.0        711031.3514314828
                        2        623.6775587043363        0.380932940529699       1.4944430963987436      0.10572215825427178     0.004874711303673805   -8.593079831175433e-06        404.6549600817294       0.0086110325164873      0.14114635632221034      0.02016748816275222       0.5139061889283425       0.6399503588631975        711030.2462841927    4.818037009886973e-10        711030.2462841931
                        3         623.677559488826       0.3809329405480068       1.4944430949265897       0.1057221582546807    0.0048747105229699885   -8.593079831136097e-06       404.65496054113225     0.008611059649843556       0.1411463562982411      0.02016748812985117       0.5139061889269342       0.6399503567861151        711031.3182917552    2.572696114994843e-12        711031.3182917552
                        4        622.6890309128908       0.3808961345375087       1.4946744126553195      0.10572108160401256    0.0004543167550486518    -8.59331751146031e-06       404.01199257153166     -0.02126459135690626      0.14117774500682476     0.020233800612190104       0.5139041463980718       0.6428910244448895       116004.69335859359         580.546766834573       116585.24012542816
                        5        622.6890297003282      0.38089613445691517       1.4946744110713759      0.10572108160202762    0.0004543009344991321   -8.593317512501636e-06        404.0119923679786    -0.021264597253773384       0.1411777450734589     0.020233800791593766       0.5139041463954432       0.6428910254153875       116004.36706765158        580.5470106956634       116584.91407834724
                        6        621.8217038426554        0.380838487263899       1.4935414428184828      0.10571966180998835    -0.010861875140327906   -8.594062355778934e-06        403.8663942670789    -0.025482528280188342       0.1412254073651692     0.020362125249424025        0.513902266186042       0.6435852064416653       127814.70707884671        780.7339864610593       128595.44106530776
                        7         622.255367377773      0.38086731090070386       1.4941079277369003      0.10572037170700047    -0.005203779192639628   -8.593689933619623e-06       403.93919341930524      -0.0233735598185473        0.141201576185997     0.020297962930807063       0.5139032062920569       0.6432381154432775       118499.06674944928        674.2010697426872       119173.26781919197
                        8         622.472199145332      0.38088172271910625         1.49439117019611       0.1057207266555065   -0.0023747312187954875   -8.593503722539966e-06        403.9755929954185     -0.02231907558772678      0.14118966059641086     0.020265881771498583       0.5139036763450644       0.6430645699440835       114294.01063298549        625.7640915623479       114919.77472454784
                        9        622.3637832615526       0.3808745168099051        1.494249548966506      0.10572054918125348   -0.0037892552057175568   -8.593596828079795e-06       403.95739320736186     -0.02284631770313704      0.14119561839120393     0.020281922351152823       0.5139034413185606       0.6431513426936805       115721.33678880386        649.5801239709469        116370.9169127748
                       10        622.4179912034422       0.3808781197645057        1.494320359581307      0.10572063791837999    -0.003081993212256522    -8.59355027530988e-06       403.96649310139014    -0.022582696645431912       0.1411926394938074     0.020273902061325705       0.5139035588318125        0.643107956318882       119887.08118202379        637.5714935962549       120524.65267562005
                       11        622.4450951743871        0.380879921241806       1.4943557648887094      0.10572068228694326   -0.0027283622155260057   -8.593526998924924e-06       403.97104304840434    -0.022450886116579343      0.14119115004510913     0.020269891916412142       0.5139036175884384       0.6430862631314828       119632.97753166544         631.642639036703       120264.62017070214
                       12        622.4586471598595      0.38088082198045614       1.4943734675424096      0.10572070447122489   -0.0025515467171607475   -8.593515360732444e-06        403.9733180219114    -0.022384980852153062         0.14119040532076     0.020267886843955363       0.5139036469667514       0.6430754165377831        118588.0770940347        628.6970769138759       119216.77417094857
                       13        622.4654231525957       0.3808812723497812       1.4943823188692598      0.10572071556336571    -0.002463138967978118   -8.593509541636205e-06       403.97445550866496    -0.022352028219939923      0.14119003295858543     0.020266884307726975       0.5139036616559078       0.6430699932409333       119147.84517231554        627.2290121416997       119775.07418445725
                       14        622.4688111489639       0.3808814975344437       1.4943867445326848      0.10572072110943609   -0.0024189350933868023   -8.593506632088088e-06        403.9750242520417     -0.02233555190383335      0.14118984677749816     0.020266383039612777       0.5139036690004861       0.6430672815925084       119336.17412357488        626.4961588279207        119962.6702824028
                       15        622.4705051471478        0.380881610126775       1.4943889573643965       0.1057207238824713    -0.002396833156091146   -8.593505177314027e-06        403.9753086237301    -0.022327313745780064      0.14118975368695452     0.020266132405555682       0.5139036726727753       0.6430659257682959       109822.26119287434        626.1300269391083       110448.39121981345
                       16        622.4696581480558       0.3808815538306094       1.4943878509485415      0.10572072249595371   -0.0024078841247389743   -8.593505904701056e-06        403.9751664378859    -0.022331432824806707      0.14118980023222633     0.020266257722584228       0.5139036708366307       0.6430666036804021       119377.76865978343        626.3130683195078       120004.08172810293
                       17        622.4700816476018       0.3808815819786922        1.494388404156469       0.1057207231892125   -0.0024023586404150607   -8.593505541007542e-06         403.975237530808    -0.022329373285293386      0.14118977695959042     0.020266195064069955        0.513903671754703        0.643066264724349         121968.160110552        626.2215414883066        122594.3816520403
                       18        622.4702933973749       0.3808815960527336       1.4943886807604336      0.10572072353584192    -0.002399595898253102   -8.593505359160784e-06       403.97527307726904    -0.022328343515536725      0.14118976532327246      0.02026616373481282       0.5139036722137391       0.6430660952463225       110908.89722263854         626.175782678457         111535.073005317
                       19        622.4703992722615       0.3808816030897543       1.4943888190624168      0.10572072370915661   -0.0023982145271721246   -8.593505268237405e-06       403.97529085049956    -0.022327828630658395      0.14118975950511348      0.02026614807018425       0.5139036724432572       0.6430660105073093       109977.87193544192        626.1529044249702       110604.02483986689
                       20        622.4704522097046      0.38088160660826464       1.4943888882134058      0.10572072379581393   -0.0023975238416316345   -8.593505222775717e-06        403.9752997371148     -0.02232757118821923        0.141189756596034     0.020266140237869965       0.5139036725580162       0.6430659681378026        109839.6826090302        626.1414655860862       110465.82407461629
                       21        622.4704786784263      0.38088160836751983        1.494388922788902      0.10572072383914263   -0.0023971784988613904   -8.593505200044871e-06        403.9753041804225    -0.022327442466999647      0.14118975514149426     0.020266136321712824       0.5139036726153957       0.6430659469530493       109818.86265554263        626.1357462386089       110444.99840178124
                       22        622.4704919127871       0.3808816092471474       1.4943889400766501      0.10572072386080697    -0.002397005827476268   -8.593505188679449e-06        403.9753064020763    -0.022327378106389854      0.14118975441422438     0.020266134363634253       0.5139036726440854       0.6430659363606727       109817.84202690417        626.1328865828614       110443.97491348702
                       23        622.4704852956065       0.3808816088073336        1.494388931432777       0.1057207238499748    -0.002397092163168829    -8.59350519436216e-06       403.97530529124936     -0.02232741028669475      0.14118975477785933     0.020266135342673536       0.5139036726297406       0.6430659416568609        109817.6364438234        626.1343164092358       110443.77076023264
                       24        622.4704886041968       0.3808816090272405       1.4943889357547135      0.10572072385539089    -0.002397048995322549   -8.593505191520804e-06        403.9753058466628    -0.022327394196542304      0.14118975459604186     0.020266134853153896       0.5139036726369131       0.6430659390087667       109817.56489794375        626.1336014956739       110443.69849943943
                       25        622.4704883935955      0.38088160901232637       1.4943889357187938      0.10572072385491385   -0.0023970490237022572   -8.593505191451839e-06       403.97530574945034    -0.022327394093297346      0.14118975461670338      0.02026613488698066       0.5139036726339558       0.6430659394764201       109817.56421180503        626.1335974019648       110443.69780920699
                       26        622.4704886285514       0.3808816090243395       1.4943889370233414      0.10572072385475056    -0.002397048997104489   -8.593505191300032e-06        403.9753054571312    -0.022327393845562194      0.14118975456355395     0.020266134851921306       0.5139036726261585       0.6430659408694689       109817.56290221092        626.1335874259086       110443.69648963683
                       27        622.4704885074432       0.3808816090223651       1.4943889359407425      0.10572072385480738   -0.0023970489992310344     -8.5935051912317e-06        403.9753057385291    -0.022327394180744174      0.14118975458825428     0.020266134856341093       0.5139036726309009       0.6430659395241817        109817.5646564546        626.1336008686508       110443.69825732325
                       28        623.3917519276115      0.38077090345942777       1.5426793865167614      0.10569632372389037   -0.0024651668908935625    -8.58508829721029e-06        389.1447873339984    -0.008968655831752492       0.1399530209359899     0.020219510343062744       0.5134940691168369       0.7139078408544257       143657.34867145674       206.40627133890945       143863.75494279564
                       29         622.931120265904      0.38082625624333416       1.5185341611357366      0.10570852378964063   -0.0024311079431080553   -8.589296744365547e-06        396.5600465903306    -0.015648025014147398      0.14057138776601588      0.02024282259810832       0.5136988708768749       0.6784868899315962                      nan       387.32370707595476                      nan 
nan reached, no restart               
 finished
