                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                 backgr_grad_h             backgr_grad_alpha           backgr_grad_sca_sto                backgr_grad_wg        backgr_grad_gammatheta            backgr_grad_gammaq               backgr_grad_CO2            backgr_grad_advCO2               backgr_grad_z0m               backgr_grad_z0h             backgr_grad_FracH  backgr_grad_obs_sca_cf_CO2mh                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta             Costf_grad_gammaq                Costf_grad_CO2             Costf_grad_advCO2                Costf_grad_z0m                Costf_grad_z0h              Costf_grad_FracH   Costf_grad_obs_sca_cf_CO2mh
                        1        528.7757964530476      0.29100903695729086      0.08647059165573695       0.3233380590260679    0.0022824230409549803   -2.791943484359689e-06       488.93278282470783    0.0061830059036732925      0.15172571290693887     0.014647687397733393       0.6468212010905918       1.5336598055282356                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0             36.68993847533239             11745.33385215752            -51755.09878759667            -628.3951128958399             2118336.601729648             56280690.57076869            1546.1369252193524            13002681.216500413            -4122.749260325671            -27035.31493510527           -2059.7636668496084            -429126.8279357936
                        2        528.7757957613301       0.2910090369443892      0.08647062997164667      0.32333805902622725     0.002282419098419369   -2.791943484401397e-06       488.93278213713074    0.0061829815150493475      0.15172571291707065      0.01464768744929927       0.6468212010944079       1.5336598106319068        -3.458587798377266e-11       -1.1468159755168017e-09         3.405858642027384e-08        1.4166445794216997e-11         -0.000876119024743728        -9.268516853172305e-06        -5.500616680365056e-10          -0.03160765663276499         2.026356860085343e-09        1.0313175313747536e-06        1.9080292901207938e-10        1.1341491696410027e-07             36.68982867784682            11745.253558472667            -51755.08166533877            -628.4034904214626             2118320.488992658             56276921.96786027            1546.1332723552457            13002646.964803621            -4122.731886815348            -27035.19623465207           -2059.7629032761183            -429125.8205034514
                        3        528.7757964566335       0.2910090369754349      0.08647062863509092       0.3233380590270155     0.002282429692240351  -2.7919434833868935e-06        488.9327826703645    0.0061830028439698185      0.15172571290237494     0.014647687371187124       0.6468212010942194       1.5336598067016771        1.7929551177076066e-13        1.6128037177370262e-09         3.287053686030895e-08          8.42338544594491e-11         0.0014780634156808586        0.00021617673712554116       -1.2347468327789103e-10         -0.003965375702422169        -9.127865130409417e-10        -5.309253731100583e-07         1.813771355330118e-10         2.607647924751038e-08            36.689976959425685            11745.398492231088           -51755.090148705596            -628.3876488844777            2118347.4132783604             56284346.48836526            1546.1367946506232            13002679.491951408            -4122.763250276396           -27035.402143644023            -2059.763996057552           -429126.79307905823
                        4        528.5249510906169      0.29101096452409314      0.11395213356843037       0.3233384634285487     0.003275923139584328   -2.791603182848719e-06        488.6257318629109   -0.0038256853731190987        0.151727738420845     0.014656783743925154       0.6468239178494449        1.535949108525339       -1.2542268121535471e-05        0.00017133927131417358           0.02442803725572748         3.594688718540813e-05             220.7777996954106             75.62255799330391         -0.000245640769437523           -12971.263894722939        0.00040510278122574123           0.18192692383522252        0.00013583794265525914          0.050873399935630954            5.0128492318678814              850.064599757652            -42642.21812783802           -1503.7462511965803           -103198.97639457317           -144218224.66273803            159.36899205484747           -168822.84875442152           -1559.2853624690763            -8997.320120240358            -1842.303269990991            -47035.13925325742
                        5        528.5249509982136       0.2910109645231319       0.1139521657304261      0.32333846342892797     0.003275923137267929  -2.7916031827440447e-06        488.6257318070633   -0.0038256853333921096      0.15172773842467863     0.014656783760961483        0.646823917852847       1.5359491088864636       -1.2542272741700345e-05         0.0001713391858714096          0.024428065844168134        3.5946920896713484e-05            220.77779918065522             75.62258125424037       -0.00024564081411563167            -12971.26384323676        0.00040510354795131315           0.18192726456180142        0.00013583811275807986          0.050873407960623965             5.012849303729268             850.0657227965507            -42642.21528721438           -1503.7459900331617           -103198.96554195194           -144218218.99162784            159.36899191459915           -168822.83862118676            -1559.285296198564             -8997.31860385111           -1842.3030419145418            -47035.13947121637
                        6        528.5249509763453      0.29101096450429764       0.1139521335662117       0.3233384634279233    0.0032759231369458804   -2.791603182804849e-06        488.6257318067339   -0.0038256853549329343      0.15172773842226392     0.014656783717402108       0.6468239178464568       1.5359491089202055       -1.2542273835117612e-05        0.00017133751171430036          0.024428037253755332         3.594683159037338e-05            220.77779910908893             75.62256774218257       -0.00024564081437915774            -12971.26387115367        0.00040510306500984855           0.18192639337430427         0.0001358377932469956           0.05087340871044393             5.012849205066927             850.0645798398001            -42642.21813263913           -1503.7462529272711           -103198.97864028267           -144218225.35019845            159.36899113641013           -168822.84877208085           -1559.2853542486998            -8997.320114175236            -1842.303269516637            -47035.13898725286
                        7        505.9967947689963       0.2873388372106469       0.6062011274835122        0.323228717297959     0.002752962558596915   -2.781894385647837e-06        477.3910202296422   0.00014291797780011366      0.15204862079973605      0.01001736648558419       0.6463239330911702       1.6144361385705244        -0.0011389500842025656          -0.32623997747946254             0.461982698513578         -0.009719264720790358            104.56433725376328            2233.1330470782027         -0.009233410076052497           -7827.9539519316395           0.06458157855943612            -92.60641824298403          -0.02486339997108122            1.7950296231619736          -0.18525902537246905             6752.865936571061           -11084.639473362326             530.5357409333498           -439431.38660966547           -248992795.97962424           -2.8382956921668128             55316.94528132119             40.87611067432643            -5561.220736320072            1007.4623420487992           -1059.9944718546867
                        8        505.9967948622784      0.28733883701253626       0.6062013466556468       0.3232287172943652     0.002752984401455694   -2.781894380719675e-06       477.39102026335297   0.00014291520671209056      0.15204862079705314     0.010017366768879151         0.64632393304132       1.6144361389072206        -0.0011389500795384606          -0.32623999508929713           0.46198289333325326         -0.009719265040238529            104.56919122238087            2233.1341422252644         -0.009233410049083887            -7827.957543261718           0.06458157802285423            -92.60641257708482         -0.024863402463592973             1.795029630644112          -0.18522795147717933             6752.956065309863           -11084.620638261142             530.5432946215217             -439408.603183549           -248986082.80056104           -2.8379294119218086            55319.213331154046            40.855919526212105           -5561.4404320457215            1007.4611694840285           -1060.0983157261437
                        9        505.9967945049118      0.28733883688914086       0.6062014020591437      0.32322871729204794     0.002752962980552424  -2.7818943825360577e-06       477.39102016628044   0.00014291159582840822      0.15204862082885914     0.010017367127603906       0.6463239330280622       1.6144361398177152        -0.0011389500974067915           -0.3262400060577776            0.4619829425808061         -0.009719265246216973            104.56443102165412             2233.133738584701         -0.009233410126741911             -7827.96222296697           0.06458158438405469            -92.60640540258973         -0.024863403126479385            1.7950296508773247           -0.1852825753467536                6752.858400021            -11084.62495382779             530.5355826873273           -439432.61396613676            -248992945.3103196            -2.839191467734044            55308.438596374486             40.87816939622367            -5561.212991457013            1007.4636664931558           -1059.7464325339404
                       10        505.9967944265627       0.2873388360078508       0.6062021339165771       0.3232287172756459    0.0027529615641943123   -2.781894374578527e-06       477.39102062539484    0.0001429198009003105      0.15204862090765944     0.010017368923450717       0.6463239328515784       1.6144361385518793        -0.0011389501013242466           -0.3262400843946701           0.46198359312074677         -0.009719266704176653            104.56411627540712            2233.1355069248443         -0.009233409759450388           -7827.9515891937845           0.06458160014411461             -92.6063694856535         -0.024863411950670763            1.7950296227476383           -0.1852560644421286             6752.869074945634           -11084.595122175424             530.5375434302745           -439431.59229004156            -248992995.6627806           -2.8381040940840743            55318.825552851005            40.875134814309256            -5561.242229078239            1007.4666007750977           -1060.0445475351676
                       11       505.99679488044853       0.2873388369390847       0.6062011279414197       0.3232287172904484     0.002752962565287664  -2.7818943829177824e-06        477.3910203122174   0.00014291796345952245      0.15204862083558435     0.010017367264730579       0.6463239329918958        1.614436138360076         -0.001138950078629955          -0.32624000161832634            0.4619826989206069         -0.009719265388399536            104.56433874059643             2233.133653756987          -0.00923341000999235            -7827.953970517046           0.06458158572909543            -92.60640266005628         -0.024863404934799545            1.7950296184853443          -0.18525899418153402             6752.865863953959           -11084.639475676184             530.5357321331833           -439431.38630600274           -248992795.74170053            -2.838295031483039             55316.94536990307            40.876128732195696            -5561.219850619761            1007.4623128516124           -1059.9946490734346
                       12       508.06671314000573      0.28178738416412585       0.8592732731925263       0.3230778256064983    0.0032267030985691477   -2.726245439846586e-06       479.07509134858475   -0.0001952686049275197       0.1527687130937853     0.025697532197216127       0.6443425297057328       1.6104398292226882        -0.0010354541656520952           -0.8197024705035558            0.6869357169215906         -0.023131859517297768             209.8400128031483            14599.565447356144         -0.007886153180898465            -8266.243763146653           0.20860003736928864             220.9968959896547          -0.12393356924295106            1.7062227487656154           0.07227630278196057             6304.108365064003           -1686.7935722230889             730.8309914392312            -91359.69464871883           -160335566.55448884              9.28133592669893            23335.820552966525           -358.58056301960437            -4291.897734781819             1515.989666109342            -3216.850092062216
                       13         508.066713101447        0.281787383923099       0.8592732744979177       0.3230778256003905    0.0032267031017286117  -2.7262454368727627e-06        479.0750913417688  -0.00019526860722320592      0.15276871312701043      0.02569753237174101       0.6443425296132472        1.610439829271268        -0.0010354541675800307            -0.819702491928166            0.6869357180819384         -0.023131860060211628            209.84001350525142            14599.566108205792         -0.007886153186351203            -8266.243766121863           0.20860004401431206             220.9968994801524           -0.1239335738672298            1.7062227498451665           0.07227628066056936             6304.108326127586            -1686.793529261784             730.8309892838902            -91359.69447588523              -160335566.27159             9.281335165384657            23335.814512231213           -358.58055948378865           -4291.8976921690555            1515.9896647884882           -3216.8498682579593
                       14       508.06671353977345      0.28178738374262385       0.8592732743697002       0.3230778255953003    0.0032267031040723567   -2.726245433625283e-06        479.0750913846395  -0.00019526860189807756      0.15276871314271154     0.025697532434771984       0.6443425295270649        1.610439829108037        -0.0010354541456637095           -0.8197025079704002            0.6869357179679674         -0.023131860512674386            209.84001402608362            14599.566829867981         -0.007886153152054659            -8266.243759220495           0.20860004715453348            220.99690074077185          -0.12393357817634397            1.7062227462178114           0.07227636545946248             6304.108349569525           -1686.7935377948377             730.8309901001284            -91359.68915353062           -160335564.72436816              9.28133794397112            23335.835834904425           -358.58057137976635            -4291.897699627448            1515.9896586465843            -3216.850643489499
                       15       508.06671319051725       0.2817873838988754       0.8592732727970969      0.32307782559919246    0.0032267030993248557   -2.726245435613742e-06        479.0750913414303   -0.0001952686035321385      0.15276871312849621     0.025697532264718798        0.644342529587686       1.6104398292506639        -0.0010354541631265193            -0.819702494081372            0.6869357165700977          -0.02313186016670422             209.8400129710834            14599.566387988209         -0.007886153186622006            -8266.243761338239            0.2086000443114688             220.9968973397081          -0.12393357514529078             1.706222749387296           0.07227630428230584             6304.108345578677           -1686.7935838013316             730.8309894647144             -91359.6945455501           -160335566.17205742             9.281335823124412            23335.820412964786            -358.5805603656262            -4291.897700994026             1515.989659708324           -3216.8500633304184
                       16         508.066712965556      0.28178738406366133       0.8592732731910981       0.3230778256026544    0.0032267030974236117   -2.726245437869145e-06       479.07509135053823  -0.00019526860471218328       0.1527687131001249      0.02569753213531492        0.644342529658777       1.6104398292104536        -0.0010354541743745813           -0.8197024794337359            0.6869357169203211          -0.02313185985897507            209.84001254858475             14599.56588678752          -0.00788615317933568            -8266.243762867576           0.20860003863720775            220.99689475163058          -0.12393357159073969             1.706222748493734           0.07227630250391748              6304.10835840486           -1686.7935709697551             730.8309912972087            -91359.69496557424            -160335566.6689472             9.281335930056764            23335.820652143382            -358.5805626498463            -4291.897744129379            1515.9896661953637            -3216.850092769722
