                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                 backgr_grad_h             backgr_grad_alpha           backgr_grad_sca_sto                backgr_grad_wg        backgr_grad_gammatheta            backgr_grad_gammaq               backgr_grad_CO2            backgr_grad_advCO2               backgr_grad_z0m               backgr_grad_z0h             backgr_grad_FracH  backgr_grad_obs_sca_cf_CO2mh                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta             Costf_grad_gammaq                Costf_grad_CO2             Costf_grad_advCO2                Costf_grad_z0m                Costf_grad_z0h              Costf_grad_FracH   Costf_grad_obs_sca_cf_CO2mh
                        1       316.14329572105527        0.534482624207901       1.1305751481515118       0.2348505053612056    0.0014237984528353564   -6.705147165307002e-06       468.61513128731855     0.004605784502910241     0.048752718884908175    0.0062710052046641325       0.5868470413353656       0.7112602323547215                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0                           0.0             139.0909867611193             9668.319997334649           -14383.184451017369            -2233.214637104372            -47680780.63860753           -11140088716.440851             5336.980718299045             38617641.65514764            -53481.62095520197            -109057.0678303059              6478.43919266599           -1493534.7066977357
                        2        316.1432951312288       0.5344826242055123       1.1305751505466173        0.234850505361333     0.001423818378968675   -6.705147163450085e-06        468.6151307968359     0.004605768261603985     0.048752718909421074     0.006271005250682117       0.5868470413326659       0.7112602341773212       -2.9491323516595005e-11        -2.123338542029766e-10         2.128982619827487e-09        1.1324274851176597e-11         0.0044280296263696384         0.0004126482879957021       -3.9238611861946995e-10         -0.021048732908396373        4.9025797310697775e-09         9.203596912366052e-07       -1.3498646644904963e-10         4.050221639554744e-08            139.09565562617965              9679.11105827871           -14382.301589387684           -2231.8656065731634             -47669156.6799274            -11137876423.07099             5336.979465821659             38617629.74376625            -53483.22477165205           -109068.81614676611             6478.346668505186           -1493534.8166991337
                        3        316.1432946049199       0.5344826241857243        1.130575151131099      0.23485050536089203    0.0014237984253839344   -6.705147164736512e-06        468.6151304723698     0.004605757525768326      0.04875271893069524    0.0062710053150451224       0.5868470413311389       0.7112602353868517       -5.5806768273214403e-11        -1.971262659278889e-09        2.6485219943121288e-09       -2.7873999404922262e-11        -6.100315998874839e-06        0.00012677560944509495        -6.519589987874497e-10         -0.034962375922251154         9.157412328431034e-09        2.2076197987719315e-06       -2.1133650385252165e-10         6.738067141280149e-08            139.09089315382775             9668.272925311327           -14383.179196017796             -2233.21728341625            -47680810.23113776             -11140093811.7452             5336.976912774549             38617605.58726528            -53481.59745576405           -109056.99566891407             6478.440176201177           -1493533.6563897685
                        4        316.1432954207162       0.5344826241997541        1.130575148606841      0.23485050536096908     0.001423798453668642   -6.705147165058285e-06        468.6151311718357     0.004605784529092803     0.048752718902922286     0.006271005251961906       0.5868470413324889       0.7112602328068341       -1.5016954080238067e-11        -7.241713401779432e-10         4.047369846678824e-10        -2.102515692412352e-11        1.8517455123280415e-07          5.52705938742376e-05         -9.23862899071537e-11         3.393260060435832e-05         3.602822207238176e-09          9.45955466735704e-07       -1.4383494395531213e-10        1.0046948458371691e-08             139.0909868670374             9668.320233835591           -14383.184416379883            -2233.214602583602            -47680780.21938362           -11140088637.045969             5336.980716952473            38617641.655595146           -53481.620896966146           -109057.06717645147             6478.439191101398           -1493534.7063141991
                        5        172.4972290230951       0.5305949031081499       1.3497380469627718       0.2347379945739943    0.0019256710796214933  -6.5865598359812875e-06        412.9671421260812    -0.011972726482936036      0.05734577121689533     0.028822232469311856       0.5854781270471177       0.9289505379134146          -0.00718230333489801          -0.34557520886676507           0.19481146561000884         -0.010000958863227221             111.5272503969193            26352.739850158836          -0.04451839132898986           -21485.750237656775             1.718610466397431             451.0245452929545           -0.0684457144123962             4.837562345748737            31.983027214889532             4031.973303697233           -1938.1406391103371             1058.682922948913            -7449461.729892649           -2805132827.9444194             609.1171211798221            55722.439124889424           -10106.167853074307            -3876.871879594574             7505.081107731428           -180086.33058834754
                        6       172.49722848552346       0.5305949030957111       1.3497380477933323      0.23473799457358618    0.0019256710812588442   -6.586559835310007e-06       412.96714191857194    -0.011972726481603356       0.0573457712457245     0.028822232534755347       0.5854781270398369       0.9289505387568412         -0.007182303361776591           -0.3455752099724386           0.19481146634828483         -0.010000958899504376            111.52725076077505            26352.739999332254          -0.04451839149499729           -21485.750235929623            1.7186104721632647             451.0245466018243          -0.06844571477643278             4.837562364491549             31.98302685294378             4031.973233270074            -1938.140620174544            1058.6829214335394            -7449461.713646789            -2805132824.527313             609.1171121240487            55722.377546984964           -10106.167740681694           -3876.8717940797787             7505.081111887791           -180086.32804105818
                        7       172.49722865024683       0.5305949031013151       1.3497380476738527      0.23473799457371042    0.0019256710808327202   -6.586559835106118e-06        412.9671419689772    -0.011972726429508739      0.05734577123557573     0.028822232506825144       0.5854781270391278        0.928950538577023         -0.007182303353540423           -0.3455752094743087            0.1948114662420808         -0.010000958888461357            111.52725066608083             26352.74004464099          -0.04451839145467307           -21485.750168414997            1.7186104701335105            451.02454604322025          -0.06844571481188776              4.83756236049559              31.9830271561728            4031.9733008962503           -1938.1406280421147            1058.6829250998815            -7449461.705486534            -2805132823.266713             609.1171215282626             55722.46120514979           -10106.167795793199            -3876.871844004809             7505.081108210673           -180086.33064168674
                        8        172.4972290537064       0.5305949031085855         1.34973804667667      0.23473799457391262    0.0019256710796633951   -6.586559835750659e-06         412.967142124586     -0.01197272648275067      0.05734577121223813     0.028822232465155376       0.5854781270437165       0.9289505379188362         -0.007182303333367443           -0.3455752088280503            0.1948114653556961          -0.01000095887048808            111.52725040623082            26352.739901409597          -0.04451839133018602            -21485.75023741654            1.7186104654659902            451.02454520982485          -0.06844571458245462             4.837562345869216            31.983027215518817            4031.9733141939428           -1938.1406409015651            1058.6829236117221            -7449461.727802893           -2805132827.3906403             609.1171211790768            55722.439123730954           -10106.167856596338            -3876.871884720925             7505.081106750914           -180086.33059021196
                        9       105.30344865105303       0.5289685947664216        1.096080622644168      0.23451757626190164    0.0023638595464332366  -5.9847960882174665e-06       362.84806574774007   -0.0005955784896279652       0.0558146512397835      0.03469024042337676       0.5778088118589172       1.1367517214205303         -0.010541992353500113           -0.4901359503537329         -0.030661800450972342         -0.029593697715907866            208.90246524397335            160078.01713100795          -0.08461365243166279            -6740.966438329516            1.4123864709750644             568.3847043742526           -0.4519114738224194             9.455366423684639           -22.275384476780907             8621.452342832903           -2061.3460222337417             1700.695030770723            -3104887.346092758           -1775367213.6954896            -3.964360155774793            -41854.55229801497             4221.644700883438            -834.5761638869271             6505.783070005424           -2070.2726037019656
                       10       105.30344876400113        0.528968594763494       1.0960806230343447      0.23451757626166939     0.002363859546785473    -5.98479608747542e-06       362.84806572176655   -0.0005955784817172401      0.05581465123579884       0.0346902404254571       0.5778088118512495       1.1367517215390752         -0.010541992347852707           -0.4901359506139593          -0.03066180010414854          -0.02959369773655308            208.90246532224813             160078.0172959072          -0.08461365245244161            -6740.966428077216            1.4123864701781326             568.3847044158593          -0.45191147420580163             9.455366426318973           -22.275384470681562             8621.452352154345           -2061.3460166999166            1700.6950310573807           -3104887.3413825445            -1775367211.884071           -3.9643601011087903            -41854.54947763271             4221.644699263622            -834.5761655484145             6505.783069265363           -2070.2726126949547
