                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                     data                    Costf
                       55        633.2340893096474      0.17086113097829092       1.0438303918739509      0.16937656124518286     0.003409412652231011  -2.5043419885688044e-06        413.5291760450996    8.728024240905064e-05      0.11194607964939982     0.001473157508880895       200.62355932361146       200.62355932361146
                       56         633.234089292492      0.17086113099756767        1.043830391917749      0.16937656127245412     0.003409412652253588   -2.504341990604631e-06        413.5291760465694    8.728024227940955e-05      0.11194607965710032    0.0014731575085335982       200.62355930696359       200.62355930696359
                       57        633.2340888328016       0.1708611310206843       1.0438303918013692      0.16937656185950237    0.0034094126545560393   -2.504341989498156e-06        413.5291760514974    8.728024612048371e-05      0.11194607984452062    0.0014731575099203205       200.62355853336078       200.62355853336078
                       58        575.1873618398455       0.1724753302678721        1.042028033769388      0.24515969530919798    0.0032034434128471656  -1.9089990941682294e-06       412.25526650996585   0.00045667201793775716       0.1359025591444053    0.0014749305668227842       147.04322684408845       147.04322684408845
                       59         575.187360656421      0.17247533210725635       1.0420280291183235      0.24515969726891423    0.0032034433934023995   -1.908999072202638e-06       412.25526659404807    0.0004566720129331363      0.13590255968256776    0.0014749305254527188       147.04322377002904       147.04322377002904
                       60         575.187361515683      0.17247533030695483       1.0420280336902725      0.24515969576007587     0.003203443411023684  -1.9089990900008552e-06        412.2552665172996    0.0004566720179086945       0.1359025592809665    0.0014749305720688343       147.04322650096364       147.04322650096364
                       61        575.1873611949472      0.17247533039643181       1.0420280334931689       0.2451596962326375     0.003203443414604584   -1.908999084061458e-06        412.2552665580572    0.0004566720158152267      0.13590255941760906    0.0014749305858634387       147.04322570177715       147.04322570177715
                       62        575.1873616747707      0.17247533039932345       1.0420280334956322      0.24515969558912348     0.003203443414454095  -1.9089991031059203e-06        412.2552665507442   0.00045667201298818863      0.13590255921729694    0.0014749305828492265        147.0432259511364        147.0432259511364
                       63        575.1873616779262      0.17247533026986372         1.04202803367921       0.2451596955045131    0.0032034434152574103  -1.9089990959514235e-06        412.2552665046957    0.0004566720182770413      0.13590255920815886    0.0014749305706581225        147.0432267235822        147.0432267235822
                       64       444.73131887624277      0.20207917699550984       0.9718765569194836       0.4302001614349027    0.0031496087510544434  -1.0321310697826375e-06       419.09894268524323    2.719453367082316e-05      0.19097138458195353      0.00483054341044409        55.06664001993413        55.06664001993413
                       65        444.7313188831646      0.20207917680807064       0.9718765574891685      0.43020016141574635    0.0031496087493300866  -1.0321310749740291e-06         419.098942687845   2.7194533596300308e-05      0.19097138457785218     0.004830543413693354        55.06663915080948        55.06663915080948
                       66        444.7313185322793      0.20207917695103625       0.9718765570152468       0.4302001619125782    0.0031496087522091933  -1.0321310659211604e-06        419.0989427115512   2.7194533065828808e-05      0.19097138472593678     0.004830543424214386        55.06663977897287        55.06663977897287
                       67       432.19388357920485      0.19153060793106874       1.0024629579268909       0.4471589904746356     0.003111061985269308  -1.1337820458608172e-06        420.2062939790635   1.0328907566140716e-06      0.19616249334959696     0.005499628442784659        29.95880769742162        29.95880769742162
                       68       432.19388355784525      0.19153060790986903       1.0024629579306696      0.44715899048926305    0.0031110619851067037  -1.1337820455154283e-06        420.2062939770946   1.0328901844268087e-06       0.1961624933558183    0.0054996284457404935       29.958807657236342       29.958807657236342
                       69        432.1938835527053      0.19153060792352816       1.0024629579209585      0.44715899049593694     0.003111061985577573  -1.1337820451735581e-06       420.20629398098083   1.0328906023104184e-06       0.1961624933582123    0.0054996284463477135       29.958807683764753       29.958807683764753
                       70        432.1938835165101       0.1915306079371008        1.002462957864048       0.4471589905191554     0.003111061985387702   -1.133782046372137e-06       420.20629398381845   1.0328904774354816e-06      0.19616249336898506     0.005499628451632257       29.958807669495933       29.958807669495933
                       71       432.19388353033344      0.19153060799605703       1.0024629579518076      0.44715899049275243    0.0031110619853547752   -1.133782045899868e-06       420.20629398153807   1.0328905342173178e-06      0.19616249336182048     0.005499628450790692       29.958807670860335       29.958807670860335
                       72       432.19388355036006      0.19153060795504612         1.00246295793677       0.4471589904797546     0.003111061984703771  -1.1337820449702705e-06         420.206293980204   1.0328908343687146e-06       0.1961624933561738       0.0054996284476701       29.958807683150823       29.958807683150823
                       73         410.700144270018      0.20224789785962036       0.9985730080560495        0.458702154359741     0.003103873836040527  -1.0117609413584248e-06        421.4194844860998    -9.23440771626793e-05      0.20218768055103592      0.00875328200268862        23.24343542540868        23.24343542540868
                       74        410.7001441063768      0.20224789788397646       0.9985730080507024      0.45870215444852097    0.0031038738359272138  -1.0117609408791804e-06        421.4194844948263   -9.234407770785606e-05       0.2021876805973991     0.008753282026687707        23.24343539514141        23.24343539514141
                       75        410.7001442545767        0.202247897854839       0.9985730080461658      0.45870215434879036    0.0031038738363267345  -1.0117609411714419e-06       421.41948448640517   -9.234407698890772e-05      0.20218768055295772     0.008753282007026469         23.2434354164974         23.2434354164974
                       76        410.7001443053639      0.20224789783564176       0.9985730080329082       0.4587021542828666    0.0031038738362406688   -1.011760941977273e-06        421.4194844805757   -9.234407674132798e-05      0.20218768053299216     0.008753282002840064       23.243435410587935       23.243435410587935
                       77       410.70014425737304      0.20224789789921876       0.9985730080719893       0.4587021543135186     0.003103873836141511    -1.01176094150062e-06        421.4194844846657    -9.23440770100514e-05      0.20218768054745806     0.008753282009153394       23.243435415360633       23.243435415360633
                       78        410.7001442835796      0.20224789786444466       0.9985730080845325      0.45870215431326516    0.0031038738357848485   -1.011760941226092e-06        421.4194844850616   -9.234407699260701e-05      0.20218768054287384     0.008753282003847208       23.243435418801628       23.243435418801628
                       79       401.17609190676285      0.20663626491766035       1.0009440820833055       0.4450722358449382    0.0031179806629898655  -1.0144938869783724e-06       421.25352149735613   -3.441945133155454e-05      0.20247574954573977      0.01181554175402585        19.54997830203878        19.54997830203878
                       80         401.176091851745      0.20663626493161824       1.0009440820616338       0.4450722357261909    0.0031179806631411833  -1.0144938867826316e-06        421.2535214966135   -3.441945113072213e-05       0.2024757495443475     0.011815541775525278       19.549978285703293       19.549978285703293
                       81         401.176091874957        0.206636264936585       1.0009440820806887      0.44507223579949345    0.0031179806631832134  -1.0144938869078061e-06        421.2535215008399   -3.441945148940483e-05      0.20247574955058045     0.011815541764122051       19.549978291385024       19.549978291385024
                       82        401.1760918933829      0.20663626493005377       1.0009440820588087      0.44507223573379734     0.003117980662991227  -1.0144938874780249e-06       421.25352150323795   -3.441945226940503e-05       0.2024757495448719     0.011815541764845637        19.54997827354932        19.54997827354932
                       83        401.1760919555395       0.2066362649218708        1.000944082094508       0.4450722357212846    0.0031179806629932387   -1.014493887039643e-06        421.2535214951962  -3.4419451249561965e-05      0.20247574952333464     0.011815541754155624       19.549978292826484       19.549978292826484
                       84        401.1760919055223      0.20663626493344603       1.0009440821073285       0.4450722357466429    0.0031179806629371572   -1.014493887652955e-06        421.2535214968512  -3.4419451212713836e-05      0.20247574953439718     0.011815541757302697        19.54997829574349        19.54997829574349
                       85       404.93037258321783      0.21340805177352937       1.0021063849658867       0.3805875516319328    0.0031509016261620686  -1.0967608629352721e-06       421.42047420845836   -7.283696030710007e-05      0.19592932647514866      0.01586906193574702       15.671239437114519       15.671239437114519
                       86        404.9303725273325      0.21340805177139216       1.0021063849722651      0.38058755158034163     0.003150901626252283  -1.0967608626661145e-06        421.4204742100291    -7.28369604265167e-05       0.1959293264784085      0.01586906193960521        15.67123942993213        15.67123942993213
                       87         404.930372450012      0.21340805177576738       1.0021063849558944      0.38058755148774415     0.003150901626392944  -1.0967608623498235e-06        421.4204742153572   -7.283696025312848e-05      0.19592932648109979     0.015869061942116184       15.671239420005215       15.671239420005215
                       88        404.9303725389698      0.21340805176508507       1.0021063849191862       0.3805875515513542      0.00315090162599704  -1.0967608630643737e-06        421.4204742097923   -7.283696030420742e-05       0.1959293264684696      0.01586906192879326       15.671239427543396       15.671239427543396
                       89       404.93037255966647       0.2134080517780124        1.002106384961599       0.3805875514983792    0.0031509016261650554  -1.0967608629014846e-06        421.4204742092025    -7.28369603564278e-05        0.195929326456672     0.015869061920825555       15.671239426108388       15.671239426108388
                       90       404.93037255929676       0.2134080516727004        1.002106384960993        0.380587550853712    0.0031509016259140994  -1.0967608627841138e-06       421.42047420919465   -7.283696030844014e-05      0.19592932634828641     0.015869061836272062       15.671239375665358       15.671239375665358
                       91        392.3081274325005      0.19946334608287553        0.999222663610737       0.2466419345014892    0.0031177832805667823   -1.055117763746806e-06       421.84575373703814    -8.38831086105666e-05      0.17573832244825469   1.0000000000114084e-07       3990.2124825772344       3990.2124825772344
                       92       398.61925000785914      0.20643569892820246       1.0006645242883119        0.313614743066711    0.0031343424533644255  -1.0759393133410391e-06        421.6331139727483   -7.836003445883376e-05      0.18583382446170169      0.00793458096787351       11.478674287359752       11.478674287359752
                       93         398.619249794969      0.20643569881138485       1.0006645243090444       0.3136147421788524    0.0031343424531374096  -1.0759393132824532e-06        421.6331139785486   -7.836003479603452e-05      0.18583382436283835     0.007934580903747549       11.478674228159242       11.478674228159242
                       94        398.6192497465249       0.2064356989056824       1.0006645243774224      0.31361474268867173     0.003134342453656894  -1.0759393131527826e-06       421.63311398568743   -7.836003478577623e-05      0.18583382448442648     0.007934581010754048       11.478674211581296       11.478674211581296
                       95        398.6192499495375      0.20643569888050173       1.0006645242695962        0.313614742599987      0.00313434245362127  -1.0759393129809315e-06       421.63311397796895   -7.836003433532926e-05      0.18583382440637292     0.007934580941577368       11.478674269742418       11.478674269742418
                       96       380.11454958519016       0.1987557768037984       1.0033620437770994       0.2476991596272185     0.003136234388773704  -1.0593909719003642e-06       422.36723499586367  -0.00010014954545196214      0.17994857620532187     0.005027854078774086        8.955770705696024        8.955770705696024
                       97       380.11454963694797       0.1987557767848604        1.003362043767418       0.2476991598729111    0.0031362343888462784   -1.059390972000437e-06         422.367234991895    -0.000100149545357869       0.1799485762144052    0.0050278540860767195         8.95577069981501         8.95577069981501
                       98       380.11454958158146       0.1987557767908163       1.0033620437985553      0.24769915967206718    0.0031362343889395324   -1.059390971988304e-06        422.3672349959953   -0.0001001495454073624      0.17994857619624582     0.005027854075767573         8.95577070316971         8.95577070316971
                       99       380.11454956880334       0.1987557767883385        1.003362043777895       0.2476991595802037     0.003136234388839053  -1.0593909719574479e-06         422.367234996453  -0.00010014954544483416      0.17994857619028912    0.0050278540771635264        8.955770704618713        8.955770704618713
                      100       380.19309821970074      0.19631720831227262       1.0041436942699746        0.253483552219565     0.003151546662591796  -1.0711982679605296e-06        422.3004126248095   -9.460823171288015e-05      0.17858096540947077     0.004977915235921053        8.762478559100623        8.762478559100623
                      101       380.19309821970074      0.19631720831227262       1.0041436942699746        0.253483552219565     0.003151546662591796  -1.0711982679605296e-06        422.3004126248095   -9.460823171288015e-05      0.17858096540947077     0.004977915235921053        8.762478559100623        8.762478559100623                
 restart
                      102       380.19309821970074      0.19631720831227262       1.0041436942699746        0.253483552219565     0.003151546662591796  -1.0711982679605296e-06        422.3004126248095   -9.460823171288015e-05      0.17858096540947077     0.004977915235921053        8.762478559100623        8.762478559100623
                      103       380.19309821972263       0.1963172083207006       1.0041436942663953      0.25348355222054636    0.0031515465466981306  -1.0860958759837913e-06        422.3004126189529   -9.460853599188991e-05      0.17858096539684176     0.004977915226896804         8.77419961330478         8.77419961330478
                      104        380.1930982197321      0.19631720832075167        1.004143694266348      0.25348355222053737    0.0031515465585159213  -1.0711981162284157e-06        422.3004126190355   -9.460853269904771e-05      0.17858096539681567     0.004977915226745906         8.76247784039768         8.76247784039768
                      105        380.1930982198703      0.19631720832147645       1.0041436942663233      0.25348355222063446     0.003151546616938384  -1.0712210433823848e-06        422.3004126249093   -9.460822464801494e-05       0.1785809653963189     0.004977915224999617        8.762476169065822        8.762476169065822
                      106        380.1930983897312       0.1963172542503644         1.00414367462162      0.25348355748793616    0.0031509828182151606  -1.0712625504129257e-06        422.3003813445512   -9.623881575449024e-05       0.1785808968464801     0.004977865526215064        8.760485151714658        8.760485151714658
                      107       380.19309841552047       0.1963172556206775       1.0041436740790621      0.25348355764720315    0.0031509762964446746  -1.0583274512609758e-06       422.30038138477096   -9.623643577237212e-05      0.17858089489067674     0.004977863896363152        8.770471730279374        8.770471730279374
                      108       380.19309842396933      0.19631725607013056       1.0041436739011387       0.2534835576994588    0.0031509741435357857   -1.071256505370145e-06        422.3003813978656   -9.623565904482314e-05      0.17858089424913381    0.0049778633618856455        8.760481800172458        8.760481800172458
                      109        380.1930984490518      0.19631725759724475       1.0041436733432596       0.2534835578806176     0.003150973017033915   -1.064247908584337e-06        422.3003813295564   -9.624000378604328e-05       0.1785808921187488     0.004977861460150839        8.763413886706617        8.763413886706617
                      110        380.1931021485051       0.1963174540301884        1.004143595524889      0.25348358070957566     0.003150030487579026  -1.0705879939386831e-06       422.30038719750274   -9.589226620829698e-05       0.1785806117014253     0.004977627919070275        8.760300392926288        8.760300392926288
                      111        380.1931021579237      0.19631745413715165       1.0041435953884956        0.253483580823701    0.0031500304862873006   -1.070587993024544e-06        422.3003871974003    -9.58922657494713e-05       0.1785806106709189     0.004977627909114453        8.760300318480999        8.760300318480999
                      112       380.19310209652036       0.1963174540654269       1.0041435962354706       0.2534835807502811     0.003150030483059515  -1.0705879910271876e-06        422.3003871870784   -9.589226523998415e-05      0.17858060741129117     0.004977627992626835        8.760300120954295        8.760300120954295
                      113         380.193101565978       0.1963174537018825       1.0041435945813906      0.25348358017087635    0.0031500304655419946  -1.0705879808288677e-06        422.3003871113399   -9.589226322380986e-05      0.17858058431730822     0.004977628523074832        8.760298665606154        8.760298665606154
                      114        380.1931014644645      0.19631745395315267       1.0041435953613327      0.25348358174946517     0.003150030482675622  -1.0705879922972224e-06        422.3003871796393   -9.589226253532045e-05      0.17858060336988119     0.004977628136261441        8.760299868310348        8.760299868310348
                      115       380.19306955295986        0.196317454609657        1.004143590162015       0.2534836217109623    0.0031500302304220246   -1.070587897637141e-06        422.3003862187498   -9.589210121477748e-05      0.17858025039541886     0.004977637236717472        8.760277503698862        8.760277503698862
                      116         366.852407539352       0.1947724519016801       1.0011323858505417      0.27298738968200914    0.0030390755614558766  -1.0284291476400119e-06       421.90179833611586   -2.332331729450826e-05   1.0000000000287557e-07     0.009507769694897455         566.623049541817         566.623049541817
                      117       373.52275484392857      0.19554495296593427       1.0026379906877154       0.2632354851957924    0.0030945530245174513  -1.0495085707893475e-06        422.1010927668093   -5.960779175140263e-05      0.08929035585071265     0.007242698806983866       4.1788351560832595       4.1788351560832595
                      118       373.52275484384154      0.19554495296481675       1.0026379906881675       0.2632354851955303    0.0030945529550462374  -1.0655745348231036e-06        422.1010927646819   -5.960784790502572e-05       0.0892903558509004    0.0072426988115748495        4.134706471051147        4.134706471051147
                      119        373.5227548438518      0.19554495296487112       1.0026379906881195       0.2632354851955208     0.003094552968178614  -1.0495085126700302e-06       422.10109276477556  -5.9607844150795286e-05      0.08929035585086696     0.007242698811441678       4.1788337811488185       4.1788337811488185
                      120       373.52275484386075      0.19554495296472563       1.0026379906883391       0.2632354851954608    0.0030945529776326914  -1.0495316638754537e-06        422.1010927656449  -5.9607781288938615e-05      0.08929035585082594     0.007242698812477319        4.178748729290711        4.178748729290711
                      121        373.5227362289102      0.19554469510120842       1.0026380887334578       0.2632354193206974     0.003080888029756008  -1.0663407395692099e-06        422.1005994904899   -7.231684769442634e-05      0.08929039327664318      0.00724378006205159        3.955391459172967        3.955391459172967
