                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta             Costf_grad_gammaq                Costf_grad_CO2             Costf_grad_advCO2                Costf_grad_z0m                Costf_grad_z0h
                       74        410.7001441063768      0.20224789788397646       0.9985730080507024      0.45870215444852097    0.0031038738359272138  -1.0117609408791804e-06        421.4194844948263   -9.234407770785606e-05       0.2021876805973991     0.008753282026687707           0.13896556625489664            200.32121129409387             -36.1426628391395             105.3851000688822              2598.78933413336            2011138.2398427427            0.9973637279069566            -2739.455574465052             3.586661025622336           -1374.4476809603889
                       75        410.7001442545767        0.202247897854839       0.9985730080461658      0.45870215434879036    0.0031038738363267345  -1.0117609411714419e-06       421.41948448640517   -9.234407698890772e-05      0.20218768055295772     0.008753282007026469           0.13896556847196406            200.32121320660977           -36.142663211708964              105.385100186497            2598.7895725034537            2011138.3159003356            0.9973637702899171            -2739.455115182765            3.5866605112671577            -1374.447690351439
                       76        410.7001443053639      0.20224789783564176       0.9985730080329082       0.4587021542828666    0.0031038738362406688   -1.011760941977273e-06        421.4194844805757   -9.234407674132798e-05      0.20218768053299216     0.008753282002840064           0.13896556680839747             200.3212117620457           -36.142663548967356            105.38510013452633            2598.7893894535164             2011138.230142809            0.9973637157545088            -2739.455442369903            3.5866608506824122           -1374.4476875211967
                       77       410.70014425737304      0.20224789789921876       0.9985730080719893       0.4587021543135186     0.003103873836141511    -1.01176094150062e-06        421.4194844846657    -9.23440770100514e-05      0.20218768054745806     0.008753282009153394           0.13896556728613585             200.3212150965248            -36.14266286345986             105.3851002343355             2598.789502694608            2011138.2653700677            0.9973637352395088           -2739.4553793129853            3.5866605261504896           -1374.4476930590372
                       78        410.7001442835796      0.20224789786444466       0.9985730080845325      0.45870215431326516    0.0031038738357848485   -1.011760941226092e-06        421.4194844850616   -9.234407699260701e-05      0.20218768054287384     0.008753282003847208           0.13896556803101048            200.32121298863427            -36.14266257840828            105.38510015514214             2598.789380502928            2011138.2730228489             0.997363751346762            -2739.455274985826             3.586660664445325            -1374.447689964707
                       79       401.17609190676285      0.20663626491766035       1.0009440820833055       0.4450722358449382    0.0031179806629898655  -1.0144938869783724e-06       421.25352149735613   -3.441945133155454e-05      0.20247574954573977      0.01181554175402585         -0.006933626353028063             66.56391786649682             30.82524756352949             84.36946079351887            -527.3745277065557            -757507.1593920107           -0.5429814190489091            12377.475095953938             55.23895567471212            -443.6530883638791
                       80         401.176091851745      0.20663626493161824       1.0009440820616338       0.4450722357261909    0.0031179806631411833  -1.0144938867826316e-06        421.2535214966135   -3.441945113072213e-05       0.2024757495443475     0.011815541775525278         -0.006933627418998165             66.56391635199441             30.82524712637715              84.3694605833479            -527.3745591547606            -757507.1452903736           -0.5429814422480924            12377.475042353597             55.23895604341492            -443.6530824485132
                       81         401.176091874957        0.206636264936585       1.0009440820806887      0.44507223579949345    0.0031179806631832134  -1.0144938869078061e-06        421.2535215008399   -3.441945148940483e-05      0.20247574955058045     0.011815541764122051         -0.006933625452068094             66.56391856051125            30.825247529929232             84.36946077162547            -527.3744244486033            -757507.1381735428           -0.5429813883465548            12377.475278706854            55.238955535286564            -443.6530882386369
                       82        401.1760918933829      0.20663626493005377       1.0009440820588087      0.44507223573379734     0.003117980662991227  -1.0144938874780249e-06       421.25352150323795   -3.441945226940503e-05       0.2024757495448719     0.011815541764845637         -0.006933626858440709              66.5639172310487            30.825247019756876             84.36946067675161            -527.3746484176235            -757507.2214704154           -0.5429814459169088            12377.474595952572             55.23895576052611            -443.6530852759595
                       83        401.1760919555395       0.2066362649218708        1.000944082094508       0.4450722357212846    0.0031179806629932387   -1.014493887039643e-06        421.2535214951962  -3.4419451249561965e-05      0.20247574952333464     0.011815541754155624         -0.006933625832093025             66.56391793251488             30.82524766281839             84.36946071623565            -527.3745253330527            -757507.1399558119           -0.5429814180385495            12377.475100761347             55.23895564835082            -443.6530876073408
                       84        401.1760919055223      0.20663626493344603       1.0009440821073285       0.4450722357466429    0.0031179806629371572   -1.014493887652955e-06        421.2535214968512  -3.4419451212713836e-05      0.20247574953439718     0.011815541757302697          -0.00693362652089341             66.56391805883543            30.825248076124097             84.36946078509315             -527.374587149923            -757507.2356408908           -0.5429814157252744            12377.475156152854              55.2389557513067            -443.6530877656635
                       85       404.93037258321783      0.21340805177352937       1.0021063849658867       0.3805875516319328    0.0031509016261620686  -1.0967608629352721e-06       421.42047420845836   -7.283696030710007e-05      0.19592932647514866      0.01586906193574702           0.11681094223263859             52.71109139662182             10.78436217230663             23.45517240478682            -1839.391800923905           -1817236.9597635982           0.15808589579609966             2040.859824299825             68.95899743081266            267.20175075323914
                       86        404.9303725273325      0.21340805177139216       1.0021063849722651      0.38058755158034163     0.003150901626252283  -1.0967608626661145e-06        421.4204742100291    -7.28369604265167e-05       0.1959293264784085      0.01586906193960521           0.11681094129310214             52.71109069650578            10.784362468525702             23.45517234787816           -1839.3917936440566           -1817236.9465167278           0.15808587583133363             2040.859674610008              68.9589975603998            267.20175181697533
                       87         404.930372450012      0.21340805177576738       1.0021063849558944      0.38058755148774415     0.003150901626392944  -1.0967608623498235e-06        421.4204742153572   -7.283696025312848e-05      0.19592932648109979     0.015869061942116184           0.11681094347508848            52.711091496507265            10.784362172135653             23.45517234543626           -1839.3916321701502           -1817236.9053161289           0.15808596007626327            2040.8603693023051             68.95899733441595             267.2017510485489
                       88        404.9303725389698      0.21340805176508507       1.0021063849191862       0.3805875515513542      0.00315090162599704  -1.0967608630643737e-06        421.4204742097923   -7.283696030420742e-05       0.1959293264684696      0.01586906192879326           0.11681094174923554              52.7110910454664            10.784361095834171            23.455172363855862           -1839.3919030579343           -1817236.9989997582           0.15808589017152674             2040.859807636276             68.95899758820245            267.20175155482826
                       89       404.93037255966647       0.2134080517780124        1.002106384961599       0.3805875514983792    0.0031509016261650554  -1.0967608629014846e-06        421.4204742092025    -7.28369603564278e-05        0.195929326456672     0.015869061920825555           0.11681094208559352             52.71109267984743             10.78436203659274            23.455172459812843            -1839.391765658294           -1817236.9532545174           0.15808589357572767            2040.8597948010188             68.95899731860258            267.20174911287745
                       90       404.93037255929676       0.2134080516727004        1.002106384960993        0.380587550853712    0.0031509016259140994  -1.0967608627841138e-06       421.42047420919465   -7.283696030844014e-05      0.19592932634828641     0.015869061836272062           0.11681094261620002             52.71109051729001            10.784362310820036              23.4551723096639           -1839.3918486483647           -1817236.9261192777           0.15808590051701957            2040.8598256107248             68.95899735282276             267.2017510884529
                       91        392.3081274325005      0.19946334608287553        0.999222663610737       0.2466419345014892    0.0031177832805667823   -1.055117763746806e-06       421.84575373703814    -8.38831086105666e-05      0.17573832244825469   1.0000000000114084e-07          0.024186433719003038            -44619.97778707887           -12231.699468387129            -6709.167284832762             414024.7506263844            195076150.87116715             35.45945021810238            232549.64080801664             -17962.7252100361            -13411855734.58265
                       92       398.61925000785914      0.20643569892820246       1.0006645242883119        0.313614743066711    0.0031343424533644255  -1.0759393133410391e-06        421.6331139727483   -7.836003445883376e-05      0.18583382446170169      0.00793458096787351             0.136294294562365            291.31481377466173            -48.12459338176298             40.21627625133534             4164.428613842628             2067221.118565811             0.919566410386755             4217.252104277683             27.26102750154346            -626.2595536092464
                       93         398.619249794969      0.20643569881138485       1.0006645243090444       0.3136147421788524    0.0031343424531374096  -1.0759393132824532e-06        421.6331139785486   -7.836003479603452e-05      0.18583382436283835     0.007934580903747549           0.13629429131784265            291.31481204255374            -48.12459327063333             40.21627610285702             4164.428446295633            2067221.0702001606            0.9195663454757498              4217.25160170199            27.261027794621622            -626.2595588777841
                       94        398.6192497465249       0.2064356989056824       1.0006645243774224      0.31361474268867173     0.003134342453656894  -1.0759393131527826e-06       421.63311398568743   -7.836003478577623e-05      0.18583382448442648     0.007934581010754048           0.13629429338689467            291.31480339111437           -48.124590140066736             40.21627498753037             4164.428414405929            2067221.0510979486            0.9195664300618444              4217.25230842524            27.261029003383058            -626.2595132100265
                       95        398.6192499495375      0.20643569888050173       1.0006645242695962        0.313614742599987      0.00313434245362127  -1.0759393129809315e-06       421.63311397796895   -7.836003433532926e-05      0.18583382440637292     0.007934580941577368            0.1362942976297607             291.3148145993112            -48.12459409165621            40.216276120427494             4164.428838524392            2067221.2113886778            0.9195665051713175             4217.252827871645            27.261027037178994            -626.2595589380085
                       96       380.11454958519016       0.1987557768037984       1.0033620437770994       0.2476991596272185     0.003136234388773704  -1.0593909719003642e-06       422.36723499586367  -0.00010014954545196214      0.17994857620532187     0.005027854078774086          0.025501072340537324              55.1831443608654            -30.74889553984365           -15.446227019322507           -1995.0978667070017             911283.6023891296            0.5785527933446105            2793.7716920202133             59.07363614642279            -126.8099970064003
                       97       380.11454963694797       0.1987557767848604        1.003362043767418       0.2476991598729111    0.0031362343888462784   -1.059390972000437e-06         422.367234991895    -0.000100149545357869       0.1799485762144052    0.0050278540860767195           0.02550107128164011             55.18314235528134           -30.748895245991758           -15.446226827640881           -1995.0979218329871             911283.5862110648            0.5785527577267424             2793.771453416311              59.0736364010957           -126.80999055474159
                       98       380.11454958158146       0.1987557767908163       1.0033620437985553      0.24769915967206718    0.0031362343889395324   -1.059390971988304e-06        422.3672349959953   -0.0001001495454073624      0.17994857619624582     0.005027854075767573          0.025501072542661683             55.18314482636014           -30.748894965422547           -15.446226744500521           -1995.0977733314098             911283.6043443998            0.5785528047593427             2793.771784886392            59.073635979105234           -126.81000140206712
                       99       380.11454956880334       0.1987557767883385        1.003362043777895       0.2476991595802037     0.003136234388839053  -1.0593909719574479e-06         422.367234996453  -0.00010014954544483416      0.17994857619028912    0.0050278540771635264          0.025501072292457187             55.18314364928655           -30.748895525533147           -15.446227111277484           -1995.0978652644453             911283.5973614724            0.5785527957820644             2793.771719619713            59.073636210435815           -126.80999459279455
                      100       380.19309821970074      0.19631720831227262       1.0041436942699746        0.253483552219565     0.003151546662591796  -1.0711982679605296e-06        422.3004126248095   -9.460823171288015e-05      0.17858096540947077     0.004977915235921053        -0.0010633559217352211           -41.606987085019156             6.296334241330019             -4.41308556410929             813.6964000726831            105257.10056917513            0.2309299886429563            2149.4414142351925             64.23710792139923              63.1297143280965
                      101       380.19309821970074      0.19631720831227262       1.0041436942699746        0.253483552219565     0.003151546662591796  -1.0711982679605296e-06        422.3004126248095   -9.460823171288015e-05      0.17858096540947077     0.004977915235921053        -0.0010633559217352211           -41.606987085019156             6.296334241330019             -4.41308556410929             813.6964000726831            105257.10056917513            0.2309299886429563            2149.4414142351925             64.23710792139923              63.1297143280965                
 restart
                      102       380.19309821970074      0.19631720831227262       1.0041436942699746        0.253483552219565     0.003151546662591796  -1.0711982679605296e-06        422.3004126248095   -9.460823171288015e-05      0.17858096540947077     0.004977915235921053        -0.0010633559217352211           -41.606987085019156             6.296334241330019             -4.41308556410929             813.6964000726831            105257.10056917513            0.2309299886429563            2149.4414142351925             64.23710792139923              63.1297143280965
                      103       380.19309821972263       0.1963172083207006       1.0041436942663953      0.25348355222054636    0.0031515465466981306  -1.0860958759837913e-06        422.3004126189529   -9.460853599188991e-05      0.17858096539684176     0.004977915226896804         -0.008890217569471972            -45.55848402360843             7.655726778620912            -3.694119352711241            -599.0907772194162           -1679773.1604866022            0.1739312700917183             1738.458862173065             65.98808399988121             80.53300826124917
                      104        380.1930982197321      0.19631720832075167        1.004143694266348      0.25348355222053737    0.0031515465585159213  -1.0711981162284157e-06        422.3004126190355   -9.460853269904771e-05      0.17858096539681567     0.004977915226745906        -0.0010645885147971346            -41.60743345943581             6.296309626351055            -4.413143770634554             813.6169536034844            105257.13937795119            0.2308860720815031             2149.028859154407             64.23724514523441            63.131640980478515
                      105        380.1930982198703      0.19631720832147645       1.0041436942663233      0.25348355222063446     0.003151546616938384  -1.0712210433823848e-06        422.3004126249093   -9.460822464801494e-05       0.1785809653963189     0.004977915224999617         -0.001075270868190751            -41.61305556023354            6.2984029045241705           -4.4119935051438075             811.5308747372568            102528.14269721309           0.23084286866963324             2148.815724568157             64.23979434359242            63.156436933529044
                      106        380.1930983897312       0.1963172542503644         1.00414367462162      0.25348355748793616    0.0031509828182151606  -1.0712625504129257e-06        422.3003813445512   -9.623881575449024e-05       0.1785808968464801     0.004977865526215064         -0.008203875116545663            -44.25847302309944             6.243923959462998             -4.68551904282513             299.5723527627126            -597.9132050544395         -0.010375552582054635           -109.99193330414882             65.08421208524643             74.59409058073402
                      107       380.19309841552047       0.1963172556206775       1.0041436740790621      0.25348355764720315    0.0031509762964446746  -1.0583274512609758e-06       422.30038138477096   -9.623643577237212e-05      0.17858089489067674     0.004977863896363152        -0.0014684977215705056           -40.891848501525104             5.057868765205187            -5.315310792355883            1512.3096755042836            1544974.2035957626           0.03923878237075335            248.41357453301094             63.57931245950102             59.78883490505272
                      108       380.19309842396933      0.19631725607013056       1.0041436739011387       0.2534835576994588    0.0031509741435357857   -1.071256505370145e-06        422.3003813978656   -9.623565904482314e-05      0.17858089424913381    0.0049778633618856455         -0.008195549470737704            -44.27057457320277               6.2407327559233            -4.687778080674494             297.0784125137508            -602.6480867958016          -0.01011279018243471           -107.07815827591061             65.08707247946458              74.6501281279214
                      109        380.1930984490518      0.19631725759724475       1.0041436733432596       0.2534835578806176     0.003150973017033915   -1.064247908584337e-06        422.3003813295564   -9.624000378604328e-05       0.1785808921187488     0.004977861460150839         -0.004559424864626251             -42.4400817296856             5.599481790363427            -5.028284184414959             955.6991229371289             837401.1340107433          0.016042890170571738             80.07306474597902             64.27067862485629             66.59573538300432
                      110        380.1931021485051       0.1963174540301884        1.004143595524889      0.25348358070957566     0.003150030487579026  -1.0705879939386831e-06       422.30038719750274   -9.589226620829698e-05       0.1785806117014253     0.004977627919070275         -0.007284526111923845           -45.584844967808735             5.892504379061606             -4.93414037614428             26.61201911049062            175.70890123995196          0.018510539744428144            210.17392466364402             65.39709279907954             80.73706016652628
                      111        380.1931021579237      0.19631745413715165       1.0041435953884956        0.253483580823701    0.0031500304862873006   -1.070587993024544e-06        422.3003871974003    -9.58922657494713e-05       0.1785806106709189     0.004977627909114453         -0.007284519507759329            -45.58482738035255             5.892499198527683            -4.934138487414353            26.612508327147168            175.88073780715058           0.01851068807621394             210.1748569794401             65.39708994576779             80.73697099692889
                      112       380.19310209652036       0.1963174540654269       1.0041435962354706       0.2534835807502811     0.003150030483059515  -1.0705879910271876e-06        422.3003871870784   -9.589226523998415e-05      0.17858060741129117     0.004977627992626835         -0.007284518920284751            -45.58484030031266             5.892520515380082             -4.93413935752193            26.612212724703554             175.9495040603215          0.018510632355882677            210.17397982923268             65.39709142682605             80.73704832024819
                      113         380.193101565978       0.1963174537018825       1.0041435945813906      0.25348358017087635    0.0031500304655419946  -1.0705879808288677e-06        422.3003871113399   -9.589226322380986e-05      0.17858058431730822     0.004977628523074832         -0.007284506755040573            -45.58486902970708             5.892480699792155            -4.934148868588917               26.610330981608             177.1765092852147          0.018510075773453337            210.16651175012612             65.39709202754595             80.73714385563576
                      114        380.1931014644645      0.19631745395315267       1.0041435953613327      0.25348358174946517     0.003150030482675622  -1.0705879922972224e-06        422.3003871796393   -9.589226253532045e-05      0.17858060336988119     0.004977628136261441         -0.007284520938170801            -45.58484994832753             5.892504165700467             -4.93413965736931            26.612340253963325             175.7854807550575           0.01851064361829844            210.17466238844318              65.3970923741301             80.73706473148015
                      115       380.19306955295986        0.196317454609657        1.004143590162015       0.2534836217109623    0.0031500302304220246   -1.070587897637141e-06        422.3003862187498   -9.589210121477748e-05      0.17858025039541886     0.004977637236717472         -0.007284505748463988            -45.58491400865676              5.89250561892774            -4.934105922709087             26.61144828948501             176.8662869205691          0.018509540540359828             210.1700557644156             65.39709188258351             80.73686223152637
                      116         366.852407539352       0.1947724519016801       1.0011323858505417      0.27298738968200914    0.0030390755614558766  -1.0284291476400119e-06       421.90179833611586   -2.332331729450826e-05   1.0000000000287557e-07     0.009507769694897455             2.281169671339513             5190.312286017078             -2058.58237141649             512.6104290722216             295478.3627293406             74421570.24787483             44.00397064355632            212506.71573732563            -364176417.2202205            -68644.29954900901
                      117       373.52275484392857      0.19554495296593427       1.0026379906877154       0.2632354851957924    0.0030945530245174513  -1.0495085707893475e-06        422.1010927668093   -5.960779175140263e-05      0.08929035585071265     0.007242698806983866           0.13855207141535034            180.65280321151647            -26.04831303229242             38.59209203271243            15971.950105552796             3716995.301136453            2.7468911018555815            12989.180831423158            -31.26760141919907           -1051.6686311897372
                      118       373.52275484384154      0.19554495296481675       1.0026379906881675       0.2632354851955303    0.0030945529550462374  -1.0655745348231036e-06        422.1010927646819   -5.960784790502572e-05       0.0892903558509004    0.0072426988115748495             0.130005920599739            176.05831485480417            -24.60357954882404             39.32252384017125            14394.481148359937               1775147.7734569             2.683661913136872            12535.358373401257            -28.35885788097874           -1035.7193851770953
                      119        373.5227548438518      0.19554495296487112       1.0026379906881195       0.2632354851955208     0.003094552968178614  -1.0495085126700302e-06       422.10109276477556  -5.9607844150795286e-05      0.08929035585086696     0.007242698811441678           0.13855183351820788             180.6526481703092            -26.04833102389253            38.592069796366594            15971.922149685724            3716995.3235927587             2.746882623051953            12989.103104778018           -31.267535562249552            -1051.668111835721
                      120       373.52275484386075      0.19554495296472563       1.0026379906883391       0.2632354851954608    0.0030945529776326914  -1.0495316638754537e-06        422.1010927656449  -5.9607781288938615e-05      0.08929035585082594     0.007242698812477319           0.13853985217204012            180.64616834432874            -26.04624560056653              38.5931341947776            15969.677600250398            3714204.4419893418            2.7468005573173198            12988.534469311875            -31.26340589745366           -1051.6456012226304
                      121        373.5227362289102      0.19554469510120842       1.0026380887334578       0.2632354193206974     0.003080888029756008  -1.0663407395692099e-06        422.1005994904899   -7.231684769442634e-05      0.08929039327664318      0.00724378006205159           0.06439714577908436              133.989338092618           -27.659244278683627            34.583820609353275             6062.703167595834            -43695.78425686493            0.5678909048559353            -6741.785270255431             -9.65391938414099            -894.3627810100357
                      122        373.5227362255424       0.1955446950321911       1.0026380887734425      0.26323541930114025    0.0030808858339467114  -1.0506141088640755e-06        422.1005994538666   -7.231442079204701e-05      0.08929039328146951     0.007243780387155336           0.07281663993344738            138.56339831001176             -29.0704520135372             33.87329173090424             7636.676623472457             1873478.443522169            0.6302856849701163            -6293.276438972327            -12.51932249879656            -910.1711847993456
                      123       373.52273622538434       0.1955446950291109        1.002638088775243      0.26323541930029287    0.0030808857241715493  -1.0663394341864472e-06       422.10059945216614   -7.231431829285431e-05      0.08929039328171506     0.007243780401537154           0.06440593401699478             133.9871067527222           -27.660132763634895             34.58331546097649             6062.235389440254             -43697.3813335227            0.5681917616141824            -6738.802167118064            -9.653428906831689            -894.3543139357545
                      124       373.52273622170327      0.19554469499232846       1.0026380888036779       0.2632354192897395     0.003080885031445523  -1.0649306020172073e-06        422.1005993595951   -7.231679884674174e-05      0.08929039328370426     0.007243780583245197           0.06515230132174885             134.3964334287733            -27.78631525883235            34.519547897892664             6203.297037049443            128175.98134452132            0.5733927667086186            -6702.283840856314            -9.909420714116527            -895.7700288879715
                      125       373.52272336437176      0.19554443204953037        1.002638241189524       0.2632353448736781    0.0030724760196701043  -1.0610922746478494e-06        422.1004596584306   -6.308848904333441e-05      0.08929041178166483     0.007245018694036204           0.09667142366109484            125.92437917210084            -30.95048328778863            32.710800206347386             4388.678145911863             8532.694568040306             1.667295585826903             4154.526050437139           -7.9314714099134545            -863.7306403889797
                      126        373.5227233595335      0.19554443198845894       1.0026382412333756       0.2632353448552217    0.0030724760195722034  -1.0610922748198318e-06        422.1004596560038   -6.308848940836627e-05      0.08929041178556124     0.007245018898244415           0.09667141566425781            125.92433190476082            -30.95047596024145            32.710793467924645             4388.676305450465             8532.411498022317            1.6672953526258385             4154.524504466599            -7.931458296310169            -863.7304179027541
                      127        373.5227233609643       0.1955444320749923        1.002638241194527      0.26323534486938804    0.0030724760197774897  -1.0610922745080508e-06        422.1004596572514   -6.308848889588974e-05      0.08929041176095175     0.007245018701104017           0.09667142371324598            125.92437998920481           -30.950483064350948            32.710800173097674             4388.678223130111             8532.724143349367            1.6672955865774275             4154.526103144707             -7.93147147783532            -863.7306400287517
                      128        373.5227233568886       0.1955444320684935       1.0026382411696244        0.263235344866619    0.0030724760193027193  -1.0610922745346432e-06        422.1004596558331   -6.308848881015066e-05      0.08929041174012312     0.007245018696705909           0.09667142273296354            125.92437955713147             -30.9504839444965            32.710800139781874             4388.678011407211              8532.67611181619            1.6672955600306933             4154.525938561888            -7.931471196497776            -863.7306407333007
                      129        372.8400944982041      0.19857312537723673        1.002360961942425      0.26243712360892407    0.0030652883248794907  -1.0434190688888893e-06       421.86097832087376  -3.9919933961250164e-05        0.085450056195513     0.008814368359153842          0.031519701835247264             66.54091102526516            -19.51022832100234             4.413164071409017             -636.288351000602            1043066.4665309226          -0.26125288528168694           -1537.1088007616745            38.596741873520834           -239.14341429105485
                      130       372.84009449813334      0.19857312537576502       1.0023609619436362       0.2624371236088169     0.003065288334774842   -1.059538773018037e-06        421.8609783215972   -3.991991020209832e-05      0.08545005619468447     0.008814368362886477          0.022833364835354503            61.816466579025416            -18.08749122846615             5.151342008528038           -2276.8992366876078             -946370.021923996          -0.32516157043051885           -1995.1238229969385            41.543943162784686           -226.35170197447593
                      131       372.84009449814357      0.19857312537581978       1.0023609619435898       0.2624371236088075    0.0030652883481521237   -1.043419094405171e-06          421.86097832169  -3.9919906490136584e-05      0.08545005619465129     0.008814368362781815          0.031519822911134684              66.5409805626633           -19.510220590265426             4.413173808996111            -636.2755451154583            1043066.4574403404           -0.2612485765724939            -1537.069020267775            38.596711328156566            -239.1436093508979
                      132        372.8400944981125        0.198573125375387       1.0023609619438394       0.2624371236087652     0.003065288341593737  -1.0434104634788165e-06       421.86097832115877  -3.9919937361988026e-05        0.085450056194485     0.008814368363835525          0.031524315989621327              66.5434427950874            -19.51098421638502            4.4127726452240426            -635.4107347913796            1044128.3326737277          -0.26121884058074035           -1536.8659442134142             38.59516364557457           -239.15026905346244
                      133        372.8400908102225       0.1985730390807105        1.002361032879894       0.2624371165101436    0.0030667056679344286  -1.0534055343041915e-06        421.8610280302235  -3.8246941280480304e-05      0.08545000371442932     0.008814589314674277           0.03435855846411167             68.31347941648782           -18.294794515852622             5.392888690453678            -712.0293610761274            3204.0439598985076          -0.03227409243645484             645.9948188165802            38.275349810799995           -244.35426274125427
                      134        372.8400907862435      0.19857303861113554        1.002361033232826       0.2624371164694464     0.003066709109347679   -1.068794350993171e-06        421.8610280579987  -3.8250044532426745e-05      0.08545000345907462     0.008814590500002939           0.02600631591283496              63.7663588718888            -16.93839148450608             6.095256724127129            -2285.337781691277           -1897877.7841703196          -0.09363621659492585            205.18776776602022             41.10310136125851           -232.02650345450388
                      135       372.84009078391506      0.19857303856538563       1.0023610332672066       0.2624371164654665    0.0030667094591267058  -1.0534078743599519e-06        421.8610280608059   -3.825034334261979e-05       0.0854500034341295     0.008814590615522856           0.03434709636785643             68.31758715640758            -18.29325612254669             5.393754718713002            -711.1275231068562            3203.3242527835255          -0.03266543012847664             642.0779377509622             38.27423123538021           -244.36692096762135
                      136        372.8400907671379      0.19857303817834548        1.002361033542032      0.26243711643061957     0.003066710866128154  -1.0508172805704646e-06       421.86102818958204   -3.824689891454766e-05       0.0854500032308063     0.008814591589424875           0.03575849061916984             69.08233468897802           -18.521674630210367             5.275716804402111           -446.62905397953875            322924.52654266736         -0.021881358183540225             720.4863048456264             37.79765168861274           -246.43851246422926
                      137        372.8400825044413      0.19857287638180196       1.0023611551625708      0.26243710240464313      0.00306790261956549   -1.054159218844795e-06       421.86103768628044   -3.932101248632927e-05       0.0854499152179193     0.008815000019934632            0.0307309251102875             69.60471501299277           -17.807910084367364             5.666833519400449           -429.15156591960425            1114.6837066327926           -0.1558857913086447            -591.0514627831336              37.9253320940576           -248.33482286560474
                      138        372.8400824905609      0.19857287614505442       1.0023611554236227       0.2624371023633794    0.0030679026201725816  -1.0541592192071796e-06       421.86103768655136  -3.9321012992420316e-05      0.08544991501607661     0.008815000194823706          0.030730919541107612             69.60467001986147           -17.807898976310202               5.6668282542643            -429.1528015050537            1114.4874703137584           -0.1558859506502034            -591.0526397471724            37.925342731119834           -248.33467365722902
                      139       372.84008249123474      0.19857287636958668       1.0023611551874785      0.26243710242508056     0.003067902619803885  -1.0541592188330354e-06        421.8610376871537   -3.932101245202686e-05      0.08544991484561372     0.008815000044359502           0.03073092749967847             69.60471563539078           -17.807909151585783             5.666833635952893            -429.1512765646742            1114.7486898945963          -0.15588573820874932              -591.05118581274             37.92533122209115           -248.33482435545596
                      140       372.84008238582027      0.19857287627819586        1.002361154451056       0.2624371024686117     0.003067902619367504  -1.0541592189223997e-06       421.86103768540556  -3.9321012446773706e-05      0.08544991374538256       0.0088150001421182           0.03073092867551182             69.60470845315922           -17.807925971042444            5.6668318248912435            -429.1516669485032            1114.7895273499407          -0.15588577562391195            -591.0516449371783              37.9253319417363           -248.33480829658174
                      141         372.840082323433       0.1985728763741929       1.0023611551919454       0.2624371025230854    0.0030679026174694458  -1.0541592185318635e-06        421.8610376811521   -3.932101174608847e-05      0.08544991389331598     0.008815000090698407           0.03073092422447455              69.6047149647643           -17.807909354382538            5.6668337958929245           -429.15190124735545             1114.588219077852          -0.15588582510409937            -591.0517708587417             37.92533177189067            -248.3348242930704
                      142        372.8400824055268      0.19857287647216276        1.002361155145766      0.26243710237163376     0.003067902619485899  -1.0541592185136608e-06        421.8610376842318   -3.932101199882099e-05      0.08544991494131518     0.008815000065817957           0.03073092439156042             69.60471665991044           -17.807910109140686            5.6668332117675035           -429.15148874353804            1114.7124672420032          -0.15588580288166218            -591.0513955189414            37.925332298665325           -248.33481956087658
                      143        360.9768870594695      0.19994244829896576       1.0013331599194324       0.2673829628511057    0.0029852784120993833  -1.0306314185037834e-06        421.6070232555056    8.497359750094254e-06   1.0000000000287557e-07     0.014945719705277465            1.7742683809340247             4757.428846602653            -1095.249550416522             536.8255120361116              223301.844529666             50130469.07648852             32.47429168068462            153408.24351499398           -172127789.37895018            -28432.29986003341
                      144        366.9084847819554      0.19925766234038386       1.0018471575410015       0.2649100326278744    0.0030265905158324367  -1.0423953186742892e-06       421.73403047089306   -1.541182636811751e-05      0.04272500760895967     0.011880359862606047           0.11648569953560331              277.741668788229           -30.849223824601836             32.03553988042136             8670.586421179181            1622786.9467498725            1.2651776243206816            4018.7380858447978           -103.59221754961978            -769.4403286973802
                      145       369.87428364319834       0.1989152693610929       1.0021041563517863      0.26367356751625876    0.0030472465676989633   -1.048277268759542e-06       421.79753407858675   -2.736641942722339e-05      0.06408746141343946     0.010347679941270341          0.053690118013697094            113.40779967444948           -19.088168218197016            10.443060080288863            1069.2052127625996            263480.98640035285           0.14624703233386205            -40.42622457077918            10.680091551709975           -343.20151405207577
                      146        368.3913842125769       0.1990864658507384        1.001975656946394       0.2642918000720666       0.0030369185417657  -1.0453362937169156e-06        421.7657822747399  -2.1389122897670442e-05      0.05340623451119955     0.011114019901938194           0.07850238692314991             176.7152203083477            -23.34099660685684            18.655208603951824              3889.07942826552             763085.1231335282            0.5728015744684775             1419.490834553532            -28.43816404789249           -508.52303470824336
                      147       367.64993449726614      0.19917206409556112       1.0019114072436979       0.2646009163499705    0.0030317545287990686  -1.0438658061956023e-06       421.74990637281644   -1.840047463289397e-05      0.04806562106007961     0.011497189882272121           0.09554010192237221            221.75003263145103            -26.61344914517962            24.601935895337554             5992.418220000858             1139557.970247766            0.8798259063371646             2551.089492237479            -59.86254991807862            -625.3069995503957
