                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                  Costf_grad_h              Costf_grad_alpha            Costf_grad_sca_sto                 Costf_grad_wg         Costf_grad_gammatheta             Costf_grad_gammaq                Costf_grad_CO2             Costf_grad_advCO2                Costf_grad_z0m                Costf_grad_z0h              Costf_grad_FracH   Costf_grad_obs_sca_cf_CO2mh
                      136       380.68120410143274      0.20254328222067855       1.0900162833824876      0.11142647240594586    0.0030861219970474275  -1.0488197504633873e-06        373.2739477259574    0.0002658257150689245      0.04033977210424678     0.019061060856186182      0.39367552993835886       1.2350658478091827        -0.0014488009299144591            2.9670554158897584            -4.324758905912126           0.38875351969419225            -88.71122694302505             44109.32220362624          -0.25876047905798116             319.3956627498158            0.9774915123937064             8.933742092725673           -0.5296658046532432             39.63042898436474
                      137        380.6812041006467      0.20254328221912182       1.0900162833859515      0.11142647241415435     0.003086121997016021  -1.0488197504927422e-06       373.27394772587866    0.0002658257150184079      0.04033977210893501      0.01906106085566527       0.3936755299243542       1.2350658478084215         -0.001448801133558473            2.9670550970178065            -4.324758882014953           0.38875345510203385            -88.71125433133851             44109.31514684063          -0.25876048561299364              319.395601572225            0.9774916672801668             8.933742592602647           -0.5296658395713454             39.63043084799558
                      138        380.6812040927905      0.20254328221698797       1.0900162833862606      0.11142647243785819     0.003086121996996101    -1.04881975046369e-06       373.27394772838034    0.0002658257149867828      0.04033977211111065     0.019061060847492907      0.39367552988587323        1.235065847815996        -0.0014488011148038932            2.9670554732056815            -4.324758967836539            0.3887535180334079            -88.71123552082051              44109.3234078983          -0.25876048577531247             319.3955947288902            0.9774914880665162             8.933741864492779           -0.5296658115494193            39.630430783527096
                      139       380.68120407963147      0.20254328220407505       1.0900162833692768      0.11142647242342682     0.003086121996951094  -1.0488197504533253e-06       373.27394773367655   0.00026582571497696535     0.040339772118729925      0.01906106083759199       0.3936755298364357       1.2350658478309364        -0.0014488007322597783              2.96705464217286            -4.324759383478294            0.3887531042763904            -88.71126367356567            44109.330139009384           -0.2587604760054617            319.39567868187294            0.9774917213549091              8.93374309728625           -0.5296662281020716             39.63042808314213
                      140        380.6812040983109      0.20254328221817552       1.0900162833713054      0.11142647237223424     0.003086121997061759  -1.0488197505259764e-06       373.27394772642947   0.00026582571501436697      0.04033977209813407     0.019061060856004917       0.3936755299746608       1.2350658478098764        -0.0014488011144684761            2.9670553447020924            -4.324759037993551           0.38875351108925826            -88.71124746676743            44109.309507092265          -0.25876048344960595            319.39561354547317            0.9774915430909932             8.933742034486729           -0.5296657841262951             39.63043008982306
                      141        380.6812040984114      0.20254328221847578        1.090016283371229      0.11142647240022868     0.003086121997088608  -1.0488197504162804e-06       373.27394772785215    0.0002658257149801171     0.040339772111749425     0.019061060856593117       0.3936755299527066       1.2350658478142904        -0.0014488011290839126            2.9670551608944455            -4.324758986413175            0.3887534808319276            -88.71123274793146             44109.32470634405          -0.25876048527176165             319.3955985093904            0.9774916191397511              8.93374239430929           -0.5296658391790867             39.63043065937616
                      142        375.5679256924752       0.1998916203260734       1.0895224649704431      0.12346897962130732     0.003082607309760702  -1.0517104694914422e-06        375.2855848830212   0.00024010938763861282      0.04583165486602151     0.015387400693874008      0.37701460425736916       1.2409476523488148         -0.016982799018201218            -4.940627247943313            -6.754728360049338              9.03040636417899             2272.535687337164             262946.7013809272          -0.10068616024140511           -231.07073751120282            -7.654178932835439             -78.1656776891629             6.894733882087209           -15.089094390084618
                      143         375.567927707262       0.1998916203602243       1.0895224964386472      0.12346897960689449     0.003082580651583744   -1.051710470717656e-06        375.2855850473588   0.00024011208297618894      0.04583165496208236     0.015387401640693162       0.3770146041769877       1.2409476532272727         -0.016997187790743114            -4.998023799324836            -6.762058199658583             9.018038486331406              2260.85191714842            260320.07241297516          -0.10096832378926217            -232.1789312419698             -7.62234365519089             -78.0647319346674            6.8935171457228925           -15.006712625938498
                      144        375.5679281421076      0.19989162044102177       1.0895225047247745      0.12346897961016234    0.0030826067685135587   -1.051710468329592e-06       375.28558514697096   0.00024011478940770957     0.045831654886805503     0.015387401440791083       0.3770146041760669       1.2409476523108127          -0.01696107488500971            -4.936727017950805            -6.753935093822711             9.030884860423578            2273.2548653185495            263046.76326604694          -0.09993926675644033            -223.9599626454367            -7.657612969414664            -78.17087034841799             6.894519687457265           -15.294297476460493
                      145        375.5685116820921      0.19989163576703547       1.0895317294339382      0.12346897590792236    0.0030772448010867675  -1.0517106271264412e-06         375.285637491647   0.00024105270372125657     0.045831675602311314     0.015387645744679691       0.3770145821112443       1.2409478248689172         -0.018238330123276584            -16.13616119989388            -8.161751671162365             6.591604967619537           -15.517997236274894            -255788.6842783431          -0.10107310460603895             80.55753924076156            -1.544624843939104            -58.35150562916338            6.6358538580955475            -14.01079973764569
                      146       375.56851171911126       0.1998916357958629       1.0895317305508456      0.12346897589769171    0.0030772448006128514  -1.0517106268869733e-06        375.2856374918341   0.00024105270380308348      0.04583167560965046     0.015387645788268654       0.3770145820340538       1.2409478248692671         -0.018238330555800965           -16.136168583954245            -8.161729024598495            6.5916050907161585           -15.517923441392853            -255788.7779345616          -0.10107307374839057             80.55772556741037           -1.5446207163794412           -58.351474521555865             6.635856258535927           -14.010793080539393
                      147       375.56851173399536      0.19989163581395644       1.0895317293971551      0.12346897589358155    0.0030772448012147593  -1.0517106267476506e-06       375.28563749187117    0.0002410527036942723      0.04583167560262107     0.015387645793426049      0.37701458198945287       1.2409478248692976         -0.018238327909229503            -16.13616344032678            -8.161752224646289             6.591603095831982           -15.517961239442126             -255788.579602033          -0.10107307350283996             80.55774174492066           -1.5446239637455101             -58.3514967163847             6.635851796951439           -14.010807445045387
                      148        375.5685117232383      0.19989163586026196       1.0895317294457794      0.12346897590774505    0.0030772448007196406   -1.051710627257821e-06        375.2856374915739   0.00024105270374904787     0.045831675572233915     0.015387645763459891      0.37701458210142624       1.2409478248706696          -0.01823832877519852           -16.136156516315932            -8.161751607981286            6.5916052162143535            -15.51797146763436           -255788.69112202933          -0.10107307826736854             80.55768439032141           -1.5446260478437919           -58.351510882951075             6.635854081351532           -14.010807229240655
                      149       375.56851168846333      0.19989163580924801        1.089531729402042      0.12346897591375794    0.0030772448012260797  -1.0517106275208968e-06       375.28563749097964   0.00024105270361604738      0.04583167560322841     0.015387645774767589      0.37701458215367734       1.2409478248728487         -0.018238331726248905           -16.136161191588542            -8.161751655599314             6.591604795389184           -15.518058838537222           -255788.73756329258          -0.10107315072671452             80.55718761611773           -1.5446242287423753            -58.35150366564848             6.635853791815326           -14.010786772580857
                      150       375.56851170293567       0.1998916357750834        1.089531729361914      0.12346897591891096     0.003077244801151561   -1.051710627072257e-06       375.28563749164135   0.00024105270369946833      0.04583167558951761     0.015387645760817545       0.3770145821834095       1.2409478248701726         -0.018238329850393205           -16.136161067253873            -8.161752617071105             6.591605049135066           -15.517997129823073           -255788.67720311618          -0.10107310124273274             80.55754825379748             -1.54462500279367            -58.35150640321125             6.635853807458156           -14.010801377101401
                      151         376.599305425525      0.20154751665270898       1.0887610985594787       0.1235585660494194    0.0030770071235903117  -1.0536485225671362e-06       375.27954057934767   0.00023978091009547623      0.04544073424632203     0.016405194745405603      0.37738250326617023        1.241021672206797         -0.005476750532351529             9.574256934244035           -11.955748536625412           -3.8798156194411795            -57.98728166291123           -111539.83402204826          -0.09087346799581154            -786.9512019912879           -0.4907258674478684            -25.02383164207743            -4.890862433823836           -12.325704996907994
                      152       376.59930543579526      0.20154751665939588       1.0887610985639213      0.12355856605627799    0.0030770071235943592  -1.0536485225355239e-06       375.27954057939627   0.00023978091010006154      0.04544073424398507      0.01640519475406069      0.37738250329320355       1.2410216722074312         -0.005476750378554562             9.574256889566962           -11.955748239649306           -3.8798155649741397            -57.98727751630984           -111539.83400672927          -0.09087346374710949            -786.9511745398487           -0.4907258378397953           -25.023831229888913            -4.890862365699672           -12.325706012481142
                      153       376.59930542740494      0.20154751665379664       1.0887610985569136      0.12355856605262594     0.003077007123588505   -1.053648522516176e-06       375.27954057921954    0.0002397809100844901      0.04544073424321029     0.016405194749211725       0.3773825032790529       1.2410216722079348         -0.005476750832489278             9.574256742028059            -11.95574848633026           -3.8798156187464308             -57.9872949660788           -111539.83308824147          -0.09087347731431178            -786.9512715869114            -0.490725746504482            -25.02383127846614            -4.890862418811617           -12.325702369930468
                      154        377.2104313054251       0.2019418905869156       1.0889380884997681      0.12401719284907545    0.0030771820379238966  -1.0505980984678902e-06       375.27888824649057   0.00023974765041864863     0.045232197430371615     0.016977728815177694       0.3791965052090407       1.2410858469522703         -0.004733040287410099            3.0055398262247452             5.329110061629789           -0.7215896962401875           -146.56555366878456            -81377.36077039177          -0.09711745936377825           -1072.9548429796607             3.806301140481305             3.617777479157403           -0.6406820784114253           -0.9225415785928703
                      155        377.2104313124239      0.20194189058914971       1.0889380884947144      0.12401719285220664    0.0030771820379258004  -1.0505980984327428e-06        375.2788882465427   0.00023974765042959403      0.04523219742381099     0.016977728818417814      0.37919650522144455       1.2410858469526789         -0.004733040038785841            3.0055399981588677             5.329110029635254            -0.721589647630907           -146.56554001784968            -81377.35453984396          -0.09711745360637009           -1072.9548046336915            3.8063010239079325            3.6177771762237323           -0.6406820598091105           -0.9225432367660673
                      156       377.21043131244414      0.20194189058236037       1.0889380884896198       0.1240171928520373     0.003077182037914377  -1.0505980984529037e-06        375.2788882465096   0.00023974765043264455      0.04523219742145739     0.016977728820065215      0.37919650522586124       1.2410858469534234         -0.004733040254690031            3.0055393416490293             5.329109987100095           -0.7215897390611699           -146.56557253335401            -81377.36185261885          -0.09711745956919968            -1072.954843831399            3.8063012559945917             3.617778108616363           -0.6406821261144073           -0.9225415386624221
                      157       377.21043131252736      0.20194189059079068       1.0889380884865396      0.12401719285312976    0.0030771820379137827  -1.0505980984866478e-06       375.27888824642974   0.00023974765042936852      0.04523219741600629     0.016977728821006198      0.37919650523984183       1.2410858469542867          -0.00473304044160089             3.005540042391427             5.329109965074693           -0.7215895759240749           -146.56556195046562             -81377.3670131011          -0.09711746439761641           -1072.9548827675837            3.8063010774729205            3.6177769717118853           -0.6406819668846082           -0.9225403270844907
                      158       377.21043130631415      0.20194189058639395       1.0889380884967483      0.12401719284641363    0.0030771820379530508  -1.0505980984555066e-06         375.278888246499   0.00023974765043245015      0.04523219742319584      0.01697772881647594      0.37919650521057924         1.24108584695325         -0.004733040293794899             3.005539836445151             5.329110025281944           -0.7215897111252764           -146.56554121940346            -81377.35535804169          -0.09711746054127383             -1072.95484925632             3.806301118309931            3.6177774648269136           -0.6406821130174327           -0.9225412601476535
                      159       377.21043130572866      0.20194189058570816       1.0889380884980149        0.124017192842338     0.003077182037943202  -1.0505980985483484e-06       375.27888824658703   0.00023974765045199541      0.04523219742037205       0.0169777288163774      0.37919650521606857       1.2410858469535522         -0.004733040283286838               3.0055398182227             5.329110069609451           -0.7215896904101288            -146.5655511029716            -81377.36787961819          -0.09711745842602744           -1072.9548286507436            3.8063011288745296            3.6177774707541284           -0.6406820701141287           -0.9225418284847962
                      160        377.2104313075167      0.20194189058886788       1.0889380884991127      0.12401719284157167     0.003077182037907206  -1.0505980984375017e-06       375.27888824659544   0.00023974765044779023      0.04523219742113711     0.016977728818155007       0.3791965052223364         1.24108584695384         -0.004733040291488713             3.005539836639006             5.329110109827174           -0.7215897031366052            -146.5655572375067            -81377.35930829887          -0.09711745984214547            -1072.954840302207            3.8063011530084454             3.617777553428147           -0.6406820780897395           -0.9225413983644728
                      161        378.2741738216116      0.20210343146822618       1.0875782409539507        0.122474576390209     0.003078269162631908   -1.051537812750945e-06       375.30376346612167    0.0002490479135980358      0.04156385476374455     0.018039015166287895      0.38366386706780986       1.2416044521255738         0.0012438686802595104             5.498138658775153            3.0842503944704736             2.514047762830437             356.1678212856472            -71044.75674227027          -0.08677519883495378            462.74982672696814           -1.8412994126175906           -1.6353128836178927            0.5690185880032486            -4.956520228244933
                      162        378.2741738183038      0.20210343146207213        1.087578240939461      0.12247457638378079    0.0030782691626186133  -1.0515378127433823e-06       375.30376346619175   0.00024904791359653655      0.04156385476677314     0.018039015164108555       0.3836638670600532       1.2416044521254948         0.0012438686263759248             5.498138229595538             3.084250057628196            2.5140476238385667             356.1677964875217            -71044.75670315062          -0.08677520103021948             462.7498155686768             -1.84129926772711           -1.6353124031488921            0.5690184397589826            -4.956519743535644
                      163       378.27417381801456      0.20210343146187454       1.0875782409592478      0.12247457638333181     0.003078269162632302  -1.0515378127398064e-06       375.30376346625013   0.00024904791360388006      0.04156385476300006     0.018039015163045565        0.383663867068875       1.2416044521257568         0.0012438686367300163             5.498138442834446            3.0842504758396814            2.5140477583004346             356.1678183459475            -71044.75712761654          -0.08677519898622645             462.7498290048808           -1.8412993660471186           -1.6353127033513182            0.5690185988232785            -4.956520128137235
                      164       378.27417381857254      0.20210343146511806       1.0875782409530483      0.12247457638213627    0.0030782691626237814  -1.0515378127141362e-06       375.30376346633057    0.0002490479135904879       0.0415638547641759     0.018039015161946642        0.383663867072325       1.2416044521254403         0.0012438687364485614             5.498138812803122            3.0842503304775293             2.514047811445382             356.1678266553931            -71044.75334416114          -0.08677519675235922            462.74983935974257           -1.8412995112351964           -1.6353133391380565            0.5690186285457879            -4.956520891835126
                      165         378.274173821922      0.20210343146846127        1.087578240952137      0.12247457637883721     0.003078269162621694  -1.0515378127293557e-06        375.3037634663383   0.00024904791360049453      0.04156385475843524     0.018039015167042545       0.3836638670814902       1.2416044521268588          0.001243868620213938             5.498138675192402            3.0842503965413868            2.5140477624884046            356.16781560139475            -71044.75670717415          -0.08677520075398198              462.749812263172           -1.8412994071651432           -1.6353129162974331            0.5690185970344084             -4.95651969413354
                      166        378.2741738257703      0.20210343146950283        1.087578240949238       0.1224745763474801    0.0030782691626264256   -1.051537812677744e-06       375.30376346704475   0.00024904791360999887      0.04156385474849865      0.01803901516999881       0.3836638671091521       1.2416044521292566          0.001243868851465871             5.498138650593907            3.0842504247274434             2.514047687620246             356.1678199457434            -71044.75023283355          -0.08677519540527305             462.7498489109304            -1.841299429708757           -1.6353127192190693            0.5690185239094685            -4.956521114183609
                      167       378.27417382140584       0.2021034314692219        1.087578240947117      0.12247457636443171     0.003078269162655967   -1.051537812792347e-06       375.30376346681135    0.0002490479135867669     0.041563854761906806      0.01803901516799751      0.38366386710019573       1.2416044521275247         0.0012438686603336658             5.498138663726378            3.0842503825972196             2.514047760884675            356.16781524352007            -71044.76462872361          -0.08677519804470717             462.7498301719601           -1.8412993944898022           -1.6353128686727827            0.5690186071592653            -4.956520459351175
                      168       378.28040764058665      0.20194695440695118       1.0861441345845115      0.11452472736500235     0.003079150710719623  -1.0475382025235625e-06       375.48813954919837   0.00024858240009504977      0.03972870678050558      0.01829072322371025       0.3921603581479388       1.2422436013499703           0.00192304588321198            1.2335456742480049           -0.5908419629552396            -3.060587321874987           -1437.2574273231958            -530772.6068227655           0.02248055492764676             787.2429936733474          -0.32328863388528645            1.3297197065964927          -0.24958230894418243           -35.346343867236335
                      169        378.2804076397333      0.20194695440586216        1.086144134579099      0.11452472733710398     0.003079150710787514  -1.0475382024205586e-06        375.4881395499549    0.0002485824000827477     0.039728706773312125      0.01829072322462124       0.3921603581841533       1.2422436013530738         0.0019230458200502276            1.2335458126526586           -0.5908419380167808           -3.0605872854145955           -1437.2574007740186            -530772.5938110874          0.022480552636104333             787.2429730844385          -0.32328871179752583             1.329719421899509          -0.24958228846344266            -35.34634324279517
                      170       378.28040764078855      0.20194695440393118        1.086144134581561      0.11452472735680519    0.0030791507107561533  -1.0475382024981738e-06         375.488139549572   0.00024858240009292376       0.0397287067830708       0.0182907232256171       0.3921603581597797       1.2422436013512763          0.001923045844427979             1.233545298446467           -0.5908419300649905           -3.0605873907207286           -1437.2574292592853            -530772.6045768282           0.02248055410389597             787.2429913132747          -0.32328849353925443            1.3297203077532265          -0.24958236897432062            -35.34634356258026
                      171        378.2433287718468      0.20178931723430857        1.085766533836427      0.11281430505394394     0.003083871120479552  -1.0413872534030902e-06       375.53961533869267   0.00024787827531288554      0.03944515370857309     0.018401743006079187      0.39442102213092595        1.242447155400291         -0.002638925147290023            -4.311560134525294            1.7888755310368274            -3.512328471276076           -143.17704684593957            211679.58494281926           -0.1230543074053146            -350.3417922039264           0.40658860943404845             6.923298321563711           -1.2202048103869396             7.005429997958558
                      172        378.2433287728279        0.201789317234046       1.0857665338301192      0.11281430504210174    0.0030838711205194466  -1.0413872533920915e-06        375.5396153393811   0.00024787827531246254      0.03944515370420084     0.018401743006525466       0.3944210221590312       1.2424471554022134         -0.002638925012010717             -4.31155986576203             1.788875517655165           -3.5123283651268267           -143.17702549007043            211679.58702985186          -0.12305430260046249           -350.34175978325595            0.4065884485977994             6.923297751825779           -1.2202047247621919             7.005428576046086
                      173        378.2433287722049      0.20178931723348392       1.0857665338300997      0.11281430504938914     0.003083871120499009  -1.0413872534289662e-06       375.53961533918607   0.00024787827530568676     0.039445153709770295     0.018401743006998057      0.39442102214777236        1.242447155402157        -0.0026389252471706657            -4.311560199204701            1.7888755021179659            -3.512328443296364            -143.1770523874044             211679.5794904631          -0.12305430927160355            -350.3418053184301            0.4065886463889717              6.92329833127518           -1.2202047742095066             7.005430479835397
                      174       378.24332877529105       0.2017893172334422       1.0857665338283873      0.11281430505185769     0.003083871120515727  -1.0413872534213253e-06        375.5396153394832   0.00024787827530742577      0.03944515371347122     0.018401743007891224        0.394421022138972       1.2424471554026268        -0.0026389250303377643              -4.3115603290495            1.7888754668022688            -3.512328519107819           -143.17704451850406            211679.58498854665          -0.12305430414965617           -350.34176745013633           0.40658866287041545             6.923298639197445           -1.2202048671372872             7.005429087544144
                      175       378.24332877568986      0.20178931723624335        1.085766533833013      0.11281430505183229     0.003083871120493968  -1.0413872534182843e-06        375.5396153394687   0.00024787827529968137      0.03944515371072992     0.018401743007062887       0.3944210221377991       1.2424471554032168        -0.0026389251364345844            -4.311560084114264            1.7888755299503092            -3.512328474204426           -143.17704534830233             211679.5843073428          -0.12305430772538069            -350.3417981512382           0.40658860515310585              6.92329831375385           -1.2202048138959425             7.005430087427023
                      176       378.24332877701136      0.20178931723529764        1.085766533832599       0.1128143050396066    0.0030838711204885932  -1.0413872533447654e-06        375.5396153406469   0.00024787827530929537      0.03944515370892263     0.018401743008070792      0.39442102216511565       1.2424471554071317        -0.0026389250445586366            -4.311560109598203             1.788875651845872            -3.512328434028755            -143.1770435284038            211679.58803491748           -0.1230543042029316            -350.3417688765841           0.40658859568368255             6.923298312394472            -1.220204761190443             7.005429166799878
                      177       378.24332877835127      0.20178931723590465       1.0857665338257032      0.11281430505235168    0.0030838711204119003   -1.041387253304355e-06        375.5396153421893    0.0002478782753059108     0.039445153717966815      0.01840174300886313      0.39442102215950153       1.2424471554143968         -0.002638925464448229            -4.311560553041787            1.7888755934004676             -3.51232853110889           -143.17709646592166             211679.5821423969          -0.12305431683766342           -350.34185057188483            0.4065889094704213             6.923299054872248           -1.2202048099029947             7.005432729118496
                      178       380.72397792509355      0.20261654112468122       1.0826406269737028      0.10991320836746463    0.0030921175248640395  -1.0411672667669686e-06       376.24959029213466    0.0002411401048974368      0.04092152667203816     0.019246600765024637       0.4035891212456277       1.2450645318904754         0.0012668851826035422           -2.2466744700590016             7.723831267631836           -0.9226304950836153            -798.9590209146035            -196628.3930743004          -0.17316871304536852           -1777.8648739168991             8.459201754893677            26.293925886266535             3.917709535593324            24.282535834140056
                      179        380.7239779396259      0.20261654113084693        1.082640626948324      0.10991320837660606     0.003092117524950282  -1.0411672666784248e-06       376.24959029598205   0.00024114010487740888      0.04092152668040895      0.01924660076762256      0.40358912125771107       1.2450645319038984         0.0012668856694139816           -2.2466739764746153             7.723830994418299            -0.922630465363473            -798.9589696041368           -196628.36926239458          -0.17316870319998662           -1777.8648069679527              8.45920149890613             26.29392522747313            3.9177094649535498            24.282532910237393
                      180        380.7239779292988       0.2026165411268317          1.0826406269593      0.10991320838824964     0.003092117524876486  -1.0411672669063984e-06        376.2495902941733    0.0002411401048864887      0.04092152667952012     0.019246600765621652       0.4035891212295766       1.2450645318983904         0.0012668850880784522            -2.246674502122011             7.723831065417958           -0.9226305277004533            -798.9590342342802           -196628.40524978447           -0.1731687162676167           -1777.8648945287507             8.459201815991639             26.29392596861242            3.9177094946161057             24.28253663240575
                      181        380.7239779244885      0.20261654112372962       1.0826406269666933      0.10991320837046212    0.0030921175249077914  -1.0411672668046385e-06          376.24959029483    0.0002411401048998059      0.04092152666828099     0.019246600765252073      0.40358912125481594       1.2450645319005422         0.0012668851221899144           -2.2466743760934342             7.723831300846739           -0.9226304397858116            -798.9590066489336           -196628.39492059124          -0.17316871399732556            -1777.864875899822             8.459201714104134              26.2939256874137             3.917709583402353            24.282536094257274
                      182        380.7239779265551      0.20261654111266142        1.082640626925059      0.10991320838255214    0.0030921175249730946  -1.0411672667923734e-06        376.2495903130582   0.00024114010493083278      0.04092152665456464     0.019246600768753685      0.40358912125743174       1.2450645319667824         0.0012668852611813566           -2.2466753942768567             7.723831353296747           -0.9226307556493756            -798.9590040856359           -196628.38460335962          -0.17316871209165194           -1777.8648212766952             8.459202057221303             26.29392738492464            3.9177092709586288            24.282535899748012
                      183        380.7239779270369        0.202616541114399       1.0826406268831068      0.10991320834812235     0.003092117524755024  -1.0411672666968008e-06        376.2495903240629    0.0002411401049151893      0.04092152661665901     0.019246600767725365        0.403589121366273        1.245064532005072         0.0012668853676663858            -2.246674425445768            7.7238311430700834           -0.9226303989372894            -798.9590580107409           -196628.40233339297          -0.17316870671913046           -1777.8647900772437             8.459201668694293            26.293925286522544            3.9177096713096344            24.282534006084283
                      184        380.7239779313152      0.20261654112865868       1.0826406268865725      0.10991320856153006    0.0030921175245680367  -1.0411672662851752e-06       376.24959033572935   0.00024114010478493104     0.040921526649336515     0.019246600763226443       0.4035891211485964       1.2450645320510914         0.0012668845714130803           -2.2466742458672013             7.723831190092351           -0.9226304922032494            -798.9590551422407           -196628.34248598304          -0.17316874461927573           -1777.8650736683323             8.459201854097012            26.293925601132006            3.9177094704984023              24.2825446909943
                      185        381.7786932186177      0.20056879586628704       1.0605041641835857      0.11914791235809963      0.00308841873095109  -1.0286211280407988e-06        384.6756866615242   0.00024070531350196483      0.03127506453614647     0.019957775355655398      0.41722946397167937       1.2757049249996377          0.004856766010671471             4.109948372130446           -29.575231829491834            10.856812184375439           -170.34274201312363            1182532.8965718132           -0.6663891303010847             5122.088903904913            -7.931971197872411            -64.36689395551186             9.723525793948726            156.50736179186617
                      186       381.77869319855813      0.20056879585965437       1.0605041642381092      0.11914791243008085     0.003088418730843277   -1.028621128355343e-06       384.67568666141415    0.0002407053135079148       0.0312750645412989     0.019957775350452737       0.4172294637938063       1.2757049249953898          0.004856766233963298             4.109947115035956           -29.575231216520265            10.856811710844328           -170.34277600103218            1182532.8731596384           -0.6663891228081626             5122.088964970352            -7.931970618989465            -64.36689134166586             9.723525414098539            156.50736038186577
                      187        381.7786932090755      0.20056879586972512       1.0605041641658293      0.11914791240701694    0.0030884187310170285    -1.02862112829901e-06       384.67568668477196    0.0002407053133742274      0.03127506450007721     0.019957775356016137      0.41722946396877536       1.2757049250782635          0.004856766387532189             4.109949597514557           -29.575231194847944            10.856812528709195            -170.3426591815952            1182532.8812882553            -0.666389117932575             5122.088966129629            -7.931971949258811             -64.3668956831658             9.723526118282214             156.5073584961337
                      188        381.7786931974008      0.20056879586612203       1.0605041640688508      0.11914791240439992    0.0030884187309401095  -1.0286211282510463e-06       384.67568671453034     0.000240705313182939      0.03127506447964876      0.01995777536185804       0.4172294639929382       1.2757049251852128          0.004856765350660163             4.109948438827025           -29.575231902632552            10.856811995245732            -170.3427695313173             1182532.873201925           -0.6663891544479961              5122.08869885198           -7.9319711069209475            -64.36689374072945             9.723525666973515             156.5073685988123
                      189        381.7786931950668      0.20056879586773152       1.0605041640208324      0.11914791241051498      0.00308841873093551  -1.0286211278507197e-06        384.6756867256892    0.0002407053130679525      0.03127506448276039      0.01995777536609173       0.4172294640082336        1.275704925213246          0.004856767153899694             4.109948719659761            -29.57523248964793             10.85681188578585           -170.34269906177434            1182532.9272538892           -0.6663891064130487             5122.089018947077            -7.931971669620807            -64.36689417939489             9.723525394894274            156.50735491063554
                      190       381.77869308679965      0.20056879585718312       1.0605041640507906      0.11914791278546569    0.0030884187304245506  -1.0286211278435754e-06        384.6756867447483   0.00024070531272500146     0.031275064516637766     0.019957775350829206       0.4172294636886242        1.275704925262899          0.004856765682371867             4.109947828200642           -29.575231760138244            10.856812393773613            -170.3428199420925            1182532.8739178274           -0.6663891294358845             5122.088826892937            -7.931971068693625            -64.36689378530228             9.723526050547841            156.50736133894875
                      191       381.77869311920745      0.20056879585097684       1.0605041640314337      0.11914791274672479    0.0030884187308543843  -1.0286211273253069e-06        384.6756867557119   0.00024070531312447315      0.03127506450287622     0.019957775350995986      0.41722946372438197       1.2757049253200998          0.004856765741413468             4.109948081861734            -29.57523143943693            10.856812203570998            -170.3426133357173            1182532.9854557964           -0.6663891380842673               5122.0889106899            -7.931971172530601            -64.36689366257743             9.723525665358796            156.50736435282963
                      192       356.51671958405814      0.19864914961245037        1.019961218456622      0.20249181819303574    0.0030164968983277833    -9.96049078192603e-07        408.3396826416564    7.217323990834832e-05      0.01848732639789849     0.020024033683796776       0.3664315460196705        1.353668966073432           0.02907359758512359            -42.86260709946756             -72.0078733517646           -28.055109011866293            -1961.888409740461            2473337.0338904727          -0.11777765000978942            -4492.925641960468            -27.61431139636149            33.690666789450155            -42.28806657041797            -1.702664019632949
                      193       356.51671955730535        0.198649149618189       1.0199612185159257      0.20249181831021495     0.003016496898355259   -9.960490785842586e-07        408.3396826543363    7.217323985963934e-05     0.018487326412237964     0.020024033682150496       0.3664315461097719        1.353668966113504           0.02907359662365968           -42.862606122429256             -72.0078708773991            -28.05510807282384           -1961.8883865271225            2473336.9387989454          -0.11777764810088995            -4492.925603330877           -27.614311867647732             33.69066444213489            -42.28806508686905           -1.7026639058459194
                      194        356.5167195071979      0.19864914960645152       1.0199612182674205       0.2024918184785519    0.0030164968982001415    -9.96049078064973e-07       408.33968274594923    7.217323940108332e-05     0.018487326368300333     0.020024033691046116      0.36643154597291305       1.3536689664254171          0.029073597514782314            -42.86260755959027             -72.0078734187895            -28.05510906746319           -1961.8884250939598            2473337.0277027623          -0.11777764538058566            -4492.925576188668            -27.61431093330498             33.69066763709749            -42.28806663731393            -1.702665155458841
                      195        356.5167196103805      0.19864914961955224       1.0199612184283406       0.2024918181354397    0.0030164968985320556    -9.96049078005623e-07        408.3396826466675    7.217324000427766e-05     0.018487326411602667     0.020024033688586376      0.36643154612561446       1.3536689660985426           0.02907359729667862            -42.86260683220049            -72.00787336932471            -28.05510895848147           -1961.8883568742626            2473337.0621228768          -0.11777765933936982            -4492.925661851104            -27.61431126093975             33.69066653189938           -42.288066527764116           -1.7026613638282022
                      196       351.98763920446413      0.19879970447690296        1.007991610487064      0.22192941857304987    0.0030194411803100996   -9.904528933459318e-07       415.82371180476537    4.232719863440568e-05     0.017700408227576046     0.020691711889159494      0.37161691848042744       1.3792606773090001          -0.02106174879655708           -29.511006753610413             -7.50931043310067            -2.958302447261861            253.43884351407004             551293.5932728214          -0.24631728307094727            -40.66498498280876            -4.829455704228967           -0.6572601342312947           -0.4474045775175428             63.31182853398124
