                   sim_nr                        h                    alpha                  sca_sto                       wg               gammatheta                   gammaq                      CO2                   advCO2                      z0m                      z0h                    FracH         obs_sca_cf_CO2mh                     data                    Costf
                       22        535.6574758598761      0.22367771396282615       1.0322849457952614       0.1348800562161244    0.0025806944654930895  -1.3193566827980325e-06       359.28149039041404   0.00019850974415553443      0.11239498709946388      0.10754377429148872       0.5334098588355786        1.193538800157763         298.632821932521         298.632821932521
                       23        535.6574741563875      0.22367771248924959       1.0322849561175236      0.13488005618773244     0.002580694487532573  -1.3193566677868058e-06       359.28149049936263   0.00019850969681147607      0.11239498706791617      0.10754377464055198       0.5334098583716053       1.1935387991704645        298.6327968347077        298.6327968347077
                       24        535.6574755074932       0.2236777141928194       1.0322849462778976       0.1348800562142674    0.0025806944669566445  -1.3193566800964874e-06        359.2814903712558   0.00019850975477698953      0.11239498708034766      0.10754377429538038       0.5334098587951598       1.1935388003399046        298.6328184629022        298.6328184629022
                       25        535.6574752919046      0.22367771405507103       1.0322849454050953      0.13488005621329915    0.0025806944683274837  -1.3193566806597739e-06        359.2814903903777    0.0001985097418762665      0.11239498708146341      0.10754377432730884       0.5334098587860628       1.1935388001447498        298.6328206310761        298.6328206310761
                       26       475.64959162657124       0.2317337490668745       1.1065051362430207      0.13444613216905643     0.002951678060002284   -9.603363998702448e-07        358.9131202854731    0.0003696872021839463      0.11019305690173753      0.11187133005674839       0.5255817349301486       1.1966710103318088        66.86387152413691        66.86387152413691
                       27        475.6495913997262      0.23173374920322787         1.10650513644066      0.13444613216678855    0.0029516780633106476   -9.603363977889821e-07       358.91312029368913    0.0003696872041641071      0.11019305687787381      0.11187133008000068        0.525581734885222        1.196671010266485        66.86387026415437        66.86387026415437
                       28       475.64959115196234      0.23173374913041875       1.1065051361256337      0.13444613216696577     0.002951678063093175   -9.603363981790736e-07        358.9131202894327    0.0003696871997066562      0.11019305687779969      0.11187133006527715        0.525581734890058       1.1966710102897347        66.86387106284698        66.86387106284698
                       29       475.64959150239883        0.231733748970539        1.106505136146266      0.13444613216762227    0.0029516780605396524   -9.603363997202854e-07        358.9131202870704    0.0003696872021034447       0.1101930568936364      0.11187133005673995       0.5255817349130298       1.1966710103196054        66.86387145965504        66.86387145965504
                       30        441.5142871513451      0.23006937260696758       1.0996215478934168       0.1341897869635911     0.003201790091534677   -8.277505740583682e-07       359.41478055483947    0.0003231593373779658       0.1079860202849353      0.11282445642425862       0.5214644235114849       1.1923215706256907        36.08396241224223        36.08396241224223
                       31       441.51428640101494       0.2300693727866822        1.099621556043024      0.13418978693144837     0.003201812834382046   -8.277505792020983e-07       359.41478113121764    0.0003231725252387128      0.10798602004175252      0.11282445617084898       0.5214644232673248       1.1923215669059117        36.08358441330602        36.08358441330602
                       32         441.514285259972      0.23006937281199577       1.0996215551677047       0.1341897869173536    0.0032018072126415156   -8.277505822865254e-07        359.4147809172991   0.00032315018512311163       0.1079860199740522      0.11282445609337817       0.5214644231711272       1.1923215687998643         36.0838144752216         36.0838144752216
                       33        441.5142859210184      0.23006937271914055       1.0996215482226521       0.1341897869285289    0.0032017900781681507   -8.277505810011913e-07        359.4147808868785    0.0003231592545652204       0.1079860200784036      0.11282445620286047       0.5214644232615342       1.1923215687916113        36.08396129949702        36.08396129949702
                       34       441.51428447504986       0.2300693727529643        1.099621550830312       0.1341897869110666     0.003201790101054972   -8.277505839762971e-07       359.41478069237405   0.00032315937940855573      0.10798602000678266      0.11282445610977808       0.5214644231372398        1.192321570767882        36.08396140234585        36.08396140234585
                       35        441.5132467246483       0.2300694293035304       1.0996226803621614        0.134189766558182     0.003201789643909923   -8.277544268268744e-07        359.4148335751135   0.00032315653974184216        0.107985912247717      0.11282433426950637       0.5214642781188652        1.192321628982159       36.083760421322594       36.083760421322594
                       36       441.51420649587794      0.23006937703290167       1.0996215471393196       0.1341897853629773    0.0032017870311098514   -8.277508727636856e-07       359.41478459744116    0.0003231599060581026      0.10798601184367036      0.11282444690506933       0.5214644120639121       1.1923215756251673        36.08397981609737        36.08397981609737
                       37        436.0289423349943      0.23038314700181725        1.104889119527412       0.1340785809401337    0.0032142345593833784   -8.488347992904778e-07         359.781422789651    0.0002956040803432248      0.10739054633777635        0.112155215366937       0.5206718088130133        1.192013763682989        35.19840699759952        35.19840699759952
                       38        436.0289421945572      0.23038314706794064       1.1048891194221113       0.1340785808986856     0.003214234559689215   -8.488348009860269e-07        359.7814227958436   0.00029560407985481773      0.10739054616019775       0.1121552151851719        0.520671808473048       1.1920137636787766        35.19840686184865        35.19840686184865
                       39       436.02894179626605       0.2303831468147907       1.1048891195608732      0.13407858079207852     0.003214234559684197   -8.488348033936811e-07       359.78142280803456   0.00029560407870790183      0.10739054585889651      0.11215521489818514       0.5206718076871605       1.1920137636782708        35.19840666035621        35.19840666035621
                       40        436.0289422138326       0.2303831468821492       1.1048891195747128      0.13407858083324167    0.0032142345589788778   -8.488347973397028e-07        359.7814227915838    0.0002956040807824958        0.107390545845472      0.11215521467201135        0.520671808085152        1.192013763683869       35.198406759259086       35.198406759259086
                       41       436.02894180631574      0.23038314667913054       1.1048891196932047      0.13407858062747469    0.0032142345561075618   -8.488348010315115e-07        359.7814227812555    0.0002956040824414908      0.10739054475913506      0.11215521265053915       0.5206718069694046       1.1920137637106398        35.19840623440758        35.19840623440758
                       42         436.028941652439      0.23038314611808014       1.1048891194259447      0.13407858041291149    0.0032142345527805993   -8.488348104481367e-07        359.7814227950509   0.00029560408435556993      0.10739054374935479      0.11215521070110941       0.5206718058956353       1.1920137636789865        35.19840572027367        35.19840572027367
                       43        436.0289419763874      0.23038314679502234       1.1048891194089734      0.13407858085453306    0.0032142345591612102   -8.488347982826066e-07       359.78142280278996    0.0002956040794726035      0.10739054604846296      0.11215521446398045       0.5206718085409283        1.192013763673496        35.19840681381466        35.19840681381466
                       44        408.3291454659311      0.21275194320097776       1.1045025508092667      0.12023669687611002    0.0031071246772286574   -9.596685335438428e-07         360.141846595706    0.0003339389884601182      0.04349924801340586   1.0000000000114084e-07       0.4399936577897111       1.1922253246164445         11363.7478601096         11363.7478601096
                       45        422.1790439004626       0.2215675451013975       1.1046958351683394      0.12715763890812187     0.003160679618306018   -9.042516664171604e-07        359.9616346926785   0.00031477153440167063      0.07544489717559111       0.0560776576834685       0.4803327333013622       1.1921195441497168         21.1979684030205         21.1979684030205
                       46       415.25409468319685      0.21715974415118763        1.104599192988804      0.12369716789211593    0.0031339021477673375   -9.319600999805017e-07       360.05174064419225    0.0003243552614308944      0.05947207259449848     0.028038878841734248      0.46016319554553664       1.1921724343830806        29.22179401969421        29.22179401969421
                       47        418.7165692918297      0.21936364462629257       1.1046475140785716      0.12542740340011888     0.003147290883036678    -9.18105883198831e-07       360.00668766843535    0.0003195633979162834       0.0674584848850448      0.04205826826260139       0.4702479644234494       1.1921459892663986       21.478543975438264       21.478543975438264
                       48       420.44780659614617      0.22046559486384507       1.1046716746234555      0.12629252115412037     0.003153985250671348   -9.111787748079958e-07       359.98416118055695   0.00031716746615897615      0.07145169103031795     0.049067962973034944       0.4752903488624058       1.1921327667080577        20.82069169697657        20.82069169697657
                       49        420.4478058678517      0.22046559446037295        1.104671674826541       0.1262925208574833    0.0031539852491303385   -9.111787790335003e-07        359.9841612009494   0.00031716746551863767      0.07145169009731063      0.04906796207858316       0.4752903467869283       1.1921327667019315        20.82069110932453        20.82069110932453
                       50       420.44780650357575      0.22046559496014473       1.1046716746702288      0.12629252114219894     0.003153985251316452   -9.111787757867373e-07        359.9841611865829     0.000317167465527274       0.0714516912821549      0.04906796390299547       0.4752903485887794        1.192132766703161        20.82069135149099        20.82069135149099
                       51        393.2351444127289      0.20696853317291394        1.112484176607735      0.11548449194086247    0.0031054011399495865  -1.0737885823419778e-06        360.7828558386051   0.00028735483192495175     0.040552264479094526     0.026810345139841874       0.3976352617259381       1.1918598090171888        6.933219471759731        6.933219471759731
                       52        393.2351443204391      0.20696853322686568        1.112484176718322      0.11548449192330823    0.0031054011403712873  -1.0737885831645988e-06        360.7828558406857    0.0002873548318015895      0.04055226478021909     0.026810346044540308       0.3976352615155664       1.1918598090166304        6.933219199095633        6.933219199095633
                       53       393.23514409402287       0.2069685330959936        1.112484176714668       0.1154844918414003    0.0031054011394673463   -1.073788582789938e-06        360.7828558420444    0.0002873548318703357      0.04055226443477303     0.026810344953410406       0.3976352610873808       1.1918598090200687        6.933219402704566        6.933219402704566
                       54        393.2351442679519      0.20696853312909289       1.1124841767121207      0.11548449186502899    0.0031054011396623718  -1.0737885818770829e-06       360.78285584496456    0.0002873548323939108     0.040552264487655934      0.02681034502458559       0.3976352612356028        1.191859809014363        6.933219430444681        6.933219430444681
                       55        393.2351443946138      0.20696853318878738       1.1124841766573184      0.11548449193492438    0.0031054011398225804  -1.0737885819954693e-06        360.7828558382347   0.00028735483220288134     0.040552264593212976     0.026810345115280874      0.39763526176144987        1.191859809018537        6.933219460414565        6.933219460414565
                       56          393.23514441719      0.20696853318003677       1.1124841766129645      0.11548449193628382    0.0031054011398983757   -1.073788582193707e-06       360.78285583824714   0.00028735483195237166      0.04055226446448912     0.026810345132089256       0.3976352617235497       1.1918598090181836        6.933219473944111        6.933219473944111
                       57       379.28828668332585      0.20478390738608945       1.1211457425372728      0.11023276712006505    0.0030774514270461243  -1.0559873608140436e-06       361.01657437333006    0.0003118532339194515     0.045682484546977445     0.019443712458876217       0.3680673835082894         1.19196938925365        4.629056567291902        4.629056567291902
                       58       379.28828689981196      0.20478390747894887         1.12114574250797      0.11023276718799277      0.00307745142744042  -1.0559873601312933e-06       361.01657436822956    0.0003118532340905889      0.04568248482805567      0.01944371282716736       0.3680673839410773       1.1919693892550398        4.629056532304747        4.629056532304747
                       59        379.2882866455425      0.20478390737252855       1.1211457425842166      0.11023276709552027    0.0030774514268874275  -1.0559873608501162e-06       361.01657437435625    0.0003118532340066135      0.04568248456804007      0.01944371242724773       0.3680673833912139       1.1919693892543304         4.62905656470856         4.62905656470856
                       60        379.2882866929415      0.20478390737977828       1.1211457425480642      0.11023276711553118    0.0030774514270078754  -1.0559873608720484e-06       361.01657437313673   0.00031185323387156183      0.04568248454907361     0.019443712452277946       0.3680673835058984       1.1919693892546093        4.629056566558258        4.629056566558258
                       61       379.28828672592294       0.2047839073739615        1.121145742553331      0.11023276711099089     0.003077451427024234  -1.0559873607977943e-06        361.0165743733016    0.0003118532338776299     0.045682484551812265     0.019443712448803756       0.3680673835042852       1.1919693892549117        4.629056566001069        4.629056566001069
                       62        379.2882866966718       0.2047839073861234       1.1211457425357079      0.11023276711797728    0.0030774514270796027   -1.055987360840805e-06        361.0165743731611    0.0003118532339404338      0.04568248456584414     0.019443712464566956        0.368067383533631       1.1919693892544192        4.629056566252301        4.629056566252301
                       63        379.2882867731987      0.20478390734976584        1.121145742537113      0.11023276705687651     0.003077451427338505  -1.0559873614488166e-06       361.01657437313725    0.0003118532341962032      0.04568248472170428     0.019443712394222358       0.3680673836674774       1.1919693892643553        4.629056564654891        4.629056564654891
                       64        381.8975315853104      0.20290048750757936       1.1247350698743173      0.10761192098239505     0.003071722148138797  -1.0687642169358717e-06       361.03345252292377   0.00031547032601536833     0.050426383306419714     0.017111683229220114      0.36575388360656125        1.192285926084328        4.427498843643351        4.427498843643351
                       65       381.89753159987276      0.20290048749478115       1.1247350698823588      0.10761192095788144      0.00307172214815623  -1.0687642168601794e-06        361.0334525228233    0.0003154703260140543     0.050426383345810226     0.017111683212454227       0.3657538835524537       1.1922859260874725         4.42749884212337         4.42749884212337
                       66        381.8975316066749      0.20290048749773298       1.1247350698903542      0.10761192096188635     0.003071722148182454   -1.068764216983112e-06        361.0334525231326   0.00031547032604843997      0.05042638333815833     0.017111683210510587      0.36575388359458744       1.1922859260867205       4.4274988431740265       4.4274988431740265
                       67        383.1439754452888       0.2021091583919944       1.1255676801917058      0.10604005615998952    0.0030738300408906286   -1.067676070954557e-06        361.0369841352257    0.0003165497603162745     0.052910758841643805       0.0158771445292736       0.3634182356637965       1.1924794532153344        4.392243132109589        4.392243132109589
                       68        383.1439754391638      0.20210915839194352       1.1255676801890253      0.10604005615606935     0.003073830040926509   -1.067676071021385e-06       361.03698413516133    0.0003165497603049667      0.05291075885157212     0.015877144529919382       0.3634182356668688        1.192479453216033         4.39224313181963         4.39224313181963
                       69         383.143975449497      0.20210915839048696       1.1255676801924768      0.10604005615055115     0.003073830040961497  -1.0676760710393412e-06        361.0369841353838    0.0003165497603285312       0.0529107588592106      0.01587714452538229       0.3634182356687813       1.1924794532162895        4.392243131891466        4.392243131891466
                       70       383.14397544442454      0.20210915839643048       1.1255676801797012      0.10604005615931003    0.0030738300409310524  -1.0676760709323696e-06        361.0369841353684    0.0003165497603055947     0.052910758842248266     0.015877144535746575      0.36341823567660214       1.1924794532150624        4.392243131946523        4.392243131946523
                       71       383.14397545198017       0.2021091583946791        1.125567680183643      0.10604005615102402     0.003073830040916602  -1.0676760709153216e-06       361.03698413545317   0.00031654976029120256      0.05291075885364063     0.015877144529717637       0.3634182356900827       1.1924794532162124        4.392243131889834        4.392243131889834
                       72        383.1439754596265      0.20210915839029503       1.1255676801942354      0.10604005614166784     0.003073830040896284  -1.0676760709596307e-06       361.03698413557277     0.000316549760297543      0.05291075886346776      0.01587714452591434      0.36341823568031356       1.1924794532171115          4.3922431318908          4.3922431318908
                       73        383.1439754454034      0.20210915839362434        1.125567680191816      0.10604005615587311     0.003073830040894497  -1.0676760709651174e-06       361.03698413536324     0.000316549760309503      0.05291075883784514      0.01587714453069227       0.3634182356704277       1.1924794532156278        4.392243132056819        4.392243132056819
                       74       385.57028337836414      0.20283934503148568       1.1239271810187876                    0.101      0.00309082500441628  -1.0755564374650607e-06       361.15648946206824    0.0003102591691951052      0.05789706429637091     0.015952954516314972      0.37161256869125464       1.1929378315795744        4.335426745521548        4.335426745521548
                       75         385.570279651359        0.202839344700079       1.1239270477640169                    0.101    0.0030908065446309998  -1.0755564336373952e-06       361.15648878968716   0.00031024526357927365     0.057897064353831657     0.015952954982714856       0.3716125685449432       1.1929378447250452       4.3354131376408755       4.3354131376408755
                       76       385.57027900874573      0.20283934459977926       1.1239269959490716                    0.101     0.003090811869494851  -1.0755564309613958e-06       361.15648893550474    0.0003102662099512916      0.05789706433588046     0.015952955075562037      0.37161256848405816       1.1929378469812106        4.335420985464673        4.335420985464673
                       77        385.5702781864816       0.2028393445689009        1.123926971610521                    0.101     0.003090825369841032   -1.075556428421871e-06       361.15648877330347   0.00031025973934579575      0.05789706430092773     0.015952955052117374       0.3716125684519582       1.1929378501934802       4.3354240165574325       4.3354240165574325
                       78        385.5702805752919      0.20283934461892397       1.1239272030033138                    0.101    0.0030908250497286797  -1.0755564319616957e-06        361.1564895405329    0.0003102595043608207       0.0578970642866692      0.01595295532643644       0.3716125685976115       1.1929378429212287        4.335426168478678        4.335426168478678
                       79        385.5702801468524      0.20283934418472482        1.123927203290048                    0.101    0.0030908238563379896  -1.0755564255142516e-06        361.1564905695143   0.00031025416960222575     0.057897064116932184     0.015952955986051707       0.3716125684932829        1.192937849071867        4.335423704940402        4.335423704940402
                       80       385.53261481917025      0.20283470506058657       1.1234642698910076                    0.101     0.003091031687410488  -1.0754859827353592e-06        361.1550347262167    0.0003144780267256165      0.05789700209445205      0.01596093593574188       0.3716111091500133       1.1930830609945693        4.328758518575829        4.328758518575829
                       81        385.5326148209963       0.2028347050470706       1.1234642698904622                    0.101    0.0030910316874105826  -1.0754859825358156e-06        361.1550347263394   0.00031447802672368574      0.05789700208014678     0.015960935937975887      0.37161110912309525        1.193083060994482        4.328758518297259        4.328758518297259
                       82        385.5326148197987      0.20283470505139917       1.1234642698838417                    0.101    0.0030910316874133174  -1.0754859826149018e-06        361.1550347263832   0.00031447802678412004     0.057897002063064654      0.01596093593354692      0.37161110916427675        1.193083060996695       4.3287585183699155       4.3287585183699155
                       83       385.53261481733716      0.20283470504437576       1.1234642698880712                    0.101    0.0030910316873829775  -1.0754859829266213e-06       361.15503472644775    0.0003144780267654527      0.05789700205642475     0.015960935937068845      0.37161110917122964       1.1930830609966712        4.328758518343912        4.328758518343912
                       84        385.5326148170245       0.2028347050608908       1.1234642698914428                    0.101     0.003091031687390259  -1.0754859828079221e-06        361.1550347263853    0.0003144780267400008      0.05789700206692144      0.01596093593754634       0.3716111091360842       1.1930830609959588        4.328758518456658        4.328758518456658
                       85       385.53261481394566      0.20283470506198123       1.1234642698953152                    0.101    0.0030910316873738295  -1.0754859826310083e-06       361.15503472650335    0.0003144780267514708        0.057897002064043      0.01596093594106779       0.3716111091612859       1.1930830609969307        4.328758518423255        4.328758518423255
                       86       385.53261481729965      0.20283470506242307        1.123464269888947                    0.101     0.003091031687373235   -1.075485982711658e-06       361.15503472657383    0.0003144780267554815      0.05789700208107992      0.01596093594050474       0.3716111091536207       1.1930830609959957        4.328758518466665        4.328758518466665
                       87         385.126347202794      0.20249607436234462       1.1233808640605254                    0.101    0.0030864038640345285  -1.0728837406265499e-06        361.1996418731689     0.000319280731558849     0.053395033430311115     0.016491606739559746       0.3717996859157617       1.1933843555268409        4.315859659459494        4.315859659459494
                       88       385.12634720117694      0.20249607436344522       1.1233808640555019                    0.101    0.0030864038640317473  -1.0728837406262354e-06        361.1996418733731    0.0003192807315702652      0.05339503342224361     0.016491606739556283      0.37179968592094303       1.1933843555277388        4.315859659391246        4.315859659391246
                       89        385.1263471996888      0.20249607436250414         1.12338086405631                    0.101    0.0030864038640229597  -1.0728837406375295e-06       361.19964187348984   0.00031928073153398434      0.05339503343186436     0.016491606739991994      0.37179968592071544       1.1933843555272385        4.315859659375183        4.315859659375183
                       90       385.12634719627204       0.2024960743626666       1.1233808640496061                    0.101    0.0030864038640323463   -1.072883740559113e-06        361.1996418742624    0.0003192807315465628       0.0533950334289116     0.016491606742070522      0.37179968592188983       1.1933843555289536         4.31585965925854         4.31585965925854
                       91        385.1263471852951      0.20249607436372163       1.1233808640525194                    0.101    0.0030864038640252686  -1.0728837404827082e-06        361.1996418754676   0.00031928073153431134     0.053395033393671146     0.016491606747804633       0.3717996859351532       1.1933843555334847        4.315859659087512        4.315859659087512
                       92        385.1263471936916      0.20249607436744402       1.1233808640544964                    0.101     0.003086403864042641   -1.072883740666562e-06        361.1996418750948    0.0003192807315814776       0.0533950334247525     0.016491606743816146      0.37179968592625023       1.1933843555330779       4.3158596591368585       4.3158596591368585
                       93        385.1263471990683       0.2024960743694058       1.1233808640523328                    0.101    0.0030864038640343733  -1.0728837406231082e-06       361.19964187539847    0.0003192807315235257      0.05339503342704329     0.016491606742768842       0.3717996859096232       1.1933843555339734        4.315859659069814        4.315859659069814
                       94       380.92199790850896       0.2043815110220299       1.1191069371703612                    0.101     0.003085102698865554   -1.059078696607564e-06        362.1118694250899    0.0003115484784059026      0.04856608401511194        0.018503703288259      0.37517044803291094       1.1960736162739534        4.236128180057725        4.236128180057725
                       95         380.921997899135       0.2043815110202426       1.1191069371614173                    0.101     0.003085102698805943  -1.0590786965652255e-06       362.11186942883614    0.0003115484784249386     0.048566083982901374      0.01850370329753172       0.3751704480564435        1.196073616285545        4.236128179471894        4.236128179471894
                       96       380.92199789379765       0.2043815110189397       1.1191069371527682                    0.101    0.0030851026987748277  -1.0590786964904795e-06        362.1118694311047    0.0003115484783377271     0.048566083969869965      0.01850370329993673       0.3751704480807358       1.1960736162951218        4.236128179122968        4.236128179122968
                       97       380.92199789522556       0.2043815110189811        1.119106937127892                    0.101    0.0030851026987710342  -1.0590786962846805e-06       362.11186943480556   0.00031154847837802993      0.04856608389763853     0.018503703304452952      0.37517044810097455       1.1960736163080101        4.236128178695955        4.236128178695955
                       98        380.9219979173588      0.20438151102047702       1.1191069371433109                    0.101      0.00308510269889063  -1.0590786964660555e-06        362.1118694307506    0.0003115484782271402     0.048566084047003445       0.0185037032872878       0.3751704480548084       1.1960736162894856        4.236128178971065        4.236128178971065
                       99       380.92199791577195       0.2043815110213179        1.119106937150768                    0.101     0.003085102698901299  -1.0590786967135767e-06        362.1118694309115    0.0003115484783531731     0.048566084021002716     0.018503703287385334       0.3751704480622522       1.1960736162939856        4.236128178921247        4.236128178921247
                      100       380.92199792059637      0.20438151102096572       1.1191069370256113                    0.101    0.0030851026990746915  -1.0590786965664801e-06       362.11186946873767    0.0003115484783154619      0.04856608394633936     0.018503703309881922      0.37517044818506007        1.196073616431323        4.236128172804188        4.236128172804188
                      101        385.6641535809524      0.20337358714423318       1.0701730796591669                    0.101    0.0031424449583599126  -1.0588255996491715e-06        376.6454394043005    0.0002528635406259779     0.027648889992575282     0.025272636942921298      0.43236028632352086       1.2475637827894415        3.425971567253611        3.425971567253611
                      102        383.2930757447307      0.20387754908313155        1.094640008414764                    0.101    0.0031137738286127334  -1.0589521481283676e-06        369.3786544146952   0.00028220600951594024      0.03810748700384361     0.021888170115590147       0.4037653671782159       1.2218186995316973        3.330656714005817        3.330656714005817
                      103       384.47861466284166      0.20362556811368238       1.0824065440369672                    0.101     0.003128109393486323  -1.0588888738887696e-06        373.0120469094978   0.00026753477507095863      0.03287818849820945     0.023580403529255722      0.41806282675086837       1.2346912411605695       3.2026491649209805       3.2026491649209805
                      104       384.47861378350717      0.20362556800989054        1.082406590868846                    0.101    0.0031280851566077893  -1.0588888743603198e-06        373.0120467300172   0.00026752923021194485      0.03287818866915765      0.02358040378006751       0.4180628267151065       1.2346912433453878        3.202366002787641        3.202366002787641
                      105        384.4786142338985      0.20362556802914614       1.0824066153547243                    0.101    0.0031280958334021104  -1.0588888727497203e-06        373.0120470141808   0.00026754811321015766     0.032878188651296006      0.02358040375505823      0.41806282670102207        1.234691241503358       3.2025298990001967       3.2025298990001967
                      106        384.4776944156238       0.2036254433939668       1.0824785699762405                    0.101    0.0031019200033424576  -1.0588887173386734e-06        373.0119503516442   0.00026934917025573865     0.032878400492600365      0.02358071513152056      0.41806277394077296       1.2346931843612001        3.060774190021748        3.060774190021748
                      107        384.4776943752963       0.2036254433744795       1.0824785784179571                    0.101    0.0031019199987501046   -1.058888716368742e-06         373.011950351359    0.0002693491705709882      0.03287840053938351      0.02358071517015973       0.4180627739071068       1.2346931843644895        3.060773675884167        3.060773675884167
